102/05/08,0,0,--,--,--,--,,0
102/05/09,0,0,--,--,--,--,,0
102/05/10,0,0,--,--,--,--,,0
102/05/13,0,0,--,--,--,--,,0
102/05/14,0,0,--,--,--,--,,0
102/05/15,0,0,--,--,--,--,,0
102/05/16,2000,1220,0.61,0.61,0.61,0.61,X,1
102/05/17,20000,13600,0.68,0.68,0.68,0.68,0.07,1
102/05/20,22000,18700,0.85,0.85,0.85,0.85,0.17,2
102/05/21,6000,5120,0.88,0.88,0.84,0.84,-0.01,3
102/05/22,793000,762070,0.88,1.10,0.88,1.02,0.18,20
102/05/23,564000,443700,0.91,0.91,0.72,0.72,-0.30,30
102/05/24,311000,201270,0.72,0.72,0.60,0.61,-0.11,7
102/05/27,69000,47360,0.65,0.82,0.65,0.82,0.21,7
102/05/28,141000,108280,0.78,0.78,0.73,0.77,-0.05,8
102/05/29,70000,50900,0.75,0.75,0.71,0.71,-0.06,2
102/05/30,287000,215840,0.75,0.76,0.74,0.76,0.05,6
102/05/31,92000,60620,0.71,0.71,0.58,0.58,-0.18,6
102/06/03,150000,79530,0.58,0.58,0.52,0.55,-0.03,5
102/06/04,11000,6220,0.62,0.62,0.56,0.56,0.01,2
102/06/05,41000,20500,0.50,0.50,0.50,0.50,-0.06,1
102/06/06,10000,4700,0.47,0.47,0.47,0.47,-0.03,1
102/06/07,195000,88900,0.50,0.50,0.42,0.42,-0.05,5
102/06/10,140000,60600,0.44,0.44,0.42,0.42,,2
102/06/11,101000,40430,0.43,0.43,0.40,0.40,-0.02,3
102/06/13,278000,89460,0.33,0.33,0.32,0.32,-0.08,7
102/06/14,325000,99700,0.33,0.33,0.29,0.30,-0.02,7
102/06/17,1000,320,0.32,0.32,0.32,0.32,0.02,1
102/06/18,0,0,--,--,--,--,,0
102/06/19,2000,690,0.33,0.36,0.33,0.36,X,2
102/06/20,12000,3490,0.29,0.30,0.29,0.30,-0.06,2
102/06/21,0,0,--,--,--,--,,0
102/06/24,159000,41340,0.26,0.26,0.26,0.26,X,3
102/06/25,50000,11500,0.23,0.23,0.23,0.23,-0.03,1
102/06/26,1000,250,0.25,0.25,0.25,0.25,0.02,1
102/06/27,203000,55320,0.26,0.28,0.26,0.28,0.03,7
102/06/28,181000,49380,0.28,0.28,0.27,0.27,-0.01,5
102/07/01,320000,99240,0.27,0.34,0.27,0.31,0.04,12
102/07/02,21000,6530,0.33,0.33,0.31,0.31,,2
102/07/03,209000,58560,0.32,0.32,0.28,0.28,-0.03,5
102/07/04,110000,30820,0.29,0.29,0.28,0.29,0.01,4
102/07/05,211000,59200,0.30,0.30,0.28,0.28,-0.01,6
102/07/08,5000,1250,0.25,0.25,0.25,0.25,-0.03,1
102/07/09,16000,4320,0.27,0.27,0.27,0.27,0.02,3
102/07/10,11000,2940,0.27,0.28,0.26,0.26,-0.01,4
102/07/11,14000,3970,0.27,0.32,0.27,0.32,0.06,5
102/07/12,203000,61910,0.33,0.33,0.30,0.30,-0.02,6
102/07/15,204000,65250,0.32,0.33,0.31,0.33,0.03,7
102/07/16,107000,35320,0.33,0.34,0.33,0.34,0.01,3
102/07/17,951000,327150,0.35,0.36,0.34,0.36,0.02,24
102/07/18,2000,770,0.37,0.40,0.37,0.40,0.04,2
102/07/19,5000,1560,0.31,0.32,0.31,0.32,-0.08,2
102/07/22,1000,330,0.33,0.33,0.33,0.33,0.01,1
102/07/23,105000,35740,0.34,0.36,0.34,0.36,0.03,7
102/07/24,25000,9000,0.36,0.36,0.36,0.36,,1
102/07/25,310000,101240,0.34,0.34,0.32,0.32,-0.04,6
102/07/26,0,0,--,--,--,--,,0
102/07/29,0,0,--,--,--,--,,0
102/07/30,319000,89340,0.29,0.29,0.28,0.28,X,8
102/07/31,21000,5900,0.28,0.30,0.28,0.30,0.02,2
102/08/01,0,0,--,--,--,--,,0
102/08/02,102000,25540,0.28,0.28,0.25,0.26,X,4
102/08/05,0,0,--,--,--,--,,0
102/08/06,50000,11500,0.23,0.23,0.23,0.23,X,1
102/08/07,0,0,--,--,--,--,,0
102/08/08,10000,2000,0.20,0.20,0.20,0.20,X,1
102/08/09,0,0,--,--,--,--,,0
102/08/12,0,0,--,--,--,--,,0
102/08/13,51000,10200,0.20,0.20,0.20,0.20,X,2
102/08/14,1000,210,0.21,0.21,0.21,0.21,0.01,1
102/08/15,0,0,--,--,--,--,,0
102/08/16,61000,10390,0.17,0.19,0.17,0.19,X,3
102/08/19,8000,1520,0.19,0.19,0.19,0.19,,1
102/08/20,8000,1200,0.15,0.15,0.15,0.15,-0.04,1
102/08/22,175000,25540,0.15,0.15,0.14,0.14,-0.01,3
102/08/23,31000,4660,0.16,0.16,0.15,0.15,0.01,2
102/08/26,31000,4660,0.15,0.16,0.15,0.16,0.01,2
102/08/27,75000,11150,0.15,0.15,0.14,0.14,-0.02,3
102/08/28,0,0,--,--,--,--,,0
102/08/29,1000,150,0.15,0.15,0.15,0.15,X,1
102/08/30,532000,89280,0.16,0.21,0.16,0.21,0.06,19
102/09/02,432000,86360,0.20,0.20,0.19,0.20,-0.01,20
102/09/03,614000,141780,0.21,0.26,0.21,0.25,0.05,22
102/09/04,187000,42020,0.23,0.24,0.22,0.24,-0.01,11
102/09/05,455000,115370,0.26,0.28,0.25,0.25,0.01,18
102/09/06,203000,50260,0.26,0.26,0.24,0.25,,9
102/09/09,189000,42570,0.23,0.23,0.22,0.22,-0.03,5
102/09/10,3000,600,0.20,0.20,0.20,0.20,-0.02,1
102/09/11,2000,450,0.22,0.23,0.22,0.23,0.03,2
102/09/12,203000,48670,0.24,0.24,0.23,0.23,,4
102/09/13,199000,44770,0.23,0.23,0.22,0.22,-0.01,9
102/09/14,341000,71610,0.21,0.21,0.21,0.21,-0.01,9
102/09/16,1041000,236810,0.21,0.24,0.21,0.23,0.02,28
102/09/17,269000,57860,0.22,0.22,0.21,0.22,-0.01,10
102/09/18,284000,62480,0.22,0.22,0.22,0.22,,9
102/09/23,410000,89900,0.22,0.22,0.21,0.22,,17
102/09/24,1866000,455060,0.23,0.26,0.23,0.25,0.03,54
102/09/25,313000,66990,0.24,0.24,0.21,0.22,-0.03,8
102/09/26,504000,106880,0.21,0.22,0.21,0.21,-0.01,15
102/09/27,1000,230,0.23,0.23,0.23,0.23,0.02,1
102/09/30,198000,39600,0.20,0.20,0.20,0.20,-0.03,3
102/10/01,0,0,--,--,--,--,,0
102/10/02,1127000,215910,0.20,0.20,0.18,0.19,X,25
102/10/03,1095000,240960,0.19,0.24,0.19,0.24,0.05,23
102/10/04,871000,198560,0.22,0.23,0.22,0.22,-0.02,16
102/10/07,1478000,340650,0.25,0.25,0.22,0.22,,34
102/10/08,26000,5670,0.22,0.22,0.21,0.22,,4
102/10/09,1592000,344470,0.21,0.22,0.20,0.20,-0.02,32
102/10/11,159000,31410,0.21,0.21,0.19,0.19,-0.01,5
102/10/14,198000,31680,0.16,0.16,0.16,0.16,-0.03,6
102/10/15,1984000,317440,0.16,0.16,0.16,0.16,,41
102/10/16,249000,41830,0.17,0.17,0.16,0.16,,6
102/10/17,1487000,241290,0.17,0.17,0.16,0.16,,28
102/10/18,108000,20480,0.17,0.19,0.17,0.19,0.03,5
102/10/21,22000,3740,0.17,0.17,0.17,0.17,-0.02,3
102/10/22,8000,1280,0.16,0.16,0.16,0.16,-0.01,1
102/10/23,271000,40650,0.15,0.15,0.15,0.15,-0.01,6
102/10/24,239000,36850,0.15,0.16,0.15,0.15,,8
102/10/25,198000,27720,0.14,0.14,0.14,0.14,-0.01,4
102/10/28,99000,13860,0.14,0.14,0.14,0.14,,2
102/10/29,198000,27720,0.14,0.14,0.14,0.14,,5
102/10/30,333000,46630,0.14,0.15,0.14,0.14,,7
102/10/31,199000,25880,0.13,0.14,0.13,0.14,,5
102/11/01,2305000,273760,0.13,0.13,0.11,0.11,-0.03,49
102/11/04,50000,5000,0.10,0.10,0.10,0.10,-0.01,1
102/11/05,99000,8910,0.09,0.09,0.09,0.09,-0.01,5
102/11/06,198000,15840,0.08,0.08,0.08,0.08,-0.01,12
102/11/07,0,0,--,--,--,--,,0
102/11/08,0,0,--,--,--,--,,0
102/11/11,99000,7920,0.08,0.08,0.08,0.08,X,5
102/11/12,0,0,--,--,--,--,,0
102/11/13,0,0,--,--,--,--,,0
102/11/14,99000,4950,0.05,0.05,0.05,0.05,X,1
102/11/15,0,0,--,--,--,--,,0
102/11/18,62000,3100,0.05,0.05,0.05,0.05,X,3
102/11/19,0,0,--,--,--,--,,0
102/11/20,0,0,--,--,--,--,,0
102/11/21,0,0,--,--,--,--,,0
102/11/22,0,0,--,--,--,--,,0
102/11/25,198000,9900,0.05,0.05,0.05,0.05,X,11
102/11/26,429000,18150,0.04,0.05,0.04,0.05,,8
102/11/27,0,0,--,--,--,--,,0
102/11/28,438000,21900,0.05,0.05,0.05,0.05,X,9
102/11/29,198000,13860,0.07,0.07,0.07,0.07,0.02,3
102/12/02,0,0,--,--,--,--,,0
102/12/03,0,0,--,--,--,--,,0
102/12/04,0,0,--,--,--,--,,0
102/12/05,99000,7920,0.08,0.08,0.08,0.08,X,5
102/12/06,52000,2600,0.05,0.05,0.05,0.05,-0.03,1
102/12/09,0,0,--,--,--,--,,0
102/12/10,23000,2500,0.10,0.11,0.10,0.11,X,5
102/12/11,70000,7500,0.12,0.12,0.10,0.10,-0.01,7
102/12/12,7000,840,0.12,0.12,0.12,0.12,0.02,1
102/12/13,244000,27730,0.12,0.12,0.10,0.11,-0.01,10
102/12/16,10000,1100,0.11,0.11,0.11,0.11,,1
102/12/17,0,0,--,--,--,--,,0
102/12/18,10000,1000,0.10,0.10,0.10,0.10,X,1
102/12/19,0,0,--,--,--,--,,0
102/12/20,292000,20440,0.07,0.07,0.07,0.07,X,8
102/12/23,132000,9240,0.07,0.07,0.07,0.07,,4
102/12/24,213000,10650,0.05,0.05,0.05,0.05,-0.02,6
102/12/25,0,0,--,--,--,--,,0
102/12/26,0,0,--,--,--,--,,0
102/12/27,0,0,--,--,--,--,,0
102/12/30,0,0,--,--,--,--,,0
102/12/31,10000,500,0.05,0.05,0.05,0.05,X,1
103/01/02,20000,1400,0.07,0.07,0.07,0.07,0.02,2
103/01/03,0,0,--,--,--,--,,0
103/01/06,0,0,--,--,--,--,,0
103/01/07,20000,600,0.03,0.03,0.03,0.03,X,2
103/01/08,0,0,--,--,--,--,,0
103/01/09,20000,600,0.03,0.03,0.03,0.03,X,2
103/01/10,0,0,--,--,--,--,,0
103/01/13,0,0,--,--,--,--,,0
103/01/14,0,0,--,--,--,--,,0
103/01/15,0,0,--,--,--,--,,0
103/01/16,0,0,--,--,--,--,,0
103/01/17,0,0,--,--,--,--,,0
103/01/20,0,0,--,--,--,--,,0
103/01/21,0,0,--,--,--,--,,0
103/01/22,5000,100,0.02,0.02,0.02,0.02,X,1
103/01/23,0,0,--,--,--,--,,0
103/01/24,0,0,--,--,--,--,,0
103/01/27,0,0,--,--,--,--,,0
103/02/05,0,0,--,--,--,--,,0
