103/11/17,198000,334620,1.69,1.69,1.69,1.69,+0.08,1
103/11/18,198000,312840,1.58,1.58,1.58,1.58,-0.11,1
103/11/19,3000,4830,1.61,1.61,1.61,1.61,+0.03,1
103/11/20,638000,905480,1.50,1.50,1.41,1.42,-0.19,9
103/11/21,1262000,1865560,1.45,1.52,1.45,1.50,+0.08,17
103/11/24,1538000,2300240,1.45,1.56,1.45,1.56,+0.06,16
103/11/25,1947000,2908930,1.50,1.52,1.47,1.48,-0.08,21
103/11/26,1161000,1718970,1.47,1.54,1.45,1.50,+0.02,14
103/11/27,480000,705100,1.46,1.52,1.43,1.52,+0.02,7
103/11/28,20000,32400,1.63,1.63,1.61,1.61,+0.09,2
103/12/01,20000,31700,1.61,1.61,1.56,1.56,-0.05,2
103/12/02,550000,896300,1.61,1.64,1.61,1.63,+0.07,7
103/12/03,634000,935700,1.55,1.55,1.44,1.44,-0.19,8
103/12/04,113000,157070,1.39,1.39,1.39,1.39,-0.05,1
103/12/05,10000,13900,1.39,1.39,1.39,1.39,0.00,1
103/12/08,105000,147550,1.39,1.42,1.39,1.42,+0.03,3
103/12/09,135000,190000,1.42,1.45,1.38,1.38,-0.04,4
103/12/10,0,0,---,---,---,---,---,0
103/12/11,30000,39600,1.32,1.32,1.32,1.32,-0.05,1
103/12/12,0,0,---,---,---,---,---,0
103/12/15,0,0,---,---,---,---,---,0
103/12/16,30000,43900,1.45,1.49,1.45,1.49,+0.13,2
103/12/17,200000,290000,1.45,1.45,1.45,1.45,-0.04,2
103/12/18,200000,283010,1.41,1.42,1.41,1.42,-0.03,2
103/12/19,0,0,---,---,---,---,---,0
103/12/22,0,0,---,---,---,---,---,0
103/12/23,0,0,---,---,---,---,---,0
103/12/24,0,0,---,---,---,---,---,0
103/12/25,0,0,---,---,---,---,---,0
103/12/26,300000,423000,1.41,1.41,1.41,1.41,-0.05,2
103/12/27,60000,82800,1.38,1.38,1.38,1.38,-0.03,1
103/12/29,0,0,---,---,---,---,---,0
103/12/30,0,0,---,---,---,---,---,0
103/12/31,0,0,---,---,---,---,---,0
104/01/05,0,0,---,---,---,---,---,0
104/01/06,0,0,---,---,---,---,---,0
104/01/07,0,0,---,---,---,---,---,0
104/01/08,0,0,---,---,---,---,---,0
104/01/09,10000,13600,1.36,1.36,1.36,1.36,+0.01,1
104/01/12,203000,294000,1.38,1.45,1.38,1.45,+0.09,2
104/01/13,208000,287620,1.37,1.47,1.37,1.47,+0.02,4
104/01/14,60000,86600,1.48,1.48,1.36,1.36,-0.11,5
104/01/15,30000,40200,1.34,1.34,1.34,1.34,-0.02,1
104/01/16,0,0,---,---,---,---,---,0
104/01/19,0,0,---,---,---,---,---,0
104/01/20,25000,29050,1.15,1.18,1.15,1.18,-0.08,2
104/01/21,0,0,---,---,---,---,---,0
104/01/22,5000,6050,1.21,1.21,1.21,1.21,+0.01,1
104/01/23,225000,271750,1.17,1.21,1.17,1.21,0.00,5
104/01/26,350000,433400,1.23,1.27,1.22,1.22,+0.01,11
104/01/27,240000,277900,1.21,1.21,1.11,1.11,-0.11,6
104/01/28,50000,55500,1.11,1.11,1.11,1.11,0.00,1
104/01/29,20000,22200,1.11,1.11,1.11,1.11,0.00,2
104/01/30,10000,10500,1.05,1.05,1.05,1.05,-0.06,1
104/02/02,10000,10300,1.03,1.03,1.03,1.03,-0.02,1
104/02/03,0,0,---,---,---,---,---,0
104/02/04,5000,5300,1.06,1.06,1.06,1.06,+0.03,1
104/02/05,0,0,---,---,---,---,---,0
104/02/06,0,0,---,---,---,---,---,0
104/02/09,0,0,---,---,---,---,---,0
104/02/10,0,0,---,---,---,---,---,0
104/02/11,0,0,---,---,---,---,---,0
104/02/12,0,0,---,---,---,---,---,0
104/02/13,0,0,---,---,---,---,---,0
104/02/24,321000,262240,0.81,0.82,0.80,0.82,-0.12,4
104/02/25,1019000,901180,0.88,0.91,0.87,0.88,+0.06,13
104/02/26,499000,424700,0.85,0.87,0.80,0.80,-0.08,7
104/03/02,540000,404200,0.76,0.76,0.74,0.74,-0.06,4
104/03/03,235000,143650,0.70,0.70,0.44,0.60,-0.14,9
104/03/04,172000,99280,0.58,0.59,0.57,0.58,-0.02,6
104/03/05,582000,224570,0.32,0.57,0.01,0.43,-0.15,20
104/03/06,767000,269750,0.38,0.38,0.33,0.36,-0.07,93
104/03/09,465000,173800,0.38,0.38,0.37,0.37,+0.01,8
104/03/10,519000,171570,0.34,0.35,0.33,0.33,-0.04,6
104/03/11,20000,6900,0.34,0.35,0.34,0.35,+0.02,2
104/03/12,0,0,---,---,---,---,---,0
104/03/13,19000,6360,0.34,0.34,0.33,0.33,-0.02,2
104/03/16,91000,34970,0.35,0.40,0.35,0.40,+0.07,9
104/03/17,0,0,---,---,---,---,---,0
104/03/18,0,0,---,---,---,---,---,0
104/03/19,0,0,---,---,---,---,---,0
104/03/20,0,0,---,---,---,---,---,0
104/03/23,0,0,---,---,---,---,---,0
104/03/24,0,0,---,---,---,---,---,0
104/03/25,10000,2500,0.25,0.25,0.25,0.25,-0.09,1
104/03/26,0,0,---,---,---,---,---,0
104/03/27,0,0,---,---,---,---,---,0
104/03/30,0,0,---,---,---,---,---,0
104/03/31,0,0,---,---,---,---,---,0
104/04/01,0,0,---,---,---,---,---,0
104/04/02,0,0,---,---,---,---,---,0
104/04/07,0,0,---,---,---,---,---,0
104/04/08,0,0,---,---,---,---,---,0
104/04/09,0,0,---,---,---,---,---,0
104/04/10,95000,10450,0.11,0.11,0.11,0.11,-0.04,1
104/04/13,0,0,---,---,---,---,---,0
104/04/14,0,0,---,---,---,---,---,0
104/04/15,0,0,---,---,---,---,---,0
104/04/16,0,0,---,---,---,---,---,0
104/04/17,0,0,---,---,---,---,---,0
104/04/20,0,0,---,---,---,---,---,0
104/04/21,0,0,---,---,---,---,---,0
104/04/22,0,0,---,---,---,---,---,0
104/04/23,0,0,---,---,---,---,---,0
104/04/24,0,0,---,---,---,---,---,0
104/04/27,0,0,---,---,---,---,---,0
104/04/28,0,0,---,---,---,---,---,0
104/04/29,0,0,---,---,---,---,---,0
104/04/30,0,0,---,---,---,---,---,0
104/05/04,0,0,---,---,---,---,---,0
104/05/05,0,0,---,---,---,---,---,0
104/05/06,0,0,---,---,---,---,---,0
104/05/07,0,0,---,---,---,---,---,0
104/05/08,0,0,---,---,---,---,---,0
104/05/11,0,0,---,---,---,---,---,0
104/05/12,0,0,---,---,---,---,---,0
104/05/13,0,0,---,---,---,---,---,0
104/05/14,0,0,---,---,---,---,---,0
107/12/24,0,0,---,---,---,---,---,0
107/12/25,73000,222480,3.07,3.10,2.90,2.94,+0.01,9
107/12/26,26000,75620,2.83,2.93,2.83,2.93,-0.01,3
107/12/27,63000,172820,2.79,2.79,2.70,2.70,-0.23,3
107/12/28,111000,311490,2.81,2.81,2.79,2.79,+0.09,5
108/01/02,101000,271780,2.70,2.70,2.68,2.70,-0.09,3
108/01/03,0,0,---,---,---,---,---,0
108/01/04,0,0,---,---,---,---,---,0
108/01/07,22000,56300,2.55,2.57,2.53,2.56,-0.07,5
108/01/08,22000,57200,2.60,2.60,2.60,2.60,+0.04,1
108/01/09,0,0,---,---,---,---,---,0
108/01/11,105000,256200,2.44,2.44,2.44,2.44,-0.05,2
108/01/14,98000,256120,2.60,2.69,2.60,2.69,+0.25,4
108/01/15,93000,242430,2.61,2.61,2.58,2.58,-0.11,3
108/01/18,424000,1017380,2.40,2.45,2.37,2.37,-0.02,5
108/01/23,42000,104580,2.49,2.49,2.49,2.49,+0.09,1
108/01/25,39000,89700,2.30,2.30,2.30,2.30,-0.09,1
108/01/28,80000,176020,2.19,2.21,2.19,2.21,-0.09,2
108/01/29,41000,90200,2.20,2.20,2.20,2.20,-0.01,1
108/01/30,0,0,---,---,---,---,---,0
108/02/11,0,0,---,---,---,---,---,0
108/02/12,0,0,---,---,---,---,---,0
108/02/13,199000,376110,1.89,1.89,1.89,1.89,-0.05,1
108/02/14,309000,482150,1.58,1.58,1.55,1.55,-0.34,3
108/02/15,308000,513960,1.61,1.72,1.61,1.71,+0.16,11
108/02/18,208000,333140,1.59,1.62,1.58,1.62,-0.09,5
108/02/20,0,0,---,---,---,---,---,0
108/02/21,50000,80500,1.61,1.61,1.61,1.61,0.00,1
108/02/22,161000,256430,1.55,1.63,1.55,1.63,+0.02,3
108/02/25,169000,282910,1.65,1.72,1.65,1.72,+0.09,3
108/02/27,41000,62760,1.54,1.54,1.51,1.51,-0.05,5
108/03/04,156000,235480,1.48,1.52,1.48,1.52,+0.01,4
108/03/06,0,0,---,---,---,---,---,0
108/03/08,503000,835050,1.63,1.68,1.63,1.68,+0.03,5
108/03/11,3000,5190,1.73,1.73,1.73,1.73,+0.05,1
108/03/13,2000,3320,1.66,1.66,1.66,1.66,+0.01,1
108/03/14,140000,239690,1.70,1.74,1.70,1.74,+0.08,4
108/03/15,143000,239960,1.68,1.69,1.67,1.67,-0.07,5
108/03/18,0,0,---,---,---,---,---,0
108/03/19,0,0,---,---,---,---,---,0
108/03/20,0,0,---,---,---,---,---,0
108/03/21,0,0,---,---,---,---,---,0
108/03/25,152000,218880,1.44,1.44,1.44,1.44,+0.06,2
108/03/26,0,0,---,---,---,---,---,0
108/03/27,36000,49680,1.38,1.38,1.38,1.38,-0.02,1
108/03/28,36000,48240,1.34,1.34,1.34,1.34,-0.04,1
108/03/29,0,0,---,---,---,---,---,0
108/04/01,0,0,---,---,---,---,---,0
108/04/02,0,0,---,---,---,---,---,0
108/04/03,188000,229750,1.21,1.23,1.21,1.23,+0.02,3
108/04/08,387000,450010,1.15,1.18,1.15,1.18,-0.05,3
108/04/09,199000,187060,0.94,0.94,0.94,0.94,-0.24,1
