105/05/13,0,0,---,---,---,---,---,0
105/05/16,346000,279770,0.80,0.83,0.80,0.82,-0.13,8
105/05/17,486000,436630,0.89,0.91,0.88,0.90,+0.08,15
105/05/18,335000,276280,0.82,0.84,0.81,0.82,-0.08,7
105/05/19,27000,22770,0.86,0.86,0.83,0.83,+0.01,3
105/05/20,212000,175900,0.85,0.85,0.82,0.83,0.00,3
105/05/23,521000,469740,0.87,0.94,0.87,0.90,+0.07,10
105/05/24,81000,72890,0.89,0.91,0.89,0.91,+0.01,2
105/05/25,70000,64100,0.92,0.92,0.91,0.91,0.00,3
105/05/26,268000,270990,0.95,1.16,0.95,1.13,+0.22,16
105/05/27,208000,221950,1.07,1.11,1.05,1.09,-0.04,12
105/05/30,465000,555310,1.12,1.23,1.12,1.19,+0.10,18
105/05/31,484000,548130,1.17,1.17,1.10,1.10,-0.09,11
105/06/01,191000,220360,1.16,1.16,1.12,1.12,+0.02,7
105/06/02,240000,245500,1.07,1.07,1.01,1.01,-0.11,6
105/06/03,270000,270100,1.02,1.04,0.98,0.99,-0.02,10
105/06/04,424000,393800,0.96,0.96,0.85,0.90,-0.09,13
105/06/06,40000,35800,0.94,0.94,0.88,0.88,-0.02,12
105/06/07,398000,373900,0.92,0.98,0.92,0.94,+0.06,9
105/06/08,214000,199760,0.95,0.95,0.90,0.90,-0.04,6
105/06/13,178000,143820,0.85,0.85,0.79,0.81,-0.09,4
105/06/14,15000,11700,0.78,0.78,0.78,0.78,-0.03,1
105/06/15,10000,7500,0.75,0.75,0.75,0.75,-0.03,1
105/06/16,30000,21400,0.70,0.72,0.70,0.72,-0.03,2
105/06/17,10000,7500,0.75,0.75,0.75,0.75,+0.03,10
105/06/20,0,0,---,---,---,---,---,0
105/06/21,149000,113690,0.76,0.77,0.76,0.76,+0.01,6
105/06/22,79000,60940,0.78,0.78,0.77,0.77,+0.01,3
105/06/23,10000,6800,0.68,0.68,0.68,0.68,-0.09,1
105/06/24,60000,35300,0.69,0.69,0.54,0.54,-0.14,15
105/06/27,90000,42800,0.49,0.49,0.45,0.48,-0.06,3
105/06/28,55000,27400,0.46,0.52,0.46,0.50,+0.02,4
105/06/29,70000,39000,0.54,0.56,0.54,0.56,+0.06,12
105/06/30,0,0,---,---,---,---,---,0
105/07/01,100000,54000,0.54,0.54,0.54,0.54,+0.01,1
105/07/04,100000,51500,0.52,0.52,0.51,0.51,-0.03,2
105/07/05,0,0,---,---,---,---,---,0
105/07/06,0,0,---,---,---,---,---,0
105/07/07,0,0,---,---,---,---,---,0
105/07/11,20000,9600,0.48,0.48,0.48,0.48,+0.02,1
105/07/12,213000,111210,0.50,0.53,0.50,0.53,+0.05,3
105/07/13,309000,165860,0.54,0.54,0.53,0.54,+0.01,8
105/07/14,296000,152760,0.51,0.52,0.49,0.52,-0.02,4
105/07/15,697000,383320,0.55,0.56,0.54,0.55,+0.03,10
105/07/18,441000,242210,0.53,0.56,0.53,0.53,-0.02,8
105/07/19,96000,50200,0.53,0.53,0.51,0.51,-0.02,4
105/07/20,263000,155830,0.58,0.63,0.56,0.56,+0.05,12
105/07/21,222000,128250,0.57,0.58,0.56,0.58,+0.02,6
105/07/22,210000,113700,0.55,0.55,0.51,0.52,-0.06,6
105/07/25,20000,10000,0.50,0.50,0.50,0.50,-0.02,1
105/07/26,0,0,---,---,---,---,---,0
105/07/27,120000,65800,0.56,0.57,0.52,0.54,+0.04,5
105/07/28,22000,10920,0.50,0.51,0.49,0.51,-0.03,3
105/07/29,164000,80280,0.49,0.50,0.48,0.50,-0.01,5
105/08/01,209000,111480,0.53,0.54,0.53,0.54,+0.04,7
105/08/02,175000,98850,0.55,0.59,0.55,0.58,+0.04,9
105/08/03,434000,298480,0.60,0.73,0.60,0.70,+0.12,18
105/08/04,563000,409230,0.67,0.81,0.67,0.74,+0.04,23
105/08/05,90000,63300,0.72,0.72,0.69,0.69,-0.05,4
105/08/08,243000,178130,0.75,0.75,0.72,0.72,+0.03,6
105/08/09,237000,156020,0.70,0.70,0.60,0.62,-0.10,15
105/08/10,331000,210030,0.63,0.64,0.62,0.63,+0.01,7
105/08/11,314000,203610,0.65,0.67,0.64,0.67,+0.04,5
105/08/12,300000,210420,0.66,0.75,0.66,0.71,+0.04,13
105/08/15,538000,405740,0.71,0.82,0.70,0.82,+0.11,17
105/08/16,522000,435810,0.79,0.90,0.79,0.85,+0.03,17
105/08/17,1041000,930280,0.91,0.92,0.84,0.92,+0.07,20
105/08/18,1173000,1101540,0.95,1.00,0.92,0.95,+0.03,31
105/08/19,225000,199810,0.93,0.94,0.83,0.83,-0.12,11
105/08/22,24000,18480,0.77,0.77,0.77,0.77,-0.06,2
105/08/23,625000,548170,0.80,0.93,0.80,0.92,+0.15,17
105/08/24,624000,543500,0.90,0.90,0.85,0.87,-0.05,18
105/08/25,20000,16400,0.82,0.82,0.82,0.82,-0.05,1
105/08/26,168000,144260,0.81,0.87,0.81,0.85,+0.03,6
105/08/29,334000,277980,0.87,0.87,0.81,0.81,-0.04,6
105/08/30,604000,538070,0.84,0.92,0.84,0.92,+0.11,14
105/08/31,209000,202430,0.97,0.97,0.95,0.97,+0.05,6
105/09/01,240000,251100,1.02,1.09,0.95,0.97,0.00,9
105/09/02,139000,127000,0.93,0.93,0.91,0.91,-0.06,4
105/09/05,110000,97900,0.89,0.89,0.89,0.89,-0.02,3
105/09/06,190000,169420,0.88,0.90,0.88,0.90,+0.01,2
105/09/07,148000,118840,0.82,0.82,0.80,0.80,-0.10,4
105/09/08,327000,260750,0.78,0.83,0.78,0.81,+0.01,12
105/09/09,996000,924730,0.84,1.01,0.83,0.98,+0.17,34
105/09/10,793000,729350,0.92,0.95,0.89,0.92,-0.06,12
105/09/12,330000,279900,0.85,0.85,0.81,0.81,-0.11,3
105/09/13,10000,7900,0.79,0.79,0.79,0.79,-0.02,1
105/09/14,53000,33920,0.64,0.64,0.64,0.64,-0.15,2
105/09/19,5000,3600,0.72,0.72,0.72,0.72,+0.08,1
105/09/20,5000,3700,0.74,0.74,0.74,0.74,+0.02,1
