107/09/07,51000,163330,3.33,3.33,3.20,3.20,-0.55,2
107/09/12,158000,458020,2.90,2.90,2.84,2.90,-0.21,8
107/09/13,86000,271760,3.16,3.16,3.16,3.16,+0.26,1
107/09/19,0,0,---,---,---,---,---,0
107/09/20,95000,263270,2.77,2.89,2.77,2.89,+0.20,2
107/09/25,70000,184820,2.65,2.65,2.64,2.64,-0.01,2
107/10/01,138000,319880,2.31,2.47,2.31,2.47,0.00,3
107/10/02,137000,327190,2.45,2.45,2.36,2.36,-0.11,2
107/10/03,94000,222780,2.37,2.37,2.37,2.37,+0.01,1
107/10/04,94000,208680,2.22,2.22,2.22,2.22,-0.15,1
107/10/05,0,0,---,---,---,---,---,0
107/10/08,0,0,---,---,---,---,---,0
107/10/09,0,0,---,---,---,---,---,0
107/10/12,0,0,---,---,---,---,---,0
107/10/15,94000,94000,1.00,1.00,1.00,1.00,-0.04,1
107/10/17,188000,213380,1.22,1.22,1.05,1.05,+0.01,2
107/10/19,188000,147580,0.78,0.79,0.78,0.79,-0.10,2
107/10/25,0,0,---,---,---,---,---,0
107/10/26,0,0,---,---,---,---,---,0
107/10/31,0,0,---,---,---,---,---,0
107/11/01,0,0,---,---,---,---,---,0
107/11/02,0,0,---,---,---,---,---,0
107/11/05,0,0,---,---,---,---,---,0
107/11/06,0,0,---,---,---,---,---,0
107/11/08,0,0,---,---,---,---,---,0
107/11/09,0,0,---,---,---,---,---,0
107/11/12,0,0,---,---,---,---,---,0
107/11/13,0,0,---,---,---,---,---,0
107/11/14,0,0,---,---,---,---,---,0
107/11/16,0,0,---,---,---,---,---,0
107/11/19,0,0,---,---,---,---,---,0
107/11/20,0,0,---,---,---,---,---,0
107/11/21,0,0,---,---,---,---,---,0
107/11/26,0,0,---,---,---,---,---,0
107/11/27,0,0,---,---,---,---,---,0
107/11/29,0,0,---,---,---,---,---,0
107/11/30,0,0,---,---,---,---,---,0
107/12/03,0,0,---,---,---,---,---,0
107/12/04,0,0,---,---,---,---,---,0
107/12/06,0,0,---,---,---,---,---,0
107/12/07,0,0,---,---,---,---,---,0
