106/09/12,59000,75570,1.28,1.29,1.28,1.28,-0.03,3
106/09/13,918000,1258540,1.32,1.41,1.32,1.41,+0.13,27
106/09/15,1189000,1720160,1.44,1.49,1.43,1.45,+0.06,40
106/09/18,1055000,1605750,1.47,1.59,1.46,1.46,+0.01,53
106/09/20,876000,1180850,1.32,1.43,1.27,1.43,+0.07,39
106/09/21,1031000,1465000,1.45,1.48,1.39,1.41,-0.02,35
106/09/22,347000,472030,1.38,1.38,1.33,1.33,-0.08,14
106/09/25,400000,576180,1.31,1.49,1.31,1.48,+0.15,27
106/09/26,1000000,1523720,1.52,1.65,1.38,1.38,-0.10,60
106/09/27,349000,482070,1.39,1.42,1.33,1.42,+0.04,16
106/09/28,65000,94580,1.46,1.46,1.42,1.42,0.00,4
106/09/29,107000,140880,1.34,1.34,1.24,1.29,-0.13,8
106/09/30,23000,30340,1.33,1.33,1.31,1.32,+0.03,3
106/10/03,121000,158640,1.32,1.32,1.28,1.30,-0.04,10
106/10/06,623000,838230,1.37,1.40,1.28,1.28,-0.10,22
106/10/11,29000,37910,1.30,1.33,1.30,1.33,+0.05,3
106/10/12,35000,45900,1.32,1.32,1.30,1.30,-0.03,3
106/10/13,235000,295250,1.27,1.27,1.25,1.25,-0.05,6
106/10/16,118000,141740,1.25,1.25,1.18,1.18,-0.07,4
106/10/17,748000,916290,1.20,1.26,1.14,1.25,+0.07,31
106/10/18,939000,1137040,1.26,1.26,1.17,1.17,-0.08,31
106/10/19,96000,114740,1.20,1.20,1.19,1.19,+0.02,2
106/10/20,179000,214390,1.16,1.22,1.16,1.22,+0.03,10
106/10/23,416000,500700,1.20,1.23,1.19,1.21,-0.01,25
106/10/24,767000,964280,1.22,1.35,1.19,1.31,+0.10,29
106/10/27,364000,462940,1.31,1.31,1.24,1.24,-0.08,17
106/10/30,267000,371400,1.31,1.69,1.31,1.62,+0.38,17
106/11/01,56000,88040,1.57,1.59,1.57,1.59,+0.06,7
106/11/02,71000,129700,1.57,2.19,1.57,1.98,+0.39,17
106/11/03,38000,75720,2.05,2.05,1.91,1.99,+0.01,6
106/11/08,46000,103020,2.13,2.31,2.13,2.27,+0.14,6
106/11/09,35000,75260,2.18,2.25,2.06,2.06,-0.21,7
106/11/13,102000,271840,2.50,2.82,2.50,2.75,+0.59,11
106/11/14,54000,151440,2.57,2.87,2.53,2.87,+0.12,8
106/11/20,40000,121300,3.06,3.06,3.01,3.02,+0.19,4
106/11/21,10000,29600,2.96,2.96,2.96,2.96,-0.06,1
106/11/22,0,0,---,---,---,---,---,0
106/11/24,40000,107700,2.67,2.70,2.67,2.70,+0.11,5
106/11/27,60000,171950,2.74,3.00,2.74,2.93,+0.23,9
106/11/28,30000,96600,3.23,3.23,3.20,3.23,+0.30,4
106/11/29,10000,34000,3.40,3.40,3.40,3.40,+0.17,1
106/11/30,0,0,---,---,---,---,---,0
106/12/01,0,0,---,---,---,---,---,0
106/12/04,0,0,---,---,---,---,---,0
106/12/06,0,0,---,---,---,---,---,0
106/12/07,0,0,---,---,---,---,---,0
106/12/08,0,0,---,---,---,---,---,0
106/12/11,0,0,---,---,---,---,---,0
106/12/12,0,0,---,---,---,---,---,0
106/12/13,0,0,---,---,---,---,---,0
106/12/14,0,0,---,---,---,---,---,0
106/12/15,0,0,---,---,---,---,---,0
106/12/19,0,0,---,---,---,---,---,0
106/12/20,0,0,---,---,---,---,---,0
106/12/21,0,0,---,---,---,---,---,0
106/12/22,0,0,---,---,---,---,---,0
106/12/25,0,0,---,---,---,---,---,0
106/12/26,0,0,---,---,---,---,---,0
106/12/28,0,0,---,---,---,---,---,0
106/12/29,0,0,---,---,---,---,---,0
107/01/02,0,0,---,---,---,---,---,0
107/01/03,0,0,---,---,---,---,---,0
107/01/04,0,0,---,---,---,---,---,0
107/01/05,0,0,---,---,---,---,---,0
107/01/08,0,0,---,---,---,---,---,0
107/01/09,0,0,---,---,---,---,---,0
107/01/10,0,0,---,---,---,---,---,0
107/01/11,0,0,---,---,---,---,---,0
107/01/12,0,0,---,---,---,---,---,0
107/01/15,0,0,---,---,---,---,---,0
107/01/16,0,0,---,---,---,---,---,0
107/01/17,0,0,---,---,---,---,---,0
107/01/18,0,0,---,---,---,---,---,0
107/01/19,0,0,---,---,---,---,---,0
107/01/22,0,0,---,---,---,---,---,0
107/01/23,0,0,---,---,---,---,---,0
107/01/24,0,0,---,---,---,---,---,0
107/01/26,0,0,---,---,---,---,---,0
107/01/31,0,0,---,---,---,---,---,0
107/02/01,0,0,---,---,---,---,---,0
107/02/02,0,0,---,---,---,---,---,0
