105/04/26,83000,95730,1.16,1.16,1.11,1.15,+0.07,6
105/04/27,270000,317880,1.14,1.18,1.14,1.18,+0.03,8
105/04/28,812000,946380,1.15,1.22,1.12,1.12,-0.06,20
105/04/29,920000,1037980,1.13,1.17,1.10,1.14,+0.02,21
105/05/03,524000,591690,1.13,1.15,1.10,1.10,-0.04,11
105/05/04,338000,379110,1.10,1.14,1.09,1.13,+0.03,10
105/05/05,2258000,2721410,1.12,1.27,1.11,1.26,+0.13,63
105/05/06,1179000,1829880,1.26,1.67,1.26,1.61,+0.35,62
105/05/09,506000,919410,1.85,1.85,1.75,1.80,+0.19,38
105/05/10,1920000,3613320,1.90,2.00,1.85,1.88,+0.08,62
105/05/11,41000,76200,1.81,1.93,1.81,1.90,+0.02,5
105/05/12,30000,63930,2.03,2.21,2.03,2.21,+0.31,8
105/05/13,54000,110280,2.14,2.14,2.03,2.04,-0.17,5
105/05/16,7000,15680,2.24,2.24,2.24,2.24,+0.20,2
105/05/17,21000,48580,2.38,2.38,2.26,2.26,+0.02,4
105/05/18,10000,21600,2.16,2.16,2.16,2.16,-0.10,1
105/05/19,11000,25050,2.25,2.28,2.25,2.28,+0.12,2
105/05/20,10000,21700,2.17,2.17,2.17,2.17,-0.11,1
105/05/23,72000,146220,2.06,2.06,1.99,1.99,-0.18,5
105/05/24,0,0,---,---,---,---,---,0
105/05/25,0,0,---,---,---,---,---,0
105/05/26,15000,27000,1.80,1.80,1.80,1.80,-0.20,2
105/05/27,0,0,---,---,---,---,---,0
105/05/30,15000,24300,1.62,1.62,1.62,1.62,-0.15,1
105/05/31,8000,12800,1.60,1.60,1.60,1.60,-0.02,1
105/06/01,0,0,---,---,---,---,---,0
105/06/02,5000,8400,1.68,1.68,1.68,1.68,+0.06,1
105/06/03,0,0,---,---,---,---,---,0
105/06/04,0,0,---,---,---,---,---,0
105/06/06,0,0,---,---,---,---,---,0
105/06/07,0,0,---,---,---,---,---,0
105/06/08,7000,10840,1.47,1.58,1.47,1.58,-0.02,2
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,0,0,---,---,---,---,---,0
105/06/16,0,0,---,---,---,---,---,0
105/06/17,0,0,---,---,---,---,---,0
105/06/20,100000,156000,1.56,1.56,1.56,1.56,0.00,1
105/06/21,0,0,---,---,---,---,---,0
105/06/22,10000,14200,1.42,1.42,1.42,1.42,-0.14,1
105/06/23,0,0,---,---,---,---,---,0
105/06/24,0,0,---,---,---,---,---,0
105/06/27,0,0,---,---,---,---,---,0
105/06/28,0,0,---,---,---,---,---,0
105/06/29,0,0,---,---,---,---,---,0
105/06/30,12000,14400,1.20,1.20,1.20,1.20,-0.19,2
105/07/01,0,0,---,---,---,---,---,0
105/07/04,0,0,---,---,---,---,---,0
105/07/05,0,0,---,---,---,---,---,0
105/07/06,10000,11800,1.18,1.18,1.18,1.18,+0.01,1
105/07/07,10000,11800,1.18,1.18,1.18,1.18,0.00,1
105/07/11,10000,14700,1.47,1.47,1.47,1.47,+0.29,2
105/07/12,30000,49200,1.64,1.64,1.64,1.64,+0.17,3
105/07/13,0,0,---,---,---,---,---,0
105/07/14,20000,32400,1.62,1.62,1.62,1.62,+0.04,2
105/07/15,5000,8100,1.62,1.62,1.62,1.62,0.00,1
105/07/18,0,0,---,---,---,---,---,0
105/07/19,0,0,---,---,---,---,---,0
105/07/20,5000,8000,1.60,1.60,1.60,1.60,0.00,1
105/07/21,0,0,---,---,---,---,---,0
105/07/22,0,0,---,---,---,---,---,0
105/07/25,0,0,---,---,---,---,---,0
105/07/26,1000,1240,1.24,1.24,1.24,1.24,-0.10,1
105/07/27,9000,10800,1.20,1.20,1.20,1.20,-0.04,1
105/07/28,0,0,---,---,---,---,---,0
105/07/29,0,0,---,---,---,---,---,0
105/08/01,0,0,---,---,---,---,---,0
105/08/02,0,0,---,---,---,---,---,0
105/08/03,0,0,---,---,---,---,---,0
105/08/04,0,0,---,---,---,---,---,0
105/08/05,0,0,---,---,---,---,---,0
105/08/08,0,0,---,---,---,---,---,0
105/08/09,0,0,---,---,---,---,---,0
105/08/10,0,0,---,---,---,---,---,0
105/08/11,0,0,---,---,---,---,---,0
105/08/12,0,0,---,---,---,---,---,0
105/08/15,10000,10000,1.00,1.00,1.00,1.00,-0.11,1
105/08/16,0,0,---,---,---,---,---,0
105/08/17,216000,202780,0.84,0.96,0.84,0.96,-0.04,5
105/08/18,206000,198220,0.93,0.97,0.93,0.97,+0.01,4
105/08/19,0,0,---,---,---,---,---,0
105/08/22,15000,15950,1.05,1.07,1.05,1.07,+0.06,2
105/08/23,10000,10950,1.10,1.10,1.09,1.09,+0.02,3
105/08/24,9000,9630,1.07,1.07,1.07,1.07,-0.02,2
