105/10/17,351000,320400,0.92,0.92,0.90,0.92,+0.03,7
105/10/18,2000,1760,0.88,0.88,0.88,0.88,-0.04,1
105/10/19,256000,212450,0.83,0.84,0.82,0.82,-0.06,3
105/10/20,105000,84050,0.81,0.81,0.80,0.80,-0.02,2
105/10/21,6000,4740,0.79,0.79,0.79,0.79,-0.01,1
105/10/24,10000,8100,0.81,0.81,0.81,0.81,+0.02,1
105/10/25,50000,38800,0.79,0.79,0.76,0.76,-0.05,6
105/10/26,105000,74130,0.75,0.75,0.67,0.70,-0.06,8
105/10/27,60000,40950,0.69,0.69,0.67,0.67,-0.03,5
105/10/28,41000,28490,0.69,0.71,0.69,0.71,+0.04,4
105/10/31,80000,57400,0.72,0.72,0.71,0.71,0.00,3
105/11/01,44000,30960,0.69,0.71,0.69,0.71,0.00,3
105/11/02,206000,153900,0.73,0.78,0.73,0.78,+0.07,9
105/11/03,278000,211260,0.75,0.78,0.75,0.76,-0.02,11
105/11/04,54000,40500,0.75,0.75,0.75,0.75,-0.01,4
105/11/07,3000,2130,0.71,0.71,0.71,0.71,-0.04,1
105/11/08,220000,172480,0.76,0.80,0.76,0.78,+0.07,15
105/11/09,328000,255920,0.77,0.80,0.77,0.78,0.00,18
105/11/10,115000,83600,0.73,0.77,0.70,0.77,-0.01,8
105/11/11,162000,137920,0.84,0.87,0.84,0.85,+0.08,12
105/11/14,171000,146170,0.89,0.89,0.83,0.88,+0.03,16
105/11/15,35000,30150,0.85,0.87,0.85,0.87,-0.01,2
105/11/16,128000,107670,0.84,0.85,0.84,0.85,-0.02,4
105/11/17,0,0,---,---,---,---,---,0
105/11/18,38000,29740,0.83,0.83,0.77,0.77,-0.07,3
105/11/21,30000,23500,0.78,0.79,0.78,0.79,+0.02,3
105/11/22,49000,36660,0.75,0.75,0.74,0.75,-0.04,3
105/11/23,72000,45800,0.60,0.66,0.60,0.64,-0.11,5
105/11/24,42000,26880,0.64,0.64,0.64,0.64,0.00,2
105/11/25,0,0,---,---,---,---,---,0
105/11/28,150000,99900,0.65,0.67,0.65,0.67,+0.03,3
105/11/29,130000,85500,0.65,0.66,0.65,0.66,-0.01,2
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,318000,195540,0.64,0.64,0.61,0.62,-0.03,8
105/12/05,100000,61000,0.61,0.61,0.61,0.61,-0.01,1
105/12/06,417000,250430,0.57,0.61,0.57,0.61,0.00,5
105/12/07,483000,295790,0.61,0.62,0.61,0.61,0.00,7
105/12/08,358000,214800,0.60,0.60,0.60,0.60,-0.01,6
105/12/09,92000,56120,0.61,0.61,0.61,0.61,+0.01,2
105/12/12,25000,14600,0.58,0.60,0.58,0.60,-0.01,2
105/12/13,146000,90520,0.62,0.62,0.62,0.62,+0.02,2
105/12/14,40000,23600,0.59,0.59,0.59,0.59,-0.03,1
105/12/15,110000,60940,0.57,0.57,0.54,0.54,-0.05,5
105/12/16,10000,5600,0.56,0.56,0.56,0.56,+0.02,1
105/12/19,140000,79800,0.57,0.57,0.57,0.57,+0.01,2
105/12/20,0,0,---,---,---,---,---,0
105/12/21,10000,5400,0.54,0.54,0.54,0.54,-0.03,1
105/12/22,0,0,---,---,---,---,---,0
105/12/23,15000,8350,0.55,0.56,0.55,0.56,0.00,2
105/12/26,0,0,---,---,---,---,---,0
105/12/27,10000,5400,0.54,0.54,0.54,0.54,-0.01,1
105/12/28,20000,10400,0.52,0.52,0.52,0.52,-0.02,1
105/12/29,0,0,---,---,---,---,---,0
105/12/30,30000,15900,0.53,0.53,0.53,0.53,+0.01,2
106/01/03,0,0,---,---,---,---,---,0
106/01/04,0,0,---,---,---,---,---,0
106/01/05,79000,46360,0.57,0.61,0.57,0.61,+0.06,7
106/01/06,179000,102620,0.57,0.58,0.56,0.58,-0.03,7
106/01/09,40000,21700,0.55,0.55,0.52,0.52,-0.06,2
106/01/10,0,0,---,---,---,---,---,0
106/01/11,0,0,---,---,---,---,---,0
106/01/12,20000,11400,0.57,0.57,0.57,0.57,0.00,2
106/01/13,102000,59210,0.58,0.59,0.58,0.59,+0.02,4
106/01/16,0,0,---,---,---,---,---,0
106/01/17,45000,24580,0.54,0.55,0.54,0.55,-0.01,2
106/01/18,48000,24480,0.51,0.51,0.51,0.51,-0.04,2
106/01/19,0,0,---,---,---,---,---,0
106/01/20,60000,33000,0.55,0.55,0.55,0.55,0.00,2
106/01/23,0,0,---,---,---,---,---,0
106/01/24,5000,2600,0.52,0.52,0.52,0.52,-0.02,1
106/02/02,0,0,---,---,---,---,---,0
106/02/03,0,0,---,---,---,---,---,0
106/02/06,0,0,---,---,---,---,---,0
106/02/07,0,0,---,---,---,---,---,0
106/02/08,0,0,---,---,---,---,---,0
106/02/09,10000,3800,0.38,0.38,0.38,0.38,-0.03,1
106/02/10,0,0,---,---,---,---,---,0
106/02/13,0,0,---,---,---,---,---,0
106/02/14,0,0,---,---,---,---,---,0
106/02/15,1000,390,0.39,0.39,0.39,0.39,+0.01,1
106/02/16,21000,7970,0.37,0.38,0.37,0.38,-0.01,2
106/02/17,0,0,---,---,---,---,---,0
106/02/18,0,0,---,---,---,---,---,0
106/02/20,0,0,---,---,---,---,---,0
106/02/21,0,0,---,---,---,---,---,0
106/02/22,0,0,---,---,---,---,---,0
106/02/23,0,0,---,---,---,---,---,0
106/02/24,0,0,---,---,---,---,---,0
106/03/01,0,0,---,---,---,---,---,0
106/03/02,0,0,---,---,---,---,---,0
106/03/03,0,0,---,---,---,---,---,0
106/03/06,0,0,---,---,---,---,---,0
106/03/07,0,0,---,---,---,---,---,0
106/03/08,0,0,---,---,---,---,---,0
106/03/09,0,0,---,---,---,---,---,0
106/03/10,11000,3750,0.34,0.35,0.34,0.35,+0.09,2
106/03/13,90000,32500,0.37,0.37,0.36,0.36,+0.01,2
106/03/14,131000,44530,0.33,0.34,0.33,0.34,-0.02,4
106/03/15,130000,44200,0.34,0.34,0.34,0.34,0.00,1
106/03/16,0,0,---,---,---,---,---,0
106/03/17,0,0,---,---,---,---,---,0
106/03/20,0,0,---,---,---,---,---,0
106/03/21,0,0,---,---,---,---,---,0
106/03/22,0,0,---,---,---,---,---,0
