106/04/07,599000,682860,1.14,1.14,1.14,1.14,0.00,4
106/04/10,599000,708120,1.18,1.19,1.18,1.18,+0.04,6
106/04/11,0,0,---,---,---,---,---,0
106/04/12,0,0,---,---,---,---,---,0
106/04/13,0,0,---,---,---,---,---,0
106/04/14,121000,112570,0.97,0.97,0.91,0.91,-0.16,3
106/04/17,821000,722480,0.88,0.88,0.88,0.88,-0.03,11
106/04/18,2151000,2059570,0.97,1.01,0.93,0.95,+0.07,42
106/04/19,3260000,3154800,1.01,1.01,0.95,0.95,0.00,52
106/04/20,3480000,3290100,0.96,0.98,0.91,0.91,-0.04,58
106/04/21,2127000,2012110,0.96,0.96,0.94,0.95,+0.04,39
106/04/24,1989000,1887950,0.97,0.97,0.92,0.92,-0.03,21
106/04/25,658000,601020,0.97,0.97,0.90,0.90,-0.02,9
106/04/26,960000,863500,0.91,0.91,0.89,0.90,0.00,10
106/04/27,40000,36000,0.90,0.90,0.90,0.90,0.00,1
106/04/28,1780000,1664800,0.96,0.96,0.90,0.92,+0.02,9
106/05/02,1820000,1813500,0.90,1.07,0.90,0.97,+0.05,19
106/05/03,1420000,1404800,0.95,1.02,0.95,0.99,+0.02,11
106/05/04,741000,839320,1.12,1.16,1.12,1.13,+0.14,10
106/05/05,460000,492200,1.06,1.10,1.06,1.08,-0.05,6
106/05/08,1082000,1235720,1.22,1.22,1.08,1.11,+0.03,11
106/05/09,1943000,2038570,1.07,1.10,1.03,1.05,-0.06,26
106/05/10,1750000,1916030,1.08,1.11,1.08,1.08,+0.03,43
106/05/11,2284000,2427760,1.04,1.10,1.04,1.06,-0.02,28
106/05/12,3951000,4123690,1.08,1.09,1.01,1.02,-0.04,58
106/05/15,4161000,4176430,1.01,1.03,0.98,0.99,-0.03,54
106/05/16,1698000,1638820,0.98,0.98,0.89,0.89,-0.10,30
106/05/17,2784000,2541140,0.96,0.98,0.86,0.88,-0.01,34
106/05/18,1453000,1366490,0.93,0.97,0.93,0.93,+0.05,24
106/05/19,113000,101570,0.90,0.90,0.89,0.89,-0.04,2
106/05/22,0,0,---,---,---,---,---,0
106/05/23,0,0,---,---,---,---,---,0
106/05/24,0,0,---,---,---,---,---,0
106/05/25,0,0,---,---,---,---,---,0
106/05/26,0,0,---,---,---,---,---,0
106/05/31,0,0,---,---,---,---,---,0
106/06/01,0,0,---,---,---,---,---,0
106/06/02,0,0,---,---,---,---,---,0
106/06/03,0,0,---,---,---,---,---,0
106/06/05,0,0,---,---,---,---,---,0
106/06/06,0,0,---,---,---,---,---,0
106/06/07,0,0,---,---,---,---,---,0
106/06/08,0,0,---,---,---,---,---,0
106/06/09,0,0,---,---,---,---,---,0
106/06/12,0,0,---,---,---,---,---,0
106/06/21,50000,40000,0.80,0.80,0.80,0.80,+0.01,3
106/09/12,0,0,---,---,---,---,---,0
106/09/13,0,0,---,---,---,---,---,0
106/09/15,0,0,---,---,---,---,---,0
106/09/18,0,0,---,---,---,---,---,0
106/09/20,0,0,---,---,---,---,---,0
106/09/21,0,0,---,---,---,---,---,0
106/09/22,0,0,---,---,---,---,---,0
106/09/25,0,0,---,---,---,---,---,0
106/09/26,0,0,---,---,---,---,---,0
106/09/27,0,0,---,---,---,---,---,0
106/09/28,0,0,---,---,---,---,---,0
106/09/29,0,0,---,---,---,---,---,0
106/09/30,0,0,---,---,---,---,---,0
106/10/03,0,0,---,---,---,---,---,0
106/10/06,0,0,---,---,---,---,---,0
106/10/11,0,0,---,---,---,---,---,0
106/10/12,0,0,---,---,---,---,---,0
106/10/13,0,0,---,---,---,---,---,0
106/10/16,0,0,---,---,---,---,---,0
106/10/17,0,0,---,---,---,---,---,0
106/10/18,0,0,---,---,---,---,---,0
106/10/19,0,0,---,---,---,---,---,0
106/10/20,0,0,---,---,---,---,---,0
106/10/23,0,0,---,---,---,---,---,0
106/10/24,0,0,---,---,---,---,---,0
106/10/27,0,0,---,---,---,---,---,0
106/10/30,0,0,---,---,---,---,---,0
106/11/01,0,0,---,---,---,---,---,0
106/11/02,0,0,---,---,---,---,---,0
106/11/03,0,0,---,---,---,---,---,0
