107/09/07,24000,18520,0.78,0.78,0.73,0.73,-0.13,2
107/09/12,47000,19070,0.37,0.41,0.37,0.41,+0.06,3
107/09/13,26000,12820,0.45,0.52,0.45,0.52,+0.11,2
107/09/19,532000,295630,0.56,0.57,0.49,0.57,-0.14,22
107/09/20,174000,97840,0.59,0.59,0.47,0.47,-0.10,9
107/09/25,0,0,---,---,---,---,---,0
107/10/01,400000,196500,0.48,0.50,0.48,0.50,+0.04,3
107/10/02,400000,193200,0.46,0.50,0.46,0.50,0.00,4
107/10/03,0,0,---,---,---,---,---,0
107/10/04,0,0,---,---,---,---,---,0
107/10/05,0,0,---,---,---,---,---,0
107/10/08,4000,1040,0.26,0.26,0.26,0.26,+0.01,1
107/10/09,0,0,---,---,---,---,---,0
107/10/12,4000,600,0.15,0.15,0.15,0.15,0.00,1
107/10/15,0,0,---,---,---,---,---,0
107/10/17,50000,11500,0.23,0.23,0.23,0.23,+0.01,1
107/10/19,50000,3500,0.07,0.07,0.07,0.07,-0.07,1
107/10/25,0,0,---,---,---,---,---,0
107/10/26,0,0,---,---,---,---,---,0
107/10/31,0,0,---,---,---,---,---,0
107/11/01,0,0,---,---,---,---,---,0
107/11/02,0,0,---,---,---,---,---,0
107/11/05,0,0,---,---,---,---,---,0
107/11/06,0,0,---,---,---,---,---,0
107/11/08,0,0,---,---,---,---,---,0
107/11/09,0,0,---,---,---,---,---,0
107/11/12,0,0,---,---,---,---,---,0
107/11/13,0,0,---,---,---,---,---,0
107/11/14,0,0,---,---,---,---,---,0
107/11/16,0,0,---,---,---,---,---,0
107/11/19,0,0,---,---,---,---,---,0
107/11/20,0,0,---,---,---,---,---,0
107/11/21,0,0,---,---,---,---,---,0
107/11/26,0,0,---,---,---,---,---,0
107/11/27,0,0,---,---,---,---,---,0
107/11/29,211000,33650,0.16,0.16,0.15,0.15,+0.03,2
107/11/30,0,0,---,---,---,---,---,0
107/12/03,0,0,---,---,---,---,---,0
107/12/04,0,0,---,---,---,---,---,0
107/12/06,0,0,---,---,---,---,---,0
