105/07/21,53000,62970,1.22,1.22,1.18,1.18,0.00,3
105/07/22,40000,46400,1.16,1.16,1.16,1.16,-0.02,1
105/07/25,40000,43200,1.08,1.08,1.08,1.08,-0.08,1
105/07/26,40000,42400,1.06,1.06,1.06,1.06,-0.02,1
105/07/27,0,0,---,---,---,---,---,0
105/07/28,758000,893660,1.17,1.20,1.13,1.13,+0.09,20
105/07/29,710000,769750,1.12,1.12,1.06,1.06,-0.07,22
105/08/01,20000,20910,1.06,1.06,1.03,1.04,-0.02,4
105/08/02,22000,23120,1.05,1.06,1.04,1.04,0.00,3
105/08/03,0,0,---,---,---,---,---,0
105/08/04,0,0,---,---,---,---,---,0
105/08/05,200000,202000,1.01,1.01,1.01,1.01,+0.01,2
105/08/08,210000,204600,0.98,0.98,0.96,0.96,-0.05,4
105/08/09,3000,2790,0.93,0.93,0.93,0.93,-0.03,1
105/08/10,0,0,---,---,---,---,---,0
105/08/11,0,0,---,---,---,---,---,0
105/08/12,10000,8700,0.87,0.87,0.87,0.87,-0.05,1
105/08/15,10000,8400,0.84,0.84,0.84,0.84,-0.03,1
105/08/16,0,0,---,---,---,---,---,0
105/08/17,0,0,---,---,---,---,---,0
105/08/18,55000,42900,0.78,0.78,0.78,0.78,+0.04,2
105/08/19,63000,47550,0.78,0.78,0.75,0.75,-0.03,2
105/08/22,5000,3500,0.70,0.70,0.70,0.70,-0.05,1
105/08/23,10000,6900,0.69,0.69,0.69,0.69,-0.01,1
105/08/24,0,0,---,---,---,---,---,0
105/08/25,0,0,---,---,---,---,---,0
105/08/26,10000,7200,0.72,0.72,0.72,0.72,-0.01,1
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,444000,328050,0.72,0.79,0.72,0.78,+0.09,10
105/09/02,478000,399120,0.83,0.87,0.79,0.79,+0.01,13
105/09/05,52000,38160,0.75,0.76,0.72,0.72,-0.07,4
105/09/06,0,0,---,---,---,---,---,0
105/09/07,20000,14600,0.73,0.73,0.73,0.73,+0.01,1
105/09/08,3000,2160,0.72,0.72,0.72,0.72,-0.01,1
105/09/09,3000,2190,0.73,0.73,0.73,0.73,+0.01,1
105/09/10,0,0,---,---,---,---,---,0
105/09/12,48000,38190,0.80,0.80,0.78,0.78,+0.04,6
105/09/13,208000,160460,0.78,0.78,0.74,0.77,-0.01,8
105/09/14,179000,137670,0.77,0.77,0.76,0.77,0.00,5
105/09/19,206000,158420,0.77,0.77,0.76,0.77,0.00,7
105/09/20,1159000,931640,0.77,0.83,0.77,0.81,+0.04,21
105/09/21,974000,796960,0.81,0.83,0.81,0.81,0.00,21
105/09/22,820000,649830,0.81,0.81,0.78,0.80,-0.01,20
105/09/23,1194000,991700,0.81,0.85,0.79,0.81,+0.01,33
105/09/26,785000,644240,0.80,0.84,0.79,0.80,-0.01,22
105/09/29,229000,181590,0.80,0.82,0.77,0.77,-0.03,19
105/09/30,67000,49580,0.77,0.77,0.72,0.72,-0.05,8
105/10/03,86000,61250,0.73,0.73,0.70,0.70,-0.02,7
105/10/04,83000,57220,0.70,0.70,0.68,0.70,0.00,6
105/10/05,9000,6040,0.68,0.68,0.66,0.66,-0.04,3
105/10/06,20000,13400,0.67,0.67,0.67,0.67,+0.01,1
105/10/07,220000,146700,0.67,0.67,0.66,0.66,-0.01,3
105/10/11,277000,148540,0.52,0.54,0.52,0.54,-0.12,8
105/10/12,0,0,---,---,---,---,---,0
105/10/13,50000,25500,0.51,0.51,0.51,0.51,-0.03,2
105/10/14,207000,95600,0.52,0.52,0.46,0.46,-0.05,3
105/10/17,160000,73600,0.46,0.46,0.46,0.46,0.00,3
105/10/18,0,0,---,---,---,---,---,0
105/10/19,10000,4700,0.47,0.47,0.47,0.47,+0.01,1
105/10/20,30000,13200,0.44,0.44,0.44,0.44,-0.03,1
105/10/21,115000,48850,0.44,0.44,0.42,0.42,-0.02,5
105/10/24,5000,2150,0.43,0.43,0.43,0.43,+0.01,1
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,5000,1900,0.38,0.38,0.38,0.38,-0.03,1
105/10/31,0,0,---,---,---,---,---,0
105/11/01,75000,18950,0.27,0.27,0.22,0.22,-0.12,5
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,100000,15500,0.16,0.16,0.15,0.15,-0.02,2
105/11/08,151000,17610,0.11,0.12,0.11,0.12,-0.03,4
105/11/09,50000,5500,0.11,0.11,0.11,0.11,-0.01,1
105/11/10,50000,5000,0.10,0.10,0.10,0.10,-0.01,1
105/11/11,658000,99210,0.13,0.19,0.13,0.16,+0.06,19
105/11/14,50000,6700,0.14,0.14,0.13,0.13,-0.03,3
105/11/15,209000,28440,0.13,0.16,0.12,0.12,-0.01,9
105/11/16,178000,21390,0.13,0.13,0.11,0.12,0.00,5
105/11/17,321000,34700,0.11,0.11,0.08,0.10,-0.02,7
105/11/18,20000,2000,0.10,0.10,0.10,0.10,0.00,1
105/11/21,110000,9000,0.10,0.10,0.08,0.08,-0.02,2
105/11/22,20000,2000,0.10,0.10,0.10,0.10,+0.02,1
105/11/23,20000,2200,0.11,0.11,0.11,0.11,+0.01,1
105/11/24,60000,6000,0.10,0.10,0.10,0.10,-0.01,3
105/11/25,80000,6900,0.09,0.09,0.08,0.08,-0.02,3
105/11/28,37000,2590,0.07,0.07,0.07,0.07,-0.01,2
105/11/29,5000,350,0.07,0.07,0.07,0.07,0.00,1
105/11/30,40000,2500,0.07,0.07,0.06,0.06,-0.01,3
105/12/01,10000,700,0.07,0.07,0.07,0.07,+0.01,1
105/12/02,0,0,---,---,---,---,---,0
105/12/05,1000,60,0.06,0.06,0.06,0.06,-0.01,1
105/12/06,0,0,---,---,---,---,---,0
105/12/07,1000,40,0.04,0.04,0.04,0.04,-0.01,1
105/12/08,0,0,---,---,---,---,---,0
105/12/09,20000,1000,0.05,0.05,0.05,0.05,+0.01,1
105/12/12,250000,10200,0.05,0.05,0.04,0.04,-0.01,7
105/12/13,110000,4400,0.04,0.04,0.04,0.04,0.00,2
105/12/14,100000,3000,0.03,0.03,0.03,0.03,-0.01,1
105/12/15,180000,5400,0.03,0.03,0.03,0.03,0.00,9
105/12/16,0,0,---,---,---,---,---,0
105/12/19,53000,1060,0.02,0.02,0.02,0.02,-0.01,6
105/12/20,470000,14100,0.03,0.03,0.03,0.03,+0.01,1
105/12/21,0,0,---,---,---,---,---,0
105/12/22,115000,6850,0.06,0.06,0.05,0.06,0.00,3
105/12/23,50000,3500,0.07,0.07,0.07,0.07,+0.01,1
105/12/26,80000,5560,0.05,0.10,0.04,0.10,+0.03,7
105/12/27,60000,3200,0.05,0.07,0.05,0.07,-0.03,6
105/12/28,20000,1200,0.05,0.07,0.05,0.07,0.00,2
105/12/29,170000,10800,0.05,0.07,0.05,0.06,-0.01,5
105/12/30,260000,13400,0.06,0.06,0.05,0.06,0.00,3
106/01/03,0,0,---,---,---,---,---,0
106/01/04,35000,2100,0.06,0.06,0.06,0.06,+0.02,1
106/01/05,0,0,---,---,---,---,---,0
106/01/06,0,0,---,---,---,---,---,0
106/01/09,0,0,---,---,---,---,---,0
106/01/10,0,0,---,---,---,---,---,0
106/01/11,0,0,---,---,---,---,---,0
106/01/12,0,0,---,---,---,---,---,0
106/01/13,0,0,---,---,---,---,---,0
106/01/16,0,0,---,---,---,---,---,0
106/01/17,0,0,---,---,---,---,---,0
106/01/18,0,0,---,---,---,---,---,0
