106/05/04,139000,108820,0.79,0.79,0.77,0.77,-0.08,6
106/05/05,66000,48840,0.74,0.74,0.74,0.74,-0.03,1
106/05/08,73000,52560,0.72,0.72,0.72,0.72,-0.02,1
106/05/09,202000,147440,0.72,0.74,0.72,0.74,+0.02,3
106/05/10,202000,141400,0.70,0.70,0.70,0.70,-0.04,2
106/05/11,103000,73100,0.70,0.71,0.70,0.71,+0.01,2
106/05/12,100000,72000,0.72,0.72,0.72,0.72,+0.01,1
106/05/15,154000,112460,0.72,0.74,0.72,0.74,+0.02,5
106/05/16,246000,178500,0.71,0.73,0.71,0.73,-0.01,3
106/05/17,192000,139240,0.72,0.73,0.72,0.73,0.00,2
106/05/18,0,0,---,---,---,---,---,0
106/05/19,3000,2130,0.71,0.71,0.71,0.71,0.00,1
106/05/22,0,0,---,---,---,---,---,0
106/05/23,0,0,---,---,---,---,---,0
106/05/24,0,0,---,---,---,---,---,0
106/05/25,100000,63000,0.63,0.63,0.63,0.63,+0.02,1
106/05/26,100000,57000,0.57,0.57,0.57,0.57,-0.06,1
106/05/31,50000,32000,0.64,0.64,0.64,0.64,+0.07,1
106/06/01,50000,31000,0.62,0.62,0.62,0.62,-0.02,1
106/06/02,0,0,---,---,---,---,---,0
106/06/03,100000,57000,0.57,0.57,0.57,0.57,-0.05,1
106/06/05,100000,58000,0.58,0.58,0.58,0.58,+0.01,1
106/06/06,0,0,---,---,---,---,---,0
106/06/07,0,0,---,---,---,---,---,0
106/06/08,0,0,---,---,---,---,---,0
106/06/09,0,0,---,---,---,---,---,0
106/06/12,0,0,---,---,---,---,---,0
106/06/21,40000,24800,0.62,0.62,0.62,0.62,0.00,1
106/09/12,0,0,---,---,---,---,---,0
106/09/13,0,0,---,---,---,---,---,0
106/09/15,0,0,---,---,---,---,---,0
106/09/18,0,0,---,---,---,---,---,0
106/09/20,0,0,---,---,---,---,---,0
106/09/21,0,0,---,---,---,---,---,0
106/09/22,0,0,---,---,---,---,---,0
106/09/25,0,0,---,---,---,---,---,0
106/09/26,0,0,---,---,---,---,---,0
106/09/27,0,0,---,---,---,---,---,0
106/09/28,0,0,---,---,---,---,---,0
106/09/29,0,0,---,---,---,---,---,0
106/09/30,0,0,---,---,---,---,---,0
106/10/03,0,0,---,---,---,---,---,0
106/10/06,0,0,---,---,---,---,---,0
106/10/11,0,0,---,---,---,---,---,0
106/10/12,0,0,---,---,---,---,---,0
106/10/13,0,0,---,---,---,---,---,0
106/10/16,0,0,---,---,---,---,---,0
106/10/17,0,0,---,---,---,---,---,0
106/10/18,0,0,---,---,---,---,---,0
106/10/19,0,0,---,---,---,---,---,0
106/10/20,0,0,---,---,---,---,---,0
106/10/23,0,0,---,---,---,---,---,0
106/10/24,0,0,---,---,---,---,---,0
106/10/27,0,0,---,---,---,---,---,0
106/10/30,0,0,---,---,---,---,---,0
106/11/01,0,0,---,---,---,---,---,0
106/11/02,0,0,---,---,---,---,---,0
