105/09/12,10000,24500,2.45,2.45,2.45,2.45,+0.20,1
105/09/13,370000,910040,2.45,2.54,2.36,2.36,-0.09,6
105/09/14,90000,212100,2.37,2.37,2.33,2.33,-0.03,3
105/09/19,200000,424000,2.12,2.12,2.12,2.12,-0.21,1
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,10000,20200,2.02,2.02,2.02,2.02,-0.09,1
105/09/23,0,0,---,---,---,---,---,0
105/09/26,80000,162000,2.02,2.04,2.02,2.04,+0.07,2
105/09/29,799000,1758130,2.14,2.21,2.14,2.21,+0.17,8
105/09/30,799000,1786840,2.24,2.24,2.23,2.24,+0.03,13
105/10/03,10000,22000,2.20,2.20,2.20,2.20,-0.04,1
105/10/04,137000,301390,2.19,2.20,2.19,2.20,0.00,3
105/10/05,508000,1159910,2.22,2.35,2.22,2.31,+0.11,15
105/10/06,370000,733770,1.99,1.99,1.86,1.87,-0.44,7
105/10/07,14000,27300,1.90,1.97,1.90,1.97,+0.10,2
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,300000,589500,1.96,1.97,1.96,1.97,0.00,6
105/10/14,405000,767650,1.89,2.03,1.89,2.03,+0.06,8
105/10/17,197000,425140,2.10,2.17,2.10,2.17,+0.14,3
105/10/18,197000,400960,2.03,2.04,2.03,2.04,-0.13,3
105/10/19,205000,424350,2.07,2.09,2.05,2.09,+0.05,3
105/10/20,105000,206950,1.97,1.99,1.97,1.99,-0.10,2
105/10/21,5000,9600,1.92,1.92,1.92,1.92,-0.07,1
105/10/24,3000,5310,1.77,1.77,1.77,1.77,-0.15,1
105/10/25,0,0,---,---,---,---,---,0
105/10/26,572000,1052280,1.81,1.90,1.81,1.86,+0.04,7
105/10/27,402000,697880,1.73,1.75,1.71,1.75,-0.11,7
105/10/28,694000,1279920,1.84,1.90,1.83,1.84,+0.09,6
105/10/31,325000,557100,1.75,1.75,1.69,1.69,-0.15,6
105/11/01,199000,344270,1.73,1.73,1.73,1.73,+0.04,1
105/11/02,727000,1330840,1.79,1.97,1.79,1.97,+0.24,7
105/11/03,1354000,2995910,1.94,2.50,1.94,2.50,+0.53,34
105/11/04,849000,2198390,2.57,2.65,2.47,2.51,+0.01,38
105/11/07,447000,1159040,2.35,3.08,2.35,2.91,+0.40,34
105/11/08,724000,2319600,3.06,4.71,3.04,4.71,+1.80,34
105/11/09,488000,1710610,3.98,3.98,3.35,3.97,-0.74,26
105/11/10,276000,970220,3.42,3.77,3.34,3.47,-0.50,31
105/11/11,32000,117880,3.83,3.83,3.57,3.59,+0.12,7
105/11/14,15000,53300,3.57,3.57,3.52,3.52,-0.07,5
105/11/15,36000,132720,3.60,3.95,3.60,3.95,+0.43,8
105/11/16,78000,325360,3.89,4.32,3.87,4.32,+0.37,7
105/11/17,301000,1267630,4.30,4.45,4.05,4.18,-0.14,24
105/11/18,71000,283010,4.18,4.18,3.91,3.91,-0.27,2
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,9000,34200,3.80,3.80,3.80,3.80,-0.28,1
105/11/24,10000,39900,3.99,3.99,3.99,3.99,+0.19,1
105/11/25,10000,36860,3.73,3.73,3.62,3.62,-0.37,3
105/11/28,0,0,---,---,---,---,---,0
105/11/29,68000,271960,4.02,4.10,3.92,4.02,+0.41,7
105/11/30,50000,230050,4.59,4.63,4.50,4.63,+0.61,5
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,1000,4930,4.93,4.93,4.93,4.93,-0.12,1
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
105/12/08,0,0,---,---,---,---,---,0
105/12/09,2000,8060,4.03,4.03,4.03,4.03,-0.08,1
105/12/12,2000,7640,3.82,3.82,3.82,3.82,-0.21,1
105/12/13,2000,8700,4.35,4.35,4.35,4.35,+0.53,1
105/12/14,2000,8060,4.03,4.03,4.03,4.03,-0.32,1
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
105/12/20,2000,8480,4.24,4.24,4.24,4.24,+0.27,1
105/12/21,2000,8400,4.20,4.20,4.20,4.20,-0.04,1
105/12/22,0,0,---,---,---,---,---,0
105/12/23,0,0,---,---,---,---,---,0
105/12/26,0,0,---,---,---,---,---,0
105/12/27,0,0,---,---,---,---,---,0
105/12/28,0,0,---,---,---,---,---,0
105/12/29,0,0,---,---,---,---,---,0
105/12/30,0,0,---,---,---,---,---,0
106/01/03,0,0,---,---,---,---,---,0
106/01/04,0,0,---,---,---,---,---,0
106/01/05,0,0,---,---,---,---,---,0
106/01/06,0,0,---,---,---,---,---,0
106/01/09,0,0,---,---,---,---,---,0
106/01/10,0,0,---,---,---,---,---,0
106/01/11,0,0,---,---,---,---,---,0
106/01/12,0,0,---,---,---,---,---,0
106/01/13,0,0,---,---,---,---,---,0
106/01/16,0,0,---,---,---,---,---,0
106/01/17,0,0,---,---,---,---,---,0
106/01/18,0,0,---,---,---,---,---,0
106/01/19,0,0,---,---,---,---,---,0
106/01/20,0,0,---,---,---,---,---,0
106/01/23,0,0,---,---,---,---,---,0
106/01/24,0,0,---,---,---,---,---,0
106/02/02,0,0,---,---,---,---,---,0
106/02/03,0,0,---,---,---,---,---,0
106/02/06,0,0,---,---,---,---,---,0
106/02/07,0,0,---,---,---,---,---,0
106/02/08,45000,91800,2.04,2.04,2.04,2.04,+0.07,1
106/02/09,45000,85500,1.90,1.90,1.90,1.90,-0.14,1
106/02/10,0,0,---,---,---,---,---,0
106/02/13,0,0,---,---,---,---,---,0
106/02/14,0,0,---,---,---,---,---,0
106/02/15,0,0,---,---,---,---,---,0
106/02/16,0,0,---,---,---,---,---,0
106/02/17,0,0,---,---,---,---,---,0
106/02/18,0,0,---,---,---,---,---,0
106/02/20,0,0,---,---,---,---,---,0
106/02/21,53000,90100,1.70,1.70,1.70,1.70,+0.12,1
106/02/22,53000,77910,1.47,1.47,1.47,1.47,-0.23,1
106/02/23,0,0,---,---,---,---,---,0
106/02/24,0,0,---,---,---,---,---,0
106/03/01,0,0,---,---,---,---,---,0
106/03/02,0,0,---,---,---,---,---,0
106/03/03,0,0,---,---,---,---,---,0
106/03/06,0,0,---,---,---,---,---,0
106/03/07,0,0,---,---,---,---,---,0
106/03/08,0,0,---,---,---,---,---,0
106/03/09,0,0,---,---,---,---,---,0
