107/09/07,65000,110950,1.75,1.75,1.62,1.69,-0.17,5
107/09/12,252000,364780,1.46,1.46,1.29,1.33,-0.19,6
107/09/13,106000,139700,1.28,1.32,1.28,1.32,-0.01,4
107/09/19,0,0,---,---,---,---,---,0
107/09/20,0,0,---,---,---,---,---,0
107/09/25,0,0,---,---,---,---,---,0
107/10/01,111000,83030,0.74,0.83,0.74,0.83,+0.14,3
107/10/02,11000,8910,0.81,0.81,0.81,0.81,-0.02,1
107/10/03,0,0,---,---,---,---,---,0
107/10/04,15000,10050,0.65,0.69,0.65,0.67,0.00,4
107/10/05,19000,10240,0.57,0.59,0.41,0.41,-0.26,5
107/10/08,12000,5220,0.45,0.45,0.36,0.36,-0.05,5
107/10/09,8000,3130,0.44,0.44,0.38,0.38,+0.02,3
107/10/12,0,0,---,---,---,---,---,0
107/10/15,0,0,---,---,---,---,---,0
107/10/17,0,0,---,---,---,---,---,0
107/10/19,0,0,---,---,---,---,---,0
107/10/25,200000,64500,0.34,0.34,0.29,0.29,-0.22,4
107/10/26,0,0,---,---,---,---,---,0
107/10/31,420000,175100,0.38,0.44,0.38,0.43,+0.03,3
107/11/01,100000,51000,0.51,0.51,0.51,0.51,+0.08,1
107/11/02,100000,50000,0.50,0.50,0.50,0.50,-0.01,1
107/11/05,0,0,---,---,---,---,---,0
107/11/06,10000,3600,0.36,0.36,0.36,0.36,-0.11,1
107/11/08,105000,26200,0.25,0.25,0.24,0.24,-0.04,2
107/11/09,0,0,---,---,---,---,---,0
107/11/12,0,0,---,---,---,---,---,0
107/11/13,5000,900,0.18,0.18,0.18,0.18,-0.06,1
107/11/14,0,0,---,---,---,---,---,0
107/11/16,0,0,---,---,---,---,---,0
107/11/19,0,0,---,---,---,---,---,0
107/11/20,0,0,---,---,---,---,---,0
107/11/21,0,0,---,---,---,---,---,0
107/11/26,0,0,---,---,---,---,---,0
107/11/27,0,0,---,---,---,---,---,0
107/11/29,0,0,---,---,---,---,---,0
107/11/30,0,0,---,---,---,---,---,0
107/12/03,0,0,---,---,---,---,---,0
107/12/04,1615000,711780,0.44,0.45,0.44,0.45,+0.09,6
107/12/06,10000,2800,0.28,0.28,0.28,0.28,-0.12,1
107/12/07,310000,80600,0.27,0.27,0.25,0.26,-0.02,4
107/12/10,199000,53730,0.27,0.27,0.27,0.27,+0.01,1
107/12/11,0,0,---,---,---,---,---,0
107/12/12,5000,1850,0.37,0.37,0.37,0.37,+0.06,1
107/12/13,0,0,---,---,---,---,---,0
107/12/14,200000,52000,0.26,0.26,0.26,0.26,-0.05,2
107/12/17,211000,56770,0.27,0.27,0.25,0.25,-0.01,5
107/12/19,0,0,---,---,---,---,---,0
107/12/20,100000,24000,0.24,0.24,0.24,0.24,0.00,1
107/12/21,510000,124700,0.22,0.27,0.22,0.27,+0.03,6
107/12/22,200000,50000,0.25,0.25,0.25,0.25,-0.02,2
107/12/24,811000,223190,0.26,0.30,0.26,0.26,+0.01,43
107/12/25,470000,87700,0.20,0.20,0.17,0.18,-0.08,47
107/12/26,200000,38000,0.19,0.19,0.19,0.19,+0.01,2
107/12/27,0,0,---,---,---,---,---,0
107/12/28,0,0,---,---,---,---,---,0
108/01/02,0,0,---,---,---,---,---,0
108/01/03,400000,70000,0.18,0.18,0.17,0.17,-0.03,3
108/01/04,20000,1400,0.07,0.07,0.07,0.07,-0.10,1
108/01/07,0,0,---,---,---,---,---,0
108/01/08,0,0,---,---,---,---,---,0
108/01/09,0,0,---,---,---,---,---,0
108/01/11,0,0,---,---,---,---,---,0
108/01/14,0,0,---,---,---,---,---,0
108/01/15,460000,50600,0.11,0.11,0.11,0.11,+0.01,2
108/01/18,0,0,---,---,---,---,---,0
108/01/23,1470000,91700,0.11,0.11,0.06,0.06,-0.07,11
108/01/25,200000,14000,0.07,0.07,0.07,0.07,-0.01,1
108/01/28,0,0,---,---,---,---,---,0
108/01/29,800000,64000,0.08,0.08,0.08,0.08,+0.01,4
108/01/30,800000,72000,0.09,0.09,0.09,0.09,+0.01,4
108/02/11,0,0,---,---,---,---,---,0
108/02/12,0,0,---,---,---,---,---,0
108/02/13,0,0,---,---,---,---,---,0
108/02/14,0,0,---,---,---,---,---,0
108/02/15,0,0,---,---,---,---,---,0
108/02/18,0,0,---,---,---,---,---,0
108/02/20,0,0,---,---,---,---,---,0
108/02/21,0,0,---,---,---,---,---,0
108/02/22,0,0,---,---,---,---,---,0
108/02/25,0,0,---,---,---,---,---,0
108/02/27,0,0,---,---,---,---,---,0
