106/05/25,348000,565060,1.60,1.66,1.60,1.63,+0.13,13
106/05/26,347000,543700,1.54,1.57,1.54,1.57,-0.06,3
106/05/31,0,0,---,---,---,---,---,0
106/06/01,9000,13770,1.53,1.53,1.53,1.53,+0.05,1
106/06/02,418000,690690,1.60,1.75,1.60,1.67,+0.14,23
106/06/03,1403000,2328150,1.65,1.74,1.62,1.62,-0.05,28
106/06/05,517000,820450,1.65,1.65,1.57,1.60,-0.02,11
106/06/06,2015000,3182660,1.60,1.66,1.54,1.61,+0.01,24
106/06/07,923000,1510860,1.62,1.65,1.55,1.55,-0.06,29
106/06/08,128000,191100,1.50,1.50,1.46,1.46,-0.09,3
106/06/09,108000,159560,1.47,1.49,1.47,1.49,+0.03,2
106/06/12,96000,144080,1.50,1.51,1.49,1.49,0.00,3
106/06/21,721000,880130,1.28,1.28,1.21,1.23,-0.11,12
106/09/12,228000,111480,0.50,0.50,0.48,0.48,-0.01,6
106/09/13,432000,203380,0.49,0.49,0.47,0.48,0.00,6
106/09/15,160000,75200,0.46,0.49,0.46,0.48,-0.06,4
106/09/18,266000,117920,0.45,0.45,0.42,0.43,-0.05,5
106/09/20,455000,172940,0.38,0.39,0.38,0.38,-0.04,4
106/09/21,304000,99360,0.34,0.34,0.32,0.33,-0.05,5
106/09/22,1060000,343610,0.31,0.34,0.31,0.32,-0.01,10
106/09/25,1138000,344780,0.32,0.32,0.30,0.31,-0.01,20
106/09/26,1472000,460320,0.31,0.34,0.31,0.31,0.00,37
106/09/27,248000,81360,0.33,0.33,0.32,0.33,+0.02,4
106/09/28,580000,202430,0.35,0.36,0.34,0.35,+0.02,7
106/09/29,811000,336680,0.38,0.44,0.38,0.43,+0.08,8
106/09/30,450000,199500,0.45,0.45,0.43,0.43,0.00,6
106/10/03,90000,35100,0.39,0.39,0.39,0.39,-0.02,1
106/10/06,100000,37000,0.37,0.37,0.37,0.37,-0.01,1
106/10/11,40000,13200,0.33,0.33,0.33,0.33,-0.04,2
106/10/12,800000,225890,0.32,0.32,0.28,0.28,-0.05,14
106/10/13,699000,202710,0.29,0.29,0.29,0.29,+0.01,10
106/10/16,0,0,---,---,---,---,---,0
106/10/17,44000,10160,0.23,0.24,0.23,0.24,-0.01,3
106/10/18,40000,9600,0.24,0.24,0.24,0.24,0.00,2
106/10/19,0,0,---,---,---,---,---,0
106/10/20,20000,4600,0.23,0.23,0.23,0.23,-0.01,1
106/10/23,0,0,---,---,---,---,---,0
106/10/24,15000,3300,0.22,0.22,0.22,0.22,0.00,1
106/10/27,50000,10500,0.21,0.21,0.21,0.21,0.00,2
106/10/30,333000,56610,0.17,0.17,0.17,0.17,-0.04,1
106/11/01,100000,20400,0.21,0.21,0.20,0.20,+0.03,6
106/11/02,0,0,---,---,---,---,---,0
106/11/03,0,0,---,---,---,---,---,0
106/11/08,0,0,---,---,---,---,---,0
106/11/09,0,0,---,---,---,---,---,0
106/11/13,0,0,---,---,---,---,---,0
106/11/14,0,0,---,---,---,---,---,0
106/11/20,0,0,---,---,---,---,---,0
106/11/21,0,0,---,---,---,---,---,0
106/11/22,12000,360,0.03,0.03,0.03,0.03,0.00,1
106/11/24,0,0,---,---,---,---,---,0
106/11/27,0,0,---,---,---,---,---,0
106/11/28,0,0,---,---,---,---,---,0
106/11/29,0,0,---,---,---,---,---,0
106/11/30,0,0,---,---,---,---,---,0
106/12/01,0,0,---,---,---,---,---,0
106/12/04,0,0,---,---,---,---,---,0
106/12/06,0,0,---,---,---,---,---,0
106/12/07,0,0,---,---,---,---,---,0
106/12/08,0,0,---,---,---,---,---,0
106/12/11,0,0,---,---,---,---,---,0
106/12/12,0,0,---,---,---,---,---,0
