105/09/05,32000,33280,1.04,1.04,1.04,1.04,-0.22,1
105/09/06,253000,320780,1.25,1.29,1.24,1.29,+0.25,6
105/09/07,600000,849100,1.35,1.43,1.35,1.43,+0.14,12
105/09/08,776000,1098220,1.36,1.50,1.35,1.48,+0.05,16
105/09/09,298000,435060,1.44,1.47,1.44,1.47,-0.01,6
105/09/10,149000,200760,1.38,1.38,1.32,1.32,-0.15,2
105/09/12,0,0,---,---,---,---,---,0
105/09/13,50000,57000,1.14,1.14,1.14,1.14,-0.18,1
105/09/14,52000,58240,1.12,1.12,1.12,1.12,-0.02,2
105/09/19,18000,22680,1.26,1.26,1.26,1.26,+0.14,1
105/09/20,0,0,---,---,---,---,---,0
105/09/21,44000,54240,1.23,1.25,1.21,1.24,-0.02,5
105/09/22,132000,169430,1.27,1.37,1.23,1.32,+0.08,11
105/09/23,236000,314780,1.29,1.34,1.26,1.33,+0.01,5
105/09/26,142000,177500,1.25,1.25,1.25,1.25,-0.08,1
105/09/29,5000,5150,1.03,1.03,1.03,1.03,-0.22,1
105/09/30,16000,15330,1.03,1.03,0.93,0.93,-0.10,4
105/10/03,50000,49250,0.97,1.02,0.97,1.02,+0.09,3
105/10/04,0,0,---,---,---,---,---,0
105/10/05,55000,48700,0.92,0.92,0.87,0.88,-0.14,4
105/10/06,405000,476750,1.09,1.21,1.09,1.20,+0.32,8
105/10/07,410000,463150,1.16,1.16,1.08,1.08,-0.12,10
105/10/11,5000,5500,1.10,1.10,1.10,1.10,+0.02,1
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,5000,4550,0.91,0.91,0.91,0.91,-0.10,1
105/10/17,6000,5060,0.86,0.86,0.84,0.84,-0.07,2
105/10/18,150000,135400,0.92,0.92,0.90,0.90,+0.06,4
105/10/19,28000,23960,0.87,0.87,0.82,0.82,-0.08,3
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,270000,274000,0.95,1.02,0.95,1.02,+0.09,4
105/10/25,278000,283960,1.01,1.03,0.95,0.95,-0.07,13
105/10/26,60000,52800,0.88,0.88,0.88,0.88,-0.07,1
105/10/27,329000,306370,0.93,0.95,0.93,0.95,+0.07,4
105/10/28,0,0,---,---,---,---,---,0
105/10/31,18000,16390,0.85,0.92,0.85,0.92,+0.07,3
105/11/01,5000,4450,0.89,0.89,0.89,0.89,-0.03,1
105/11/02,84000,63990,0.78,0.78,0.73,0.73,-0.16,3
105/11/03,0,0,---,---,---,---,---,0
105/11/04,5000,2050,0.41,0.41,0.41,0.41,-0.03,1
105/11/07,20000,6200,0.31,0.31,0.31,0.31,-0.10,1
105/11/08,20000,5000,0.25,0.25,0.25,0.25,-0.06,1
105/11/09,20000,2900,0.14,0.15,0.14,0.15,-0.10,2
105/11/10,1000,190,0.19,0.19,0.19,0.19,+0.04,1
105/11/11,0,0,---,---,---,---,---,0
