105/09/23,30000,28500,0.95,0.95,0.95,0.95,+0.05,1
105/09/26,30000,26700,0.89,0.89,0.89,0.89,-0.06,1
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,234000,160120,0.67,0.76,0.62,0.76,-0.07,10
105/10/04,329000,231530,0.68,0.74,0.66,0.73,-0.03,15
105/10/05,592000,457180,0.72,0.82,0.72,0.77,+0.04,14
105/10/06,403000,303010,0.76,0.76,0.72,0.74,-0.03,10
105/10/07,10000,6800,0.68,0.68,0.68,0.68,-0.06,1
105/10/11,30000,19100,0.64,0.64,0.63,0.63,-0.05,2
105/10/12,0,0,---,---,---,---,---,0
105/10/13,1000,690,0.69,0.69,0.69,0.69,+0.01,1
105/10/14,0,0,---,---,---,---,---,0
105/10/17,25000,17250,0.69,0.69,0.69,0.69,0.00,1
105/10/18,214000,149800,0.70,0.70,0.70,0.70,+0.01,4
105/10/19,1107000,808290,0.69,0.75,0.69,0.73,+0.03,17
105/10/20,713000,522700,0.74,0.75,0.72,0.75,+0.02,14
105/10/21,1395000,1073530,0.74,0.85,0.73,0.76,+0.01,24
105/10/24,46000,34040,0.74,0.74,0.74,0.74,-0.02,4
105/10/25,115000,81550,0.71,0.71,0.69,0.69,-0.05,4
105/10/26,0,0,---,---,---,---,---,0
105/10/27,202000,135360,0.67,0.68,0.67,0.68,0.00,2
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,21000,14280,0.68,0.68,0.68,0.68,+0.05,1
105/11/02,48000,29140,0.61,0.61,0.59,0.59,-0.09,4
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,46000,28530,0.62,0.63,0.62,0.63,+0.01,2
105/11/08,79000,50920,0.62,0.68,0.62,0.68,+0.05,5
105/11/09,258000,187940,0.69,0.75,0.66,0.66,-0.02,10
105/11/10,546000,365400,0.66,0.70,0.65,0.70,+0.04,20
105/11/11,192000,138050,0.74,0.74,0.71,0.71,+0.01,6
105/11/14,106000,65280,0.61,0.63,0.61,0.62,-0.09,5
105/11/15,170000,103700,0.61,0.61,0.61,0.61,-0.01,1
105/11/16,5000,2900,0.58,0.58,0.58,0.58,-0.03,1
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,201000,110560,0.55,0.56,0.55,0.56,0.00,2
105/11/22,508000,286480,0.56,0.57,0.56,0.57,+0.01,6
105/11/23,428000,243740,0.58,0.58,0.55,0.55,-0.02,6
105/11/24,410000,221400,0.54,0.54,0.54,0.54,-0.01,5
105/11/25,470000,253800,0.54,0.54,0.54,0.54,0.00,5
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,40000,21100,0.52,0.53,0.52,0.53,0.00,2
105/12/02,40000,21300,0.53,0.54,0.53,0.54,+0.01,2
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,40000,18400,0.46,0.46,0.46,0.46,-0.03,1
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,462000,271480,0.50,0.60,0.50,0.60,+0.13,9
105/12/19,1185000,748760,0.60,0.66,0.60,0.62,+0.02,22
105/12/20,879000,488680,0.61,0.61,0.53,0.54,-0.08,19
105/12/21,177000,93710,0.56,0.56,0.52,0.53,-0.01,5
105/12/22,10000,4800,0.48,0.48,0.48,0.48,-0.05,1
105/12/23,0,0,---,---,---,---,---,0
105/12/26,0,0,---,---,---,---,---,0
105/12/27,80000,36000,0.45,0.45,0.45,0.45,-0.01,1
105/12/28,10000,4700,0.47,0.47,0.47,0.47,+0.02,1
105/12/29,10000,4600,0.46,0.46,0.46,0.46,-0.01,1
105/12/30,190000,86400,0.44,0.46,0.44,0.45,-0.01,3
106/01/03,52000,23920,0.46,0.46,0.46,0.46,+0.01,1
106/01/04,0,0,---,---,---,---,---,0
106/01/05,0,0,---,---,---,---,---,0
106/01/06,0,0,---,---,---,---,---,0
106/01/09,0,0,---,---,---,---,---,0
106/01/10,0,0,---,---,---,---,---,0
106/01/11,10000,4200,0.42,0.42,0.42,0.42,+0.02,1
106/01/12,1640000,670220,0.40,0.42,0.40,0.42,0.00,12
106/01/13,1620000,693240,0.43,0.44,0.39,0.39,-0.03,18
106/01/16,0,0,---,---,---,---,---,0
106/01/17,0,0,---,---,---,---,---,0
106/01/18,0,0,---,---,---,---,---,0
106/01/19,23000,8280,0.36,0.36,0.36,0.36,-0.04,1
106/01/20,160000,54400,0.34,0.34,0.34,0.34,-0.02,1
106/01/23,0,0,---,---,---,---,---,0
106/01/24,20000,6400,0.32,0.32,0.32,0.32,-0.02,1
106/02/02,0,0,---,---,---,---,---,0
106/02/03,0,0,---,---,---,---,---,0
106/02/06,0,0,---,---,---,---,---,0
106/02/07,0,0,---,---,---,---,---,0
106/02/08,0,0,---,---,---,---,---,0
106/02/09,10000,2500,0.25,0.25,0.25,0.25,-0.03,1
106/02/10,0,0,---,---,---,---,---,0
106/02/13,0,0,---,---,---,---,---,0
106/02/14,0,0,---,---,---,---,---,0
106/02/15,0,0,---,---,---,---,---,0
106/02/16,50000,10000,0.20,0.20,0.20,0.20,-0.03,1
106/02/17,0,0,---,---,---,---,---,0
106/02/18,0,0,---,---,---,---,---,0
106/02/20,0,0,---,---,---,---,---,0
106/02/21,69000,17520,0.26,0.27,0.22,0.22,+0.02,10
106/02/22,20000,4000,0.20,0.20,0.20,0.20,-0.02,1
106/02/23,20000,3400,0.17,0.17,0.17,0.17,-0.03,1
106/02/24,0,0,---,---,---,---,---,0
106/03/01,0,0,---,---,---,---,---,0
106/03/02,0,0,---,---,---,---,---,0
106/03/03,0,0,---,---,---,---,---,0
106/03/06,0,0,---,---,---,---,---,0
106/03/07,0,0,---,---,---,---,---,0
106/03/08,0,0,---,---,---,---,---,0
106/03/09,0,0,---,---,---,---,---,0
106/03/10,0,0,---,---,---,---,---,0
106/03/13,0,0,---,---,---,---,---,0
106/03/14,70000,3900,0.06,0.06,0.05,0.05,-0.01,3
106/03/15,140000,5600,0.04,0.04,0.04,0.04,-0.01,2
106/03/16,0,0,---,---,---,---,---,0
106/03/17,0,0,---,---,---,---,---,0
106/03/20,20000,200,0.01,0.01,0.01,0.01,-0.01,2
