105/09/02,1805000,1724840,0.92,1.03,0.92,1.02,-0.04,24
105/09/05,2646000,2620200,0.97,1.04,0.95,1.03,+0.01,58
105/09/06,2211000,1989270,0.92,0.93,0.79,0.80,-0.23,59
105/09/07,180000,151260,0.78,0.86,0.78,0.83,+0.03,12
105/09/08,10000,7900,0.79,0.79,0.79,0.79,-0.04,1
105/09/09,118000,95580,0.81,0.81,0.81,0.81,+0.02,2
105/09/10,223000,188110,0.84,0.86,0.83,0.86,+0.05,9
105/09/12,779000,725480,0.88,0.97,0.87,0.93,+0.07,32
105/09/13,1233000,1152540,0.91,0.95,0.90,0.90,-0.03,34
105/09/14,793000,727990,0.92,0.95,0.89,0.89,-0.01,19
105/09/19,375000,310940,0.82,0.84,0.82,0.83,-0.06,9
105/09/20,45000,36900,0.85,0.85,0.81,0.82,-0.01,5
105/09/21,136000,114260,0.83,0.85,0.83,0.84,+0.02,9
105/09/22,237000,191820,0.83,0.83,0.78,0.81,-0.03,25
105/09/23,1271000,1008100,0.80,0.81,0.77,0.79,-0.02,21
105/09/26,115000,95000,0.82,0.83,0.82,0.82,+0.03,6
105/09/29,1145000,996190,0.82,0.89,0.82,0.88,+0.06,37
105/09/30,1244000,1108610,0.89,0.91,0.86,0.91,+0.03,41
105/10/03,557000,492670,0.89,0.90,0.85,0.86,-0.05,29
105/10/04,1062000,893660,0.84,0.88,0.83,0.88,+0.02,21
105/10/05,1057000,956580,0.88,0.92,0.87,0.91,+0.03,28
105/10/06,1569000,1224560,0.81,0.82,0.77,0.77,-0.14,37
105/10/07,538000,429700,0.78,0.81,0.78,0.79,+0.02,9
105/10/11,265000,214820,0.78,0.82,0.77,0.81,+0.02,12
105/10/12,239000,195700,0.83,0.83,0.79,0.81,0.00,10
105/10/13,124000,100390,0.80,0.82,0.80,0.81,0.00,8
105/10/14,600000,500230,0.79,0.88,0.78,0.85,+0.04,23
105/10/17,901000,773020,0.85,0.88,0.85,0.86,+0.01,33
105/10/18,1055000,863240,0.81,0.84,0.81,0.83,-0.03,31
105/10/19,436000,371740,0.84,0.87,0.84,0.85,+0.02,19
105/10/20,533000,436370,0.82,0.83,0.81,0.81,-0.04,21
105/10/21,175000,140150,0.80,0.82,0.80,0.80,-0.01,13
105/10/24,575000,432610,0.76,0.76,0.73,0.76,-0.04,16
105/10/25,180000,133450,0.73,0.78,0.73,0.78,+0.02,16
105/10/26,1655000,1302310,0.78,0.81,0.76,0.80,+0.02,48
105/10/27,1282000,979610,0.82,0.82,0.75,0.76,-0.04,41
105/10/28,1042000,827090,0.78,0.82,0.77,0.81,+0.05,20
105/10/31,580000,440450,0.83,0.83,0.75,0.77,-0.04,20
105/11/01,409000,305900,0.75,0.76,0.74,0.76,-0.01,8
105/11/02,1416000,1143890,0.78,0.86,0.77,0.86,+0.10,48
105/11/03,3933000,3704120,0.83,1.05,0.83,1.05,+0.19,117
105/11/04,2354000,2438150,0.95,1.07,0.95,1.03,-0.02,60
105/11/07,403000,438380,0.96,1.19,0.96,1.14,+0.11,55
105/11/08,473000,579900,1.15,1.36,1.15,1.36,+0.22,49
105/11/09,218000,292120,1.24,1.45,1.24,1.42,+0.06,32
105/11/10,197000,256700,1.26,1.41,1.26,1.33,-0.09,30
105/11/11,37000,50320,1.36,1.40,1.34,1.38,+0.05,12
105/11/14,28000,38100,1.31,1.39,1.31,1.36,-0.02,10
105/11/15,41000,58360,1.33,1.46,1.33,1.43,+0.07,13
105/11/16,66000,96400,1.39,1.53,1.37,1.51,+0.08,19
105/11/17,55000,84710,1.54,1.59,1.45,1.55,+0.04,19
105/11/18,32000,47510,1.53,1.53,1.44,1.48,-0.07,11
105/11/21,24000,35890,1.41,1.53,1.41,1.53,+0.05,7
105/11/22,10000,14720,1.48,1.49,1.46,1.49,-0.04,4
105/11/23,111000,154750,1.38,1.43,1.38,1.43,-0.06,8
105/11/24,10000,14400,1.40,1.48,1.40,1.48,+0.05,2
105/11/25,130000,178100,1.37,1.37,1.37,1.37,-0.11,3
105/11/28,0,0,---,---,---,---,---,0
105/11/29,40000,63150,1.58,1.59,1.57,1.58,+0.21,6
105/11/30,21000,34890,1.59,1.67,1.59,1.66,+0.08,4
105/12/01,15000,24100,1.60,1.61,1.60,1.61,-0.05,2
105/12/02,20000,33700,1.63,1.74,1.63,1.74,+0.13,2
