107/05/29,25000,34450,1.41,1.41,1.35,1.35,0.00,3
107/05/30,3841000,5784540,1.39,1.60,1.39,1.59,+0.24,39
107/05/31,3868000,6271850,1.62,1.70,1.38,1.38,-0.21,51
107/06/04,710000,885860,1.27,1.27,1.21,1.22,-0.06,17
107/06/05,702000,812890,1.24,1.27,1.04,1.09,-0.13,21
107/06/06,1313000,1596680,1.20,1.25,1.18,1.19,+0.10,20
107/06/08,594000,643690,1.13,1.13,1.00,1.03,-0.11,20
107/06/12,2293000,2654670,1.13,1.22,1.10,1.10,-0.02,34
107/09/07,679000,95080,0.18,0.18,0.11,0.12,-0.04,11
107/09/12,0,0,---,---,---,---,---,0
107/09/13,0,0,---,---,---,---,---,0
107/09/19,0,0,---,---,---,---,---,0
107/09/20,100000,5000,0.05,0.05,0.05,0.05,-0.01,1
107/09/25,240000,23700,0.10,0.12,0.09,0.10,+0.02,6
107/10/01,10000,1000,0.10,0.10,0.10,0.10,0.00,1
107/10/02,0,0,---,---,---,---,---,0
107/10/03,0,0,---,---,---,---,---,0
107/10/04,5000,450,0.09,0.09,0.09,0.09,-0.01,1
107/10/05,0,0,---,---,---,---,---,0
107/10/08,0,0,---,---,---,---,---,0
107/10/09,25000,250,0.01,0.01,0.01,0.01,-0.03,1
107/10/12,0,0,---,---,---,---,---,0
107/10/15,35000,700,0.02,0.02,0.02,0.02,0.00,1
107/10/17,38000,760,0.02,0.02,0.02,0.02,0.00,2
107/10/19,0,0,---,---,---,---,---,0
107/10/25,180000,1800,0.01,0.01,0.01,0.01,0.00,3
107/10/26,0,0,---,---,---,---,---,0
107/10/31,350000,7000,0.02,0.02,0.02,0.02,+0.01,5
107/11/01,0,0,---,---,---,---,---,0
107/11/02,0,0,---,---,---,---,---,0
107/11/05,300000,3000,0.01,0.01,0.01,0.01,-0.01,3
107/11/06,0,0,---,---,---,---,---,0
107/11/08,260000,5200,0.02,0.02,0.02,0.02,+0.01,7
107/11/09,0,0,---,---,---,---,---,0
107/11/12,0,0,---,---,---,---,---,0
107/11/13,0,0,---,---,---,---,---,0
107/11/14,0,0,---,---,---,---,---,0
107/11/16,0,0,---,---,---,---,---,0
107/11/19,0,0,---,---,---,---,---,0
107/11/20,0,0,---,---,---,---,---,0
107/11/21,0,0,---,---,---,---,---,0
107/11/26,0,0,---,---,---,---,---,0
107/11/27,0,0,---,---,---,---,---,0
107/11/29,56000,2810,0.06,0.06,0.05,0.05,0.00,4
107/11/30,13000,560,0.02,0.05,0.02,0.05,0.00,2
107/12/03,454000,22700,0.05,0.05,0.05,0.05,0.00,2
107/12/04,0,0,---,---,---,---,---,0
107/12/06,0,0,---,---,---,---,---,0
107/12/07,0,0,---,---,---,---,---,0
