105/05/17,10000,8600,0.86,0.86,0.86,0.86,-0.01,1
105/05/18,218000,158320,0.74,0.74,0.72,0.74,-0.12,4
105/05/19,364000,237880,0.67,0.67,0.64,0.66,-0.08,16
105/05/20,255000,166830,0.60,0.68,0.60,0.67,+0.01,15
105/05/23,261000,164290,0.64,0.65,0.62,0.64,-0.03,10
105/05/24,11000,6430,0.58,0.63,0.58,0.63,-0.01,2
105/05/25,91000,57220,0.60,0.67,0.60,0.67,+0.04,7
105/05/26,259000,165070,0.63,0.64,0.63,0.63,-0.04,8
105/05/27,126000,78240,0.62,0.64,0.62,0.64,+0.01,2
105/05/30,54000,31960,0.62,0.62,0.58,0.59,-0.05,5
105/05/31,11000,6510,0.59,0.61,0.59,0.61,+0.02,2
105/06/01,330000,193400,0.60,0.60,0.58,0.59,-0.02,5
105/06/02,159000,87640,0.51,0.56,0.51,0.56,-0.03,8
105/06/03,135000,76600,0.56,0.57,0.56,0.57,+0.01,7
105/06/04,122000,68300,0.55,0.56,0.55,0.56,-0.01,2
105/06/06,136000,79860,0.57,0.61,0.57,0.61,+0.05,7
105/06/07,300000,176300,0.59,0.59,0.58,0.59,-0.02,5
105/06/08,30000,17400,0.58,0.58,0.58,0.58,-0.01,3
105/06/13,301000,187530,0.61,0.65,0.61,0.65,+0.07,9
105/06/14,750000,489900,0.63,0.67,0.63,0.64,-0.01,9
105/06/15,135000,86400,0.64,0.64,0.64,0.64,0.00,2
105/06/16,105000,69400,0.66,0.68,0.66,0.68,+0.04,2
105/06/17,15000,9800,0.65,0.66,0.65,0.65,-0.03,3
105/06/20,81000,53460,0.66,0.66,0.66,0.66,+0.01,2
105/06/21,0,0,---,---,---,---,---,0
105/06/22,455000,323850,0.71,0.73,0.71,0.71,+0.03,5
105/06/23,478000,320360,0.70,0.70,0.65,0.66,-0.05,9
105/06/24,529000,344980,0.63,0.77,0.63,0.77,+0.11,12
105/06/27,171000,122150,0.74,0.74,0.69,0.71,-0.06,12
105/06/28,12000,7890,0.67,0.67,0.64,0.64,-0.07,3
105/06/29,65000,39350,0.61,0.62,0.60,0.62,-0.02,4
105/06/30,50000,31500,0.63,0.63,0.63,0.63,+0.01,4
105/07/01,10000,6000,0.60,0.60,0.60,0.60,-0.03,1
105/07/04,43000,26600,0.62,0.62,0.60,0.60,0.00,2
105/07/05,75000,44800,0.61,0.61,0.59,0.59,-0.01,6
105/07/06,19000,11590,0.61,0.61,0.61,0.61,+0.02,3
105/07/07,4000,2320,0.58,0.58,0.58,0.58,-0.03,1
105/07/11,72000,45900,0.64,0.65,0.62,0.64,+0.06,7
105/07/12,89000,61140,0.68,0.70,0.67,0.67,+0.03,9
105/07/13,20000,12800,0.63,0.65,0.63,0.65,-0.02,2
105/07/14,32000,18930,0.59,0.60,0.59,0.60,-0.05,4
105/07/15,21000,12810,0.61,0.61,0.61,0.61,+0.01,2
105/07/18,3000,1770,0.59,0.59,0.59,0.59,-0.02,1
105/07/19,0,0,---,---,---,---,---,0
105/07/20,0,0,---,---,---,---,---,0
105/07/21,28000,13800,0.51,0.51,0.45,0.45,-0.14,3
105/07/22,15000,7070,0.47,0.49,0.46,0.49,+0.04,3
105/07/25,32000,14050,0.45,0.45,0.42,0.42,-0.07,5
105/07/26,41000,17010,0.42,0.42,0.40,0.41,-0.01,5
105/07/27,12000,5160,0.43,0.43,0.43,0.43,+0.02,2
105/07/28,63000,25100,0.40,0.43,0.39,0.43,0.00,6
105/07/29,12000,4940,0.41,0.42,0.41,0.42,-0.01,2
105/08/01,10000,3900,0.39,0.39,0.39,0.39,-0.03,1
105/08/02,10000,3600,0.36,0.36,0.36,0.36,-0.03,1
105/08/03,15000,4950,0.33,0.33,0.33,0.33,-0.03,1
105/08/04,10000,3300,0.33,0.33,0.33,0.33,0.00,1
105/08/05,0,0,---,---,---,---,---,0
105/08/08,0,0,---,---,---,---,---,0
105/08/09,0,0,---,---,---,---,---,0
105/08/10,0,0,---,---,---,---,---,0
105/08/11,17000,5950,0.35,0.35,0.35,0.35,+0.02,1
105/08/12,0,0,---,---,---,---,---,0
105/08/15,40000,12000,0.30,0.30,0.30,0.30,-0.04,1
105/08/16,40000,12000,0.30,0.30,0.30,0.30,0.00,1
105/08/17,60000,17400,0.29,0.29,0.29,0.29,-0.01,1
105/08/18,120000,30000,0.25,0.25,0.25,0.25,-0.04,3
105/08/19,0,0,---,---,---,---,---,0
105/08/22,0,0,---,---,---,---,---,0
105/08/23,10000,2300,0.23,0.23,0.23,0.23,-0.02,1
105/08/24,0,0,---,---,---,---,---,0
