105/06/15,1000,830,0.83,0.83,0.83,0.83,-0.01,1
105/06/16,1000,820,0.82,0.82,0.82,0.82,-0.01,1
105/06/17,0,0,---,---,---,---,---,0
105/06/20,100000,82000,0.82,0.82,0.82,0.82,0.00,1
105/06/21,200000,167000,0.83,0.84,0.83,0.84,+0.02,2
105/06/22,100000,86000,0.86,0.86,0.86,0.86,+0.02,1
105/06/23,0,0,---,---,---,---,---,0
105/06/24,2000,1740,0.87,0.87,0.87,0.87,+0.01,1
105/06/27,0,0,---,---,---,---,---,0
105/06/28,0,0,---,---,---,---,---,0
105/06/29,0,0,---,---,---,---,---,0
105/06/30,0,0,---,---,---,---,---,0
105/07/01,0,0,---,---,---,---,---,0
105/07/04,0,0,---,---,---,---,---,0
105/07/05,0,0,---,---,---,---,---,0
105/07/06,0,0,---,---,---,---,---,0
105/07/07,0,0,---,---,---,---,---,0
105/07/11,0,0,---,---,---,---,---,0
105/07/12,77000,57750,0.75,0.75,0.75,0.75,+0.01,1
105/07/13,77000,55440,0.72,0.72,0.72,0.72,-0.03,1
105/07/14,0,0,---,---,---,---,---,0
105/07/15,0,0,---,---,---,---,---,0
105/07/18,0,0,---,---,---,---,---,0
105/07/19,190000,131100,0.69,0.69,0.69,0.69,+0.02,2
105/07/20,190000,131100,0.69,0.69,0.69,0.69,0.00,3
105/07/21,119000,79730,0.67,0.67,0.67,0.67,-0.02,1
105/07/22,119000,79730,0.67,0.67,0.67,0.67,0.00,2
105/07/25,0,0,---,---,---,---,---,0
105/07/26,0,0,---,---,---,---,---,0
105/07/27,0,0,---,---,---,---,---,0
105/07/28,0,0,---,---,---,---,---,0
105/07/29,0,0,---,---,---,---,---,0
105/08/01,0,0,---,---,---,---,---,0
105/08/02,0,0,---,---,---,---,---,0
105/08/03,0,0,---,---,---,---,---,0
105/08/04,0,0,---,---,---,---,---,0
105/08/05,0,0,---,---,---,---,---,0
105/08/08,0,0,---,---,---,---,---,0
105/08/09,129000,79980,0.62,0.62,0.62,0.62,+0.01,2
105/08/10,129000,81270,0.63,0.63,0.63,0.63,+0.01,1
105/08/11,120000,75600,0.63,0.63,0.63,0.63,0.00,1
105/08/12,120000,75600,0.63,0.63,0.63,0.63,0.00,1
105/08/15,0,0,---,---,---,---,---,0
105/08/16,0,0,---,---,---,---,---,0
105/08/17,0,0,---,---,---,---,---,0
