105/07/04,450000,570800,1.24,1.28,1.24,1.26,+0.03,36
105/07/05,582000,741000,1.27,1.28,1.25,1.25,-0.01,18
105/07/06,128000,159880,1.26,1.26,1.21,1.21,-0.04,2
105/07/07,310000,347250,1.14,1.14,1.11,1.13,-0.08,33
105/07/11,783000,796010,1.14,1.14,0.94,0.95,-0.18,7
105/07/12,1130000,1133100,1.07,1.07,0.92,0.97,+0.02,15
105/07/13,1031000,1032020,1.04,1.04,0.94,0.96,-0.01,18
105/07/14,500000,495400,1.00,1.01,0.95,0.95,-0.01,11
105/07/15,100000,100000,1.00,1.00,1.00,1.00,+0.05,1
105/07/18,0,0,---,---,---,---,---,0
105/07/19,947000,844300,0.90,0.90,0.88,0.88,-0.07,78
105/07/20,967000,889440,0.92,0.92,0.91,0.91,+0.03,11
105/07/21,23000,21030,0.92,0.92,0.91,0.91,0.00,2
105/07/22,0,0,---,---,---,---,---,0
105/07/25,0,0,---,---,---,---,---,0
105/07/26,0,0,---,---,---,---,---,0
105/07/27,0,0,---,---,---,---,---,0
105/07/28,0,0,---,---,---,---,---,0
105/07/29,0,0,---,---,---,---,---,0
105/08/01,40000,27200,0.68,0.68,0.68,0.68,-0.18,2
105/08/02,0,0,---,---,---,---,---,0
105/08/03,0,0,---,---,---,---,---,0
105/08/04,32000,22720,0.71,0.71,0.71,0.71,+0.01,1
105/08/05,32000,22080,0.69,0.69,0.69,0.69,-0.02,1
105/08/08,0,0,---,---,---,---,---,0
105/08/09,0,0,---,---,---,---,---,0
105/08/10,0,0,---,---,---,---,---,0
105/08/11,4000,1740,0.43,0.44,0.43,0.44,0.00,2
105/08/12,39000,18290,0.46,0.47,0.46,0.47,+0.03,3
105/08/15,26000,11440,0.44,0.44,0.44,0.44,-0.03,1
105/08/16,16000,6720,0.42,0.42,0.42,0.42,-0.02,2
105/08/17,6000,2580,0.43,0.43,0.43,0.43,+0.01,1
105/08/18,0,0,---,---,---,---,---,0
105/08/19,0,0,---,---,---,---,---,0
105/08/22,0,0,---,---,---,---,---,0
105/08/23,0,0,---,---,---,---,---,0
105/08/24,0,0,---,---,---,---,---,0
105/08/25,0,0,---,---,---,---,---,0
105/08/26,0,0,---,---,---,---,---,0
105/08/29,0,0,---,---,---,---,---,0
105/08/30,57000,27930,0.49,0.49,0.49,0.49,0.00,1
105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,0,0,---,---,---,---,---,0
105/09/06,60000,27000,0.45,0.45,0.45,0.45,-0.02,2
105/09/07,255000,114750,0.45,0.45,0.45,0.45,0.00,6
105/09/08,260000,117000,0.45,0.45,0.45,0.45,0.00,5
105/09/09,5000,2100,0.42,0.42,0.42,0.42,-0.03,1
105/09/10,0,0,---,---,---,---,---,0
105/09/12,33000,10890,0.33,0.33,0.33,0.33,-0.09,1
105/09/13,26000,8840,0.34,0.34,0.34,0.34,+0.01,1
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,50000,15500,0.31,0.31,0.31,0.31,-0.05,1
105/09/30,0,0,---,---,---,---,---,0
105/10/03,10000,3400,0.34,0.34,0.34,0.34,+0.03,1
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,25000,7400,0.30,0.30,0.29,0.29,-0.01,2
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
105/12/20,0,0,---,---,---,---,---,0
105/12/21,0,0,---,---,---,---,---,0
105/12/22,0,0,---,---,---,---,---,0
105/12/23,0,0,---,---,---,---,---,0
105/12/26,0,0,---,---,---,---,---,0
105/12/27,0,0,---,---,---,---,---,0
105/12/28,0,0,---,---,---,---,---,0
105/12/29,0,0,---,---,---,---,---,0
105/12/30,0,0,---,---,---,---,---,0
106/01/03,0,0,---,---,---,---,---,0
106/01/04,0,0,---,---,---,---,---,0
106/01/05,0,0,---,---,---,---,---,0
106/01/06,0,0,---,---,---,---,---,0
106/01/09,0,0,---,---,---,---,---,0
106/01/10,0,0,---,---,---,---,---,0
106/01/11,0,0,---,---,---,---,---,0
106/01/12,0,0,---,---,---,---,---,0
106/01/13,0,0,---,---,---,---,---,0
106/01/16,0,0,---,---,---,---,---,0
106/01/17,0,0,---,---,---,---,---,0
106/01/18,0,0,---,---,---,---,---,0
