106/09/20,100000,93000,0.93,0.93,0.93,0.93,+0.03,1
106/09/21,325000,298350,0.91,0.94,0.89,0.94,+0.01,7
106/09/22,275000,240300,0.90,0.90,0.84,0.84,-0.10,13
106/09/25,76000,65600,0.87,0.87,0.85,0.85,+0.01,4
106/09/26,201000,156290,0.85,0.85,0.73,0.73,-0.12,5
106/09/27,175000,138950,0.78,0.80,0.77,0.79,+0.06,4
106/09/28,680000,637400,0.88,0.99,0.87,0.92,+0.13,19
106/09/29,798000,784140,0.97,1.01,0.91,0.91,-0.01,21
106/09/30,488000,491980,1.00,1.05,0.97,1.02,+0.11,22
106/10/03,1093000,1226600,1.05,1.19,1.05,1.19,+0.16,32
106/10/06,1736000,2161910,1.29,1.34,1.19,1.24,+0.10,43
106/10/11,986000,1279600,1.23,1.38,1.19,1.38,+0.14,27
106/10/12,880000,1416470,1.56,1.97,1.52,1.97,+0.59,31
106/10/13,201000,345170,1.71,1.86,1.61,1.86,-0.11,19
106/10/16,74000,137080,1.83,1.92,1.82,1.83,-0.03,4
106/10/17,326000,607090,1.81,2.10,1.70,2.10,+0.27,15
106/10/18,467000,828860,1.82,1.85,1.73,1.73,-0.37,18
106/10/19,538000,1051980,1.82,2.08,1.82,1.93,+0.20,16
106/10/20,401000,734130,1.78,1.99,1.72,1.78,-0.15,26
106/10/23,447000,861320,1.85,2.12,1.82,2.12,+0.34,20
106/10/24,648000,1466860,2.19,2.72,2.13,2.72,+0.60,29
106/10/27,107000,201100,2.47,2.47,1.69,1.77,-0.85,7
106/10/30,512000,814340,2.09,2.15,1.23,1.82,+0.05,19
106/11/01,218000,512660,2.26,2.51,2.26,2.51,+0.36,9
106/11/02,499000,1296550,2.46,2.72,2.46,2.70,+0.19,20
106/11/03,9000,28350,3.15,3.15,3.15,3.15,+0.45,1
106/11/08,10000,29900,2.99,2.99,2.99,2.99,+0.23,1
106/11/09,0,0,---,---,---,---,---,0
106/11/13,0,0,---,---,---,---,---,0
106/11/14,0,0,---,---,---,---,---,0
106/11/20,0,0,---,---,---,---,---,0
106/11/21,0,0,---,---,---,---,---,0
106/11/22,0,0,---,---,---,---,---,0
106/11/24,0,0,---,---,---,---,---,0
106/11/27,0,0,---,---,---,---,---,0
106/11/28,0,0,---,---,---,---,---,0
106/11/29,0,0,---,---,---,---,---,0
106/11/30,0,0,---,---,---,---,---,0
106/12/01,0,0,---,---,---,---,---,0
106/12/04,0,0,---,---,---,---,---,0
106/12/06,0,0,---,---,---,---,---,0
106/12/07,0,0,---,---,---,---,---,0
106/12/08,0,0,---,---,---,---,---,0
106/12/11,0,0,---,---,---,---,---,0
106/12/12,0,0,---,---,---,---,---,0
106/12/13,0,0,---,---,---,---,---,0
106/12/14,0,0,---,---,---,---,---,0
106/12/15,0,0,---,---,---,---,---,0
106/12/19,0,0,---,---,---,---,---,0
106/12/20,0,0,---,---,---,---,---,0
106/12/21,0,0,---,---,---,---,---,0
106/12/22,0,0,---,---,---,---,---,0
106/12/25,0,0,---,---,---,---,---,0
106/12/26,0,0,---,---,---,---,---,0
106/12/28,0,0,---,---,---,---,---,0
106/12/29,0,0,---,---,---,---,---,0
107/01/02,0,0,---,---,---,---,---,0
107/01/03,0,0,---,---,---,---,---,0
107/01/04,0,0,---,---,---,---,---,0
107/01/05,0,0,---,---,---,---,---,0
107/01/08,0,0,---,---,---,---,---,0
107/01/09,0,0,---,---,---,---,---,0
107/01/10,0,0,---,---,---,---,---,0
107/01/11,0,0,---,---,---,---,---,0
107/01/12,0,0,---,---,---,---,---,0
107/01/15,0,0,---,---,---,---,---,0
107/01/16,0,0,---,---,---,---,---,0
107/01/17,0,0,---,---,---,---,---,0
107/01/18,0,0,---,---,---,---,---,0
107/01/19,0,0,---,---,---,---,---,0
107/01/22,0,0,---,---,---,---,---,0
107/01/23,0,0,---,---,---,---,---,0
107/01/24,0,0,---,---,---,---,---,0
107/01/26,0,0,---,---,---,---,---,0
