105/10/14,26000,17940,0.69,0.69,0.69,0.69,-0.38,3
105/10/17,42000,25100,0.61,0.61,0.59,0.59,-0.10,6
105/10/18,61000,31460,0.56,0.56,0.50,0.50,-0.09,6
105/10/19,40000,19000,0.49,0.49,0.45,0.45,-0.05,4
105/10/20,137000,61850,0.46,0.47,0.45,0.45,0.00,5
105/10/21,120000,52900,0.44,0.45,0.44,0.45,0.00,3
105/10/24,0,0,---,---,---,---,---,0
105/10/25,177000,81420,0.46,0.46,0.46,0.46,+0.02,3
105/10/26,329000,148950,0.47,0.47,0.43,0.43,-0.03,6
105/10/27,0,0,---,---,---,---,---,0
105/10/28,150000,65900,0.44,0.45,0.43,0.43,0.00,4
105/10/31,225000,103640,0.46,0.47,0.46,0.46,+0.03,3
105/11/01,184000,84610,0.46,0.46,0.45,0.45,-0.01,2
105/11/02,474000,244820,0.51,0.54,0.51,0.53,+0.08,11
105/11/03,436000,224450,0.52,0.52,0.51,0.52,-0.01,7
105/11/04,854000,447650,0.51,0.54,0.51,0.53,+0.01,20
105/11/07,78000,33180,0.47,0.47,0.38,0.38,-0.15,8
105/11/08,587000,239690,0.39,0.42,0.39,0.42,+0.04,8
105/11/09,976000,447610,0.41,0.49,0.41,0.49,+0.07,21
105/11/10,587000,240890,0.42,0.42,0.36,0.40,-0.09,15
105/11/11,533000,220100,0.40,0.42,0.40,0.40,0.00,13
105/11/14,962000,345300,0.35,0.37,0.35,0.36,-0.04,24
105/11/15,521000,185900,0.37,0.37,0.34,0.35,-0.01,15
105/11/16,376000,129990,0.33,0.37,0.33,0.37,+0.02,10
105/11/17,425000,156600,0.37,0.37,0.36,0.36,-0.01,9
105/11/18,390000,134320,0.35,0.35,0.33,0.34,-0.02,15
105/11/21,71000,24140,0.34,0.34,0.34,0.34,0.00,4
105/11/22,1060000,335300,0.31,0.34,0.31,0.34,0.00,16
105/11/23,345000,113950,0.33,0.34,0.33,0.34,0.00,3
105/11/24,185000,61140,0.33,0.34,0.33,0.34,0.00,6
105/11/25,2000,640,0.32,0.32,0.32,0.32,-0.02,1
105/11/28,195000,58480,0.31,0.31,0.29,0.30,-0.02,8
105/11/29,185000,55500,0.30,0.30,0.30,0.30,0.00,4
105/11/30,156000,46240,0.29,0.30,0.29,0.30,0.00,7
105/12/01,338000,103440,0.30,0.33,0.30,0.32,+0.02,9
105/12/02,73000,24920,0.33,0.36,0.33,0.36,+0.04,6
105/12/05,280000,98070,0.36,0.36,0.34,0.36,0.00,10
105/12/06,370000,120100,0.33,0.33,0.31,0.31,-0.05,10
105/12/07,31000,9720,0.31,0.32,0.31,0.32,+0.01,3
105/12/08,340000,103170,0.30,0.31,0.30,0.31,-0.01,9
105/12/09,36000,10460,0.29,0.30,0.29,0.30,-0.01,3
105/12/12,20000,6000,0.30,0.30,0.30,0.30,0.00,1
105/12/13,544000,157940,0.30,0.30,0.28,0.29,-0.01,8
105/12/14,310000,84000,0.28,0.28,0.26,0.28,-0.01,12
105/12/15,600000,162000,0.27,0.27,0.27,0.27,-0.01,4
105/12/16,30000,7500,0.25,0.25,0.25,0.25,-0.02,1
105/12/19,50000,12500,0.25,0.25,0.25,0.25,0.00,1
105/12/20,771000,188420,0.21,0.26,0.21,0.26,+0.01,11
105/12/21,38000,9500,0.25,0.25,0.25,0.25,-0.01,1
105/12/22,0,0,---,---,---,---,---,0
105/12/23,0,0,---,---,---,---,---,0
105/12/26,0,0,---,---,---,---,---,0
105/12/27,10000,2200,0.22,0.22,0.22,0.22,-0.01,1
105/12/28,0,0,---,---,---,---,---,0
105/12/29,21000,4930,0.24,0.24,0.23,0.23,+0.01,3
105/12/30,4000,850,0.21,0.22,0.21,0.22,-0.01,2
106/01/03,15000,2900,0.20,0.20,0.18,0.18,-0.04,2
106/01/04,80000,15500,0.19,0.20,0.19,0.20,+0.02,2
106/01/05,31000,6000,0.20,0.20,0.19,0.20,0.00,3
106/01/06,11000,1990,0.18,0.19,0.18,0.19,-0.01,2
106/01/09,451000,81190,0.18,0.19,0.18,0.19,0.00,4
106/01/10,470000,89500,0.19,0.20,0.19,0.20,+0.01,4
106/01/11,180000,35300,0.20,0.21,0.19,0.21,+0.01,3
106/01/12,45000,8100,0.18,0.18,0.18,0.18,-0.03,3
106/01/13,120000,23000,0.19,0.20,0.19,0.20,+0.02,2
106/01/16,20000,3800,0.19,0.19,0.19,0.19,-0.01,2
106/01/17,640000,119000,0.19,0.21,0.18,0.21,+0.02,5
106/01/18,0,0,---,---,---,---,---,0
106/01/19,0,0,---,---,---,---,---,0
106/01/20,300000,62000,0.21,0.21,0.20,0.20,+0.01,2
106/01/23,5000,1050,0.21,0.21,0.21,0.21,+0.01,1
106/01/24,10000,2000,0.20,0.20,0.20,0.20,-0.01,1
106/02/02,0,0,---,---,---,---,---,0
106/02/03,0,0,---,---,---,---,---,0
106/02/06,10000,1000,0.10,0.10,0.10,0.10,-0.05,1
106/02/07,0,0,---,---,---,---,---,0
106/02/08,30000,1800,0.06,0.06,0.06,0.06,-0.03,1
106/02/09,0,0,---,---,---,---,---,0
106/02/10,40000,2000,0.05,0.05,0.05,0.05,-0.01,1
106/02/13,100000,5000,0.05,0.05,0.05,0.05,0.00,3
106/02/14,0,0,---,---,---,---,---,0
106/02/15,0,0,---,---,---,---,---,0
106/02/16,100000,5000,0.05,0.05,0.05,0.05,0.00,3
106/02/17,10000,600,0.06,0.06,0.06,0.06,+0.01,1
106/02/18,0,0,---,---,---,---,---,0
106/02/20,0,0,---,---,---,---,---,0
106/02/21,0,0,---,---,---,---,---,0
106/02/22,0,0,---,---,---,---,---,0
106/02/23,0,0,---,---,---,---,---,0
106/02/24,0,0,---,---,---,---,---,0
106/03/01,0,0,---,---,---,---,---,0
106/03/02,0,0,---,---,---,---,---,0
106/03/03,0,0,---,---,---,---,---,0
106/03/06,0,0,---,---,---,---,---,0
106/03/07,0,0,---,---,---,---,---,0
106/03/08,0,0,---,---,---,---,---,0
106/03/09,0,0,---,---,---,---,---,0
106/03/10,0,0,---,---,---,---,---,0
106/03/13,0,0,---,---,---,---,---,0
106/03/14,0,0,---,---,---,---,---,0
106/03/15,0,0,---,---,---,---,---,0
106/03/16,0,0,---,---,---,---,---,0
106/03/17,0,0,---,---,---,---,---,0
106/03/20,0,0,---,---,---,---,---,0
106/03/21,0,0,---,---,---,---,---,0
106/03/22,0,0,---,---,---,---,---,0
106/03/23,0,0,---,---,---,---,---,0
106/03/24,0,0,---,---,---,---,---,0
106/03/27,0,0,---,---,---,---,---,0
106/03/28,0,0,---,---,---,---,---,0
106/03/29,0,0,---,---,---,---,---,0
106/03/30,0,0,---,---,---,---,---,0
106/03/31,0,0,---,---,---,---,---,0
106/04/05,0,0,---,---,---,---,---,0
106/04/06,140000,1400,0.01,0.01,0.01,0.01,-0.01,1
106/04/07,195000,1950,0.01,0.01,0.01,0.01,0.00,1
106/04/10,0,0,---,---,---,---,---,0
106/04/11,0,0,---,---,---,---,---,0
