105/12/14,10000,6700,0.67,0.67,0.67,0.67,0.00,1
105/12/15,720000,520760,0.73,0.73,0.69,0.72,+0.05,9
105/12/16,735000,503900,0.69,0.70,0.68,0.70,-0.02,6
105/12/19,360000,257450,0.74,0.75,0.71,0.71,+0.01,8
105/12/20,171000,116300,0.68,0.69,0.68,0.69,-0.02,4
105/12/21,236000,148140,0.66,0.66,0.59,0.59,-0.10,5
105/12/22,94000,54580,0.54,0.62,0.54,0.62,+0.03,6
105/12/23,43000,26070,0.62,0.62,0.59,0.59,-0.03,4
105/12/26,152000,84100,0.55,0.56,0.55,0.55,-0.04,4
105/12/27,155000,82250,0.55,0.55,0.53,0.53,-0.02,2
105/12/28,52000,29120,0.56,0.56,0.56,0.56,+0.03,3
105/12/29,0,0,---,---,---,---,---,0
105/12/30,180000,96900,0.54,0.54,0.53,0.53,-0.02,2
106/01/03,0,0,---,---,---,---,---,0
106/01/04,446000,263640,0.59,0.60,0.58,0.58,+0.04,8
106/01/05,36000,20160,0.56,0.56,0.56,0.56,-0.02,1
106/01/06,176000,98990,0.54,0.57,0.54,0.55,-0.01,5
106/01/09,10000,5400,0.54,0.54,0.54,0.54,-0.01,1
106/01/10,10000,4700,0.47,0.47,0.47,0.47,-0.07,1
106/01/11,10000,4700,0.47,0.47,0.47,0.47,0.00,1
106/01/12,0,0,---,---,---,---,---,0
106/01/13,0,0,---,---,---,---,---,0
106/01/16,20000,11000,0.55,0.55,0.55,0.55,+0.07,1
106/01/17,0,0,---,---,---,---,---,0
106/01/18,406000,227460,0.56,0.57,0.56,0.57,+0.04,5
106/01/19,140000,77000,0.55,0.55,0.55,0.55,-0.02,1
106/01/20,0,0,---,---,---,---,---,0
106/01/23,0,0,---,---,---,---,---,0
106/01/24,0,0,---,---,---,---,---,0
106/02/02,10000,5100,0.51,0.51,0.51,0.51,-0.03,1
106/02/03,466000,246180,0.52,0.53,0.51,0.52,+0.01,9
106/02/06,558000,332700,0.57,0.61,0.57,0.60,+0.08,10
106/02/07,129000,69460,0.54,0.54,0.53,0.54,-0.06,5
106/02/08,3000,1560,0.52,0.52,0.52,0.52,-0.02,1
106/02/09,0,0,---,---,---,---,---,0
106/02/10,0,0,---,---,---,---,---,0
106/02/13,158000,85420,0.54,0.55,0.54,0.55,+0.04,4
106/02/14,169000,91280,0.54,0.56,0.52,0.52,-0.03,5
106/02/15,4000,2040,0.51,0.51,0.51,0.51,-0.01,1
106/02/16,10000,4800,0.48,0.48,0.48,0.48,-0.03,1
106/02/17,40000,20400,0.52,0.52,0.50,0.50,+0.02,3
106/02/18,0,0,---,---,---,---,---,0
106/02/20,700000,400700,0.53,0.60,0.53,0.53,+0.02,16
106/02/21,413000,193940,0.49,0.49,0.45,0.47,-0.06,6
106/02/22,300000,147060,0.49,0.51,0.49,0.51,+0.04,4
106/02/23,0,0,---,---,---,---,---,0
106/02/24,5000,2350,0.47,0.47,0.47,0.47,-0.03,1
106/03/01,0,0,---,---,---,---,---,0
106/03/02,30000,9900,0.33,0.33,0.33,0.33,-0.05,1
106/03/03,0,0,---,---,---,---,---,0
106/03/06,43000,13560,0.31,0.32,0.31,0.32,+0.01,3
106/03/07,40000,12400,0.31,0.31,0.31,0.31,-0.01,2
106/03/08,0,0,---,---,---,---,---,0
106/03/09,10000,3000,0.30,0.30,0.30,0.30,0.00,1
106/03/10,0,0,---,---,---,---,---,0
106/03/13,0,0,---,---,---,---,---,0
106/03/14,10000,2700,0.27,0.27,0.27,0.27,-0.02,1
106/03/15,50000,15500,0.31,0.31,0.31,0.31,+0.04,1
106/03/16,0,0,---,---,---,---,---,0
106/03/17,103000,30900,0.30,0.30,0.30,0.30,0.00,2
106/03/20,0,0,---,---,---,---,---,0
106/03/21,99000,30690,0.31,0.31,0.31,0.31,+0.01,1
106/03/22,0,0,---,---,---,---,---,0
106/03/23,99000,29700,0.30,0.30,0.30,0.30,0.00,1
106/03/24,99000,30690,0.31,0.31,0.31,0.31,+0.01,1
106/03/27,1000,330,0.33,0.33,0.33,0.33,+0.02,1
106/03/28,0,0,---,---,---,---,---,0
106/03/29,10000,3100,0.31,0.31,0.31,0.31,+0.01,1
106/03/30,0,0,---,---,---,---,---,0
106/03/31,0,0,---,---,---,---,---,0
