106/09/18,65000,86550,1.34,1.34,1.30,1.30,+0.20,4
106/09/20,339000,381730,1.13,1.19,1.05,1.12,0.00,18
106/09/21,243000,289170,1.15,1.24,1.13,1.22,+0.10,15
106/09/22,124000,136010,1.12,1.12,1.04,1.06,-0.16,7
106/09/25,60000,64900,1.03,1.11,1.03,1.07,+0.01,5
106/09/26,145000,136650,1.03,1.03,0.91,0.91,-0.16,5
106/09/27,40000,39000,0.96,0.99,0.96,0.97,+0.06,4
106/09/28,364000,437710,1.13,1.25,1.13,1.19,+0.22,25
106/09/29,1333000,1608160,1.19,1.30,1.17,1.20,+0.01,22
106/09/30,975000,1297720,1.28,1.37,1.28,1.29,+0.09,20
106/10/03,842000,1286690,1.45,1.59,1.42,1.59,+0.27,27
106/10/06,3445000,5610060,1.75,1.75,1.58,1.63,+0.09,40
106/10/11,2683000,4509580,1.57,1.75,1.57,1.75,+0.12,39
106/10/12,3515000,7526640,2.04,2.61,1.99,2.61,+0.86,53
106/10/13,790000,1778120,2.60,2.60,2.09,2.27,-0.34,19
106/10/16,93000,207060,2.37,2.38,2.13,2.21,-0.06,8
106/10/17,458000,1112220,2.15,2.59,2.15,2.34,+0.13,17
106/10/18,30000,68100,2.27,2.27,2.27,2.27,-0.07,3
106/10/19,20000,51900,2.60,2.60,2.59,2.59,+0.32,2
106/10/20,98000,241950,2.51,2.51,2.41,2.41,-0.18,6
106/10/23,20000,48400,2.42,2.42,2.42,2.42,+0.01,1
106/10/24,4000,12070,2.95,3.04,2.95,3.04,+0.62,2
106/10/27,49000,138450,2.83,2.89,2.50,2.50,-0.80,6
106/10/30,5000,9350,1.87,1.87,1.87,1.87,-0.63,1
106/11/01,0,0,---,---,---,---,---,0
106/11/02,10000,34700,3.47,3.47,3.47,3.47,+0.21,1
106/11/03,0,0,---,---,---,---,---,0
106/11/08,5000,18100,3.62,3.62,3.62,3.62,+0.16,1
106/11/09,0,0,---,---,---,---,---,0
106/11/13,1000,4000,4.00,4.00,4.00,4.00,+0.45,1
106/11/14,10000,38000,3.80,3.80,3.80,3.80,-0.20,1
106/11/20,35000,166750,4.99,4.99,4.20,4.20,-0.68,2
106/11/21,0,0,---,---,---,---,---,0
106/11/22,0,0,---,---,---,---,---,0
106/11/24,60000,303000,5.05,5.05,5.05,5.05,+0.29,2
106/11/27,0,0,---,---,---,---,---,0
106/11/28,0,0,---,---,---,---,---,0
106/11/29,0,0,---,---,---,---,---,0
106/11/30,0,0,---,---,---,---,---,0
106/12/01,0,0,---,---,---,---,---,0
106/12/04,0,0,---,---,---,---,---,0
106/12/06,20000,62400,3.12,3.12,3.12,3.12,-1.15,1
106/12/07,0,0,---,---,---,---,---,0
106/12/08,0,0,---,---,---,---,---,0
106/12/11,0,0,---,---,---,---,---,0
106/12/12,0,0,---,---,---,---,---,0
106/12/13,0,0,---,---,---,---,---,0
106/12/14,0,0,---,---,---,---,---,0
106/12/15,0,0,---,---,---,---,---,0
106/12/19,0,0,---,---,---,---,---,0
106/12/20,0,0,---,---,---,---,---,0
106/12/21,0,0,---,---,---,---,---,0
106/12/22,0,0,---,---,---,---,---,0
106/12/25,0,0,---,---,---,---,---,0
106/12/26,0,0,---,---,---,---,---,0
106/12/28,0,0,---,---,---,---,---,0
106/12/29,0,0,---,---,---,---,---,0
107/01/02,0,0,---,---,---,---,---,0
107/01/03,0,0,---,---,---,---,---,0
107/01/04,0,0,---,---,---,---,---,0
107/01/05,0,0,---,---,---,---,---,0
107/01/08,0,0,---,---,---,---,---,0
107/01/09,5000,20550,4.11,4.11,4.11,4.11,-0.94,1
107/01/10,5000,18350,3.67,3.67,3.67,3.67,-0.44,1
107/01/11,0,0,---,---,---,---,---,0
107/01/12,1000,2870,2.87,2.87,2.87,2.87,-0.78,1
107/01/15,0,0,---,---,---,---,---,0
107/01/16,0,0,---,---,---,---,---,0
