105/03/09,177000,181570,1.02,1.04,0.99,0.99,0.00,7
105/03/10,157000,154260,0.98,0.99,0.98,0.99,0.00,3
105/03/11,0,0,---,---,---,---,---,0
105/03/14,82000,80360,0.98,0.98,0.98,0.98,+0.01,2
105/03/15,294000,296280,1.01,1.03,0.99,0.99,+0.01,7
105/03/16,224000,209860,0.94,0.94,0.93,0.94,-0.05,3
105/03/17,0,0,---,---,---,---,---,0
105/03/18,0,0,---,---,---,---,---,0
105/03/21,125000,114500,0.91,0.92,0.90,0.92,+0.06,6
105/03/22,85000,76500,0.90,0.90,0.90,0.90,-0.02,2
105/03/23,40000,35600,0.89,0.89,0.89,0.89,-0.01,1
105/03/24,0,0,---,---,---,---,---,0
105/03/25,0,0,---,---,---,---,---,0
105/03/28,0,0,---,---,---,---,---,0
105/03/29,10000,7200,0.72,0.72,0.72,0.72,-0.04,1
105/03/30,0,0,---,---,---,---,---,0
105/03/31,100000,70000,0.70,0.70,0.70,0.70,+0.01,1
105/04/01,100000,74000,0.74,0.74,0.74,0.74,+0.04,1
105/04/06,100000,68000,0.68,0.68,0.68,0.68,-0.06,1
105/04/07,160000,106600,0.67,0.67,0.66,0.66,-0.02,2
105/04/08,30000,20100,0.67,0.67,0.67,0.67,+0.01,1
105/04/11,120000,82800,0.69,0.69,0.69,0.69,+0.02,2
105/04/12,891000,742350,0.72,0.88,0.72,0.84,+0.15,22
105/04/13,859000,747660,0.89,0.90,0.80,0.80,-0.04,25
105/04/14,0,0,---,---,---,---,---,0
105/04/15,4000,3120,0.78,0.78,0.78,0.78,-0.01,1
105/04/18,101000,77780,0.77,0.78,0.77,0.78,0.00,2
105/04/19,100000,79000,0.79,0.79,0.79,0.79,+0.01,1
105/04/20,110000,86600,0.79,0.79,0.76,0.76,-0.03,2
105/04/21,0,0,---,---,---,---,---,0
105/04/22,0,0,---,---,---,---,---,0
105/04/25,17000,10410,0.60,0.63,0.60,0.63,+0.02,2
105/04/26,30000,18860,0.62,0.64,0.62,0.64,+0.01,3
105/04/27,23000,13800,0.60,0.60,0.60,0.60,-0.04,2
105/04/28,105000,50490,0.50,0.50,0.48,0.49,-0.11,3
105/04/29,241000,189270,0.67,0.91,0.66,0.91,+0.42,13
105/05/03,237000,178130,0.79,0.79,0.68,0.68,-0.23,20
105/05/04,264000,161740,0.68,0.68,0.59,0.59,-0.09,7
105/05/05,0,0,---,---,---,---,---,0
105/05/06,350000,189400,0.52,0.56,0.52,0.55,+0.01,7
105/05/09,10000,5200,0.52,0.52,0.52,0.52,-0.03,1
105/05/10,64000,34020,0.52,0.56,0.52,0.56,+0.04,5
105/05/11,160000,90000,0.55,0.57,0.55,0.57,+0.01,4
105/05/12,31000,16630,0.54,0.54,0.53,0.53,-0.04,3
105/05/13,20000,9500,0.47,0.48,0.47,0.48,-0.05,2
105/05/16,310000,148000,0.47,0.50,0.47,0.48,0.00,4
105/05/17,425000,213830,0.50,0.52,0.49,0.52,+0.04,10
105/05/18,205000,108650,0.55,0.55,0.51,0.51,-0.01,4
105/05/19,505000,252550,0.51,0.51,0.49,0.49,-0.02,6
105/05/20,620000,293900,0.49,0.49,0.47,0.47,-0.02,16
105/05/23,490000,240400,0.48,0.50,0.48,0.50,+0.03,11
105/05/24,650000,316000,0.51,0.51,0.48,0.48,-0.02,5
105/05/25,419000,207610,0.50,0.50,0.49,0.49,+0.01,9
105/05/26,110000,57800,0.53,0.53,0.52,0.52,+0.03,5
105/05/27,0,0,---,---,---,---,---,0
105/05/30,262000,144070,0.54,0.56,0.53,0.55,+0.04,9
105/05/31,337000,169430,0.52,0.52,0.49,0.49,-0.06,12
105/06/01,85000,41250,0.49,0.49,0.47,0.47,-0.02,3
105/06/02,100000,45500,0.46,0.46,0.45,0.45,-0.02,2
105/06/03,0,0,---,---,---,---,---,0
105/06/04,0,0,---,---,---,---,---,0
105/06/06,100000,42000,0.42,0.42,0.42,0.42,-0.03,1
105/06/07,10000,4200,0.42,0.42,0.42,0.42,0.00,1
105/06/08,23000,9200,0.40,0.40,0.40,0.40,-0.02,1
105/06/13,67000,28890,0.43,0.44,0.43,0.44,+0.04,6
105/06/14,27000,11380,0.44,0.44,0.42,0.42,-0.02,4
105/06/15,151000,61910,0.41,0.41,0.41,0.41,-0.01,2
105/06/16,26000,10560,0.41,0.41,0.39,0.39,-0.02,4
105/06/17,100000,40000,0.40,0.40,0.40,0.40,+0.01,1
105/06/20,110000,43800,0.40,0.40,0.38,0.38,-0.02,3
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
105/06/23,70000,25900,0.37,0.37,0.37,0.37,0.00,1
105/06/24,215000,64500,0.30,0.30,0.30,0.30,-0.07,3
105/06/27,10000,3000,0.30,0.30,0.30,0.30,0.00,1
105/06/28,200000,60000,0.30,0.30,0.30,0.30,0.00,1
105/06/29,399000,123690,0.31,0.31,0.31,0.31,+0.01,2
105/06/30,0,0,---,---,---,---,---,0
105/07/01,200000,60000,0.30,0.30,0.30,0.30,-0.01,2
105/07/04,20000,5600,0.28,0.28,0.28,0.28,-0.02,1
105/07/05,522000,155380,0.30,0.30,0.29,0.29,+0.01,6
105/07/06,0,0,---,---,---,---,---,0
