105/07/20,73000,97570,1.33,1.34,1.33,1.34,+0.12,3
105/07/21,437000,597930,1.35,1.37,1.35,1.36,+0.02,13
105/07/22,94000,130460,1.39,1.41,1.35,1.37,+0.01,5
105/07/25,415000,574080,1.35,1.41,1.35,1.40,+0.03,8
105/07/26,423000,608070,1.44,1.46,1.42,1.42,+0.02,11
105/07/27,31000,42880,1.39,1.39,1.36,1.36,-0.06,3
105/07/28,300000,432000,1.44,1.44,1.44,1.44,+0.08,4
105/07/29,315000,451450,1.42,1.44,1.42,1.43,-0.01,5
105/08/01,0,0,---,---,---,---,---,0
105/08/02,144000,200160,1.39,1.39,1.39,1.39,+0.01,4
105/08/03,143000,199200,1.40,1.40,1.39,1.39,0.00,4
105/08/04,352000,495800,1.41,1.41,1.40,1.40,+0.01,5
105/08/05,445000,630900,1.42,1.42,1.41,1.42,+0.02,4
105/08/08,1315000,1965050,1.47,1.52,1.44,1.52,+0.10,20
105/08/09,1078000,1599820,1.53,1.53,1.45,1.51,-0.01,48
105/08/10,80000,120800,1.51,1.51,1.51,1.51,0.00,1
105/08/11,643000,1039790,1.54,1.66,1.54,1.66,+0.15,11
105/08/12,759000,1236980,1.75,1.75,1.60,1.69,+0.03,34
105/08/15,1095000,1933450,1.69,1.80,1.69,1.80,+0.11,12
105/08/16,513000,888430,1.75,1.75,1.71,1.73,-0.07,16
105/08/17,31000,54860,1.77,1.77,1.76,1.76,+0.03,2
105/08/18,1000,1710,1.71,1.71,1.71,1.71,-0.05,1
105/08/19,2000,3470,1.73,1.74,1.73,1.74,+0.03,2
105/08/22,12000,20680,1.73,1.75,1.72,1.75,+0.01,3
105/08/23,1000,1760,1.76,1.76,1.76,1.76,+0.01,1
105/08/24,10000,16700,1.67,1.67,1.67,1.67,-0.09,1
105/08/25,0,0,---,---,---,---,---,0
105/08/26,108000,179280,1.66,1.66,1.66,1.66,+0.01,2
105/08/29,199000,333080,1.64,1.70,1.64,1.70,+0.04,9
105/08/30,91000,151120,1.69,1.69,1.66,1.66,-0.04,3
105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,50000,89800,1.74,1.84,1.74,1.84,+0.13,5
105/09/05,40000,74280,1.86,1.86,1.83,1.83,-0.01,3
105/09/06,50000,91500,1.83,1.83,1.83,1.83,0.00,1
105/09/07,1175000,2215930,1.94,2.01,1.88,1.88,+0.05,11
105/09/08,62000,111190,1.82,1.82,1.77,1.77,-0.11,6
105/09/09,0,0,---,---,---,---,---,0
105/09/10,20000,36900,1.87,1.87,1.82,1.82,+0.04,2
105/09/12,10000,17900,1.79,1.79,1.79,1.79,-0.03,1
105/09/13,60000,108300,1.78,1.81,1.78,1.81,+0.02,2
105/09/14,0,0,---,---,---,---,---,0
105/09/19,2000,3660,1.83,1.83,1.83,1.83,0.00,1
105/09/20,156000,304710,1.94,1.97,1.94,1.95,+0.12,9
105/09/21,151000,288860,1.93,1.93,1.88,1.89,-0.06,13
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,28000,51800,1.85,1.85,1.85,1.85,+0.03,2
105/10/03,47000,84130,1.79,1.79,1.79,1.79,-0.06,3
105/10/04,130000,209000,1.65,1.65,1.60,1.60,-0.19,4
105/10/05,10000,16200,1.62,1.62,1.62,1.62,+0.02,1
105/10/06,30000,47100,1.61,1.61,1.52,1.52,-0.10,3
105/10/07,30000,46800,1.56,1.56,1.56,1.56,+0.04,2
105/10/11,30000,46400,1.56,1.56,1.52,1.52,-0.04,4
105/10/12,15000,23200,1.56,1.56,1.52,1.52,0.00,2
105/10/13,50000,69850,1.40,1.41,1.38,1.40,-0.12,7
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,10000,15900,1.59,1.59,1.59,1.59,-0.10,1
105/12/20,0,0,---,---,---,---,---,0
105/12/21,0,0,---,---,---,---,---,0
105/12/22,0,0,---,---,---,---,---,0
105/12/23,10000,17200,1.72,1.72,1.72,1.72,+0.03,1
105/12/26,10000,16700,1.67,1.67,1.67,1.67,-0.05,1
105/12/27,0,0,---,---,---,---,---,0
105/12/28,0,0,---,---,---,---,---,0
105/12/29,0,0,---,---,---,---,---,0
105/12/30,0,0,---,---,---,---,---,0
