105/07/20,257000,313220,1.21,1.26,1.18,1.20,0.00,11
105/07/21,264000,314830,1.21,1.22,1.17,1.18,-0.02,7
105/07/22,29000,32040,1.14,1.14,1.07,1.07,-0.11,5
105/07/25,34000,34940,1.03,1.03,1.01,1.01,-0.06,2
105/07/26,26000,26300,1.02,1.02,0.97,0.97,-0.04,5
105/07/27,358000,367030,1.01,1.05,1.01,1.02,+0.05,10
105/07/28,342000,346050,1.03,1.03,1.00,1.02,0.00,17
105/07/29,757000,823690,1.01,1.10,1.01,1.09,+0.07,18
105/08/01,1311000,1425410,1.08,1.16,1.06,1.16,+0.07,26
105/08/02,889000,1025900,1.16,1.17,1.14,1.17,+0.01,28
105/08/03,172000,187900,1.10,1.10,1.07,1.07,-0.10,11
105/08/04,337000,356730,1.07,1.07,1.03,1.03,-0.04,12
105/08/05,399000,422970,1.06,1.07,1.04,1.06,+0.03,9
105/08/08,0,0,---,---,---,---,---,0
105/08/09,162000,147460,0.92,0.93,0.85,0.93,-0.01,12
105/08/10,927000,834130,0.89,0.92,0.89,0.91,-0.02,17
105/08/11,734000,649260,0.90,0.90,0.86,0.88,-0.03,7
105/08/12,52000,46180,0.89,0.89,0.84,0.84,-0.04,2
105/08/15,27000,23020,0.86,0.86,0.85,0.85,+0.01,2
105/08/16,7000,6090,0.87,0.87,0.87,0.87,+0.02,1
105/08/17,0,0,---,---,---,---,---,0
105/08/18,7000,5950,0.85,0.85,0.85,0.85,+0.02,1
105/08/19,282000,271780,0.96,0.99,0.94,0.94,+0.09,10
105/08/22,213000,186220,0.88,0.88,0.85,0.85,-0.09,6
105/08/23,9000,7830,0.87,0.87,0.87,0.87,+0.02,1
105/08/24,2000,1780,0.89,0.89,0.89,0.89,+0.02,1
105/08/25,469000,434470,0.91,0.95,0.91,0.93,+0.04,14
105/08/26,408000,373890,0.90,0.93,0.90,0.92,-0.01,9
105/08/29,20000,17960,0.91,0.91,0.88,0.88,-0.04,2
105/08/30,33000,28710,0.87,0.87,0.87,0.87,-0.01,2
105/08/31,30000,26780,0.87,0.91,0.87,0.91,+0.04,3
105/09/01,2000,1760,0.88,0.88,0.88,0.88,-0.03,1
105/09/02,52000,42120,0.81,0.81,0.81,0.81,-0.07,1
105/09/05,51000,36950,0.73,0.73,0.69,0.69,-0.12,2
105/09/06,24000,17870,0.76,0.76,0.73,0.73,+0.04,3
105/09/07,0,0,---,---,---,---,---,0
105/09/08,0,0,---,---,---,---,---,0
105/09/09,6000,4200,0.70,0.70,0.70,0.70,0.00,1
105/09/10,0,0,---,---,---,---,---,0
105/09/12,25000,16900,0.67,0.68,0.67,0.68,+0.01,2
105/09/13,35000,21610,0.63,0.63,0.60,0.60,-0.08,3
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,30000,11700,0.39,0.39,0.39,0.39,0.00,1
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,30000,11100,0.37,0.37,0.37,0.37,0.00,1
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
105/12/20,0,0,---,---,---,---,---,0
105/12/21,0,0,---,---,---,---,---,0
105/12/22,0,0,---,---,---,---,---,0
105/12/23,0,0,---,---,---,---,---,0
105/12/26,0,0,---,---,---,---,---,0
105/12/27,0,0,---,---,---,---,---,0
105/12/28,0,0,---,---,---,---,---,0
105/12/29,0,0,---,---,---,---,---,0
105/12/30,0,0,---,---,---,---,---,0
106/01/03,0,0,---,---,---,---,---,0
106/01/04,0,0,---,---,---,---,---,0
106/01/05,0,0,---,---,---,---,---,0
