106/09/12,151000,161750,1.07,1.08,1.04,1.04,0.00,8
106/09/13,215000,228060,1.04,1.10,1.00,1.09,+0.05,8
106/09/15,865000,1055920,1.07,1.40,1.07,1.40,+0.38,22
106/09/18,1246000,1590940,1.35,1.35,1.21,1.28,-0.12,52
106/09/20,706000,1093400,1.49,1.68,1.44,1.68,+0.25,45
106/09/21,230000,440420,1.88,2.00,1.78,2.00,+0.32,30
106/09/22,95000,177600,1.90,1.98,1.82,1.98,-0.02,7
106/09/25,100000,182100,2.03,2.03,1.55,1.87,-0.11,9
106/09/26,293000,541140,1.82,2.14,1.77,2.14,+0.27,15
106/09/27,12000,23880,1.99,1.99,1.99,1.99,-0.15,2
106/09/28,13000,34500,2.44,2.76,2.44,2.76,+0.77,4
106/09/29,10000,25500,2.55,2.55,2.55,2.55,-0.21,1
106/09/30,39000,103610,2.74,2.83,2.61,2.61,+0.06,8
106/10/03,4000,13000,3.25,3.25,3.25,3.25,-0.04,1
106/10/06,12000,34840,2.91,2.91,2.89,2.89,-0.41,2
106/10/11,19000,56350,2.90,3.20,2.83,3.01,+0.12,5
106/10/12,5000,17460,3.12,3.96,3.12,3.96,+0.95,3
106/10/13,5000,20220,4.00,4.11,4.00,4.11,+0.15,2
106/10/16,0,0,---,---,---,---,---,0
106/10/17,0,0,---,---,---,---,---,0
106/10/18,0,0,---,---,---,---,---,0
106/10/19,3000,12900,4.30,4.30,4.30,4.30,+0.19,1
106/10/20,0,0,---,---,---,---,---,0
106/10/23,0,0,---,---,---,---,---,0
106/10/24,0,0,---,---,---,---,---,0
106/10/27,0,0,---,---,---,---,---,0
106/10/30,0,0,---,---,---,---,---,0
106/11/01,0,0,---,---,---,---,---,0
106/11/02,0,0,---,---,---,---,---,0
106/11/03,0,0,---,---,---,---,---,0
106/11/08,0,0,---,---,---,---,---,0
106/11/09,0,0,---,---,---,---,---,0
106/11/13,0,0,---,---,---,---,---,0
106/11/14,0,0,---,---,---,---,---,0
106/11/20,0,0,---,---,---,---,---,0
106/11/21,0,0,---,---,---,---,---,0
106/11/22,0,0,---,---,---,---,---,0
106/11/24,0,0,---,---,---,---,---,0
106/11/27,0,0,---,---,---,---,---,0
106/11/28,0,0,---,---,---,---,---,0
106/11/29,0,0,---,---,---,---,---,0
106/11/30,0,0,---,---,---,---,---,0
106/12/01,0,0,---,---,---,---,---,0
106/12/04,0,0,---,---,---,---,---,0
106/12/06,0,0,---,---,---,---,---,0
106/12/07,0,0,---,---,---,---,---,0
106/12/08,0,0,---,---,---,---,---,0
106/12/11,0,0,---,---,---,---,---,0
106/12/12,0,0,---,---,---,---,---,0
106/12/13,0,0,---,---,---,---,---,0
106/12/14,0,0,---,---,---,---,---,0
106/12/15,0,0,---,---,---,---,---,0
106/12/19,0,0,---,---,---,---,---,0
106/12/20,0,0,---,---,---,---,---,0
106/12/21,0,0,---,---,---,---,---,0
106/12/22,0,0,---,---,---,---,---,0
106/12/25,0,0,---,---,---,---,---,0
106/12/26,0,0,---,---,---,---,---,0
106/12/28,0,0,---,---,---,---,---,0
106/12/29,0,0,---,---,---,---,---,0
107/01/02,0,0,---,---,---,---,---,0
107/01/03,0,0,---,---,---,---,---,0
107/01/04,0,0,---,---,---,---,---,0
107/01/05,0,0,---,---,---,---,---,0
107/01/08,0,0,---,---,---,---,---,0
107/01/09,0,0,---,---,---,---,---,0
