107/09/12,557000,369420,0.66,0.67,0.66,0.67,0.00,6
107/09/13,557000,384050,0.67,0.69,0.67,0.69,+0.02,4
107/09/19,493000,343160,0.70,0.70,0.69,0.69,-0.01,6
107/09/20,476000,333170,0.70,0.70,0.69,0.69,0.00,5
107/09/25,310000,252420,0.82,0.82,0.80,0.80,+0.03,4
107/10/01,471000,343590,0.71,0.75,0.71,0.71,-0.11,10
107/10/02,295000,191200,0.66,0.66,0.59,0.59,-0.12,5
107/10/03,10000,5000,0.50,0.50,0.50,0.50,-0.09,1
107/10/04,0,0,---,---,---,---,---,0
107/10/05,0,0,---,---,---,---,---,0
107/10/08,65000,29900,0.46,0.46,0.46,0.46,+0.01,1
107/10/09,65000,31200,0.48,0.48,0.48,0.48,+0.02,1
107/10/12,0,0,---,---,---,---,---,0
107/10/15,0,0,---,---,---,---,---,0
107/10/17,91000,30030,0.33,0.33,0.33,0.33,+0.03,1
107/10/19,100000,30000,0.30,0.30,0.30,0.30,+0.01,1
107/10/25,40000,12400,0.31,0.31,0.31,0.31,-0.04,4
107/10/26,70000,24400,0.37,0.37,0.34,0.34,+0.03,4
107/10/31,9000,3260,0.36,0.37,0.36,0.37,+0.03,3
107/11/01,10000,3340,0.33,0.34,0.33,0.33,-0.04,6
107/11/02,8000,2760,0.34,0.36,0.33,0.33,0.00,7
107/11/05,10000,3450,0.34,0.35,0.34,0.35,+0.02,2
107/11/06,10000,3250,0.35,0.35,0.30,0.30,-0.05,2
107/11/08,135000,43900,0.34,0.34,0.24,0.24,-0.06,3
107/11/09,30000,6300,0.21,0.21,0.21,0.21,-0.03,1
107/11/12,0,0,---,---,---,---,---,0
107/11/13,3000,690,0.23,0.23,0.23,0.23,0.00,1
107/11/14,5000,1200,0.24,0.24,0.24,0.24,+0.01,1
107/11/16,0,0,---,---,---,---,---,0
107/11/19,30000,6600,0.22,0.22,0.22,0.22,0.00,1
107/11/20,0,0,---,---,---,---,---,0
107/11/21,0,0,---,---,---,---,---,0
107/11/26,0,0,---,---,---,---,---,0
107/11/27,100000,24000,0.24,0.24,0.24,0.24,+0.01,1
107/11/29,210000,58800,0.28,0.28,0.28,0.28,+0.01,5
107/11/30,0,0,---,---,---,---,---,0
107/12/03,0,0,---,---,---,---,---,0
107/12/04,10000,3200,0.32,0.32,0.32,0.32,0.00,1
107/12/06,100000,24000,0.24,0.24,0.24,0.24,-0.08,1
107/12/07,0,0,---,---,---,---,---,0
107/12/10,0,0,---,---,---,---,---,0
107/12/11,0,0,---,---,---,---,---,0
107/12/12,110000,29500,0.25,0.27,0.25,0.27,+0.03,2
107/12/13,387000,111900,0.29,0.30,0.28,0.30,+0.03,6
107/12/14,0,0,---,---,---,---,---,0
107/12/17,167000,36740,0.22,0.22,0.22,0.22,-0.04,1
107/12/19,83000,17100,0.21,0.21,0.20,0.20,-0.03,3
107/12/20,20000,3600,0.18,0.18,0.18,0.18,-0.02,1
107/12/21,0,0,---,---,---,---,---,0
107/12/22,0,0,---,---,---,---,---,0
107/12/24,0,0,---,---,---,---,---,0
107/12/25,0,0,---,---,---,---,---,0
107/12/26,0,0,---,---,---,---,---,0
107/12/27,0,0,---,---,---,---,---,0
107/12/28,0,0,---,---,---,---,---,0
108/01/02,0,0,---,---,---,---,---,0
108/01/03,0,0,---,---,---,---,---,0
108/01/04,0,0,---,---,---,---,---,0
108/01/07,0,0,---,---,---,---,---,0
108/01/08,0,0,---,---,---,---,---,0
108/01/09,0,0,---,---,---,---,---,0
108/01/11,0,0,---,---,---,---,---,0
108/01/14,0,0,---,---,---,---,---,0
108/01/15,0,0,---,---,---,---,---,0
108/01/18,0,0,---,---,---,---,---,0
108/01/23,0,0,---,---,---,---,---,0
108/01/25,0,0,---,---,---,---,---,0
108/01/28,0,0,---,---,---,---,---,0
108/01/29,0,0,---,---,---,---,---,0
108/01/30,0,0,---,---,---,---,---,0
108/02/11,0,0,---,---,---,---,---,0
108/02/12,0,0,---,---,---,---,---,0
108/02/13,0,0,---,---,---,---,---,0
108/02/14,0,0,---,---,---,---,---,0
108/02/15,0,0,---,---,---,---,---,0
108/02/18,0,0,---,---,---,---,---,0
108/02/20,0,0,---,---,---,---,---,0
108/02/21,0,0,---,---,---,---,---,0
108/02/22,0,0,---,---,---,---,---,0
108/02/25,100000,7000,0.07,0.07,0.07,0.07,-0.04,1
108/02/27,0,0,---,---,---,---,---,0
108/03/04,0,0,---,---,---,---,---,0
108/03/06,0,0,---,---,---,---,---,0
108/03/08,0,0,---,---,---,---,---,0
108/03/11,0,0,---,---,---,---,---,0
108/03/13,0,0,---,---,---,---,---,0
