105/08/19,17000,19040,1.12,1.12,1.12,1.12,-0.09,1
105/08/22,17000,19210,1.13,1.13,1.13,1.13,+0.01,1
105/08/23,82000,95120,1.16,1.16,1.16,1.16,+0.03,6
105/08/24,282000,324660,1.13,1.16,1.13,1.16,0.00,12
105/08/25,200000,231000,1.16,1.16,1.15,1.15,-0.01,5
105/08/26,5000,5750,1.15,1.15,1.15,1.15,0.00,1
105/08/29,0,0,---,---,---,---,---,0
105/08/30,5000,5500,1.10,1.10,1.10,1.10,-0.02,1
105/08/31,5000,5450,1.09,1.09,1.09,1.09,-0.01,1
105/09/01,0,0,---,---,---,---,---,0
105/09/02,49000,52920,1.08,1.08,1.08,1.08,-0.01,2
105/09/05,40000,41700,1.04,1.06,1.04,1.06,-0.02,2
105/09/06,251000,264830,1.03,1.06,1.03,1.06,0.00,6
105/09/07,237000,246730,1.05,1.05,1.03,1.03,-0.03,5
105/09/08,6000,5460,0.91,0.91,0.91,0.91,-0.12,1
105/09/09,6000,5280,0.88,0.88,0.88,0.88,-0.03,1
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,92000,64400,0.70,0.70,0.70,0.70,-0.13,2
105/09/21,151000,99000,0.64,0.68,0.64,0.68,-0.02,4
105/09/22,118000,80040,0.69,0.69,0.67,0.67,-0.01,3
105/09/23,290000,190060,0.64,0.68,0.63,0.68,+0.01,6
105/09/26,80000,54350,0.66,0.69,0.66,0.69,+0.01,3
105/09/29,116000,75400,0.65,0.65,0.65,0.65,-0.04,3
105/09/30,66000,44470,0.67,0.68,0.67,0.68,+0.03,2
105/10/03,41000,27470,0.67,0.67,0.67,0.67,-0.01,1
105/10/04,75000,49650,0.64,0.67,0.64,0.67,0.00,2
105/10/05,0,0,---,---,---,---,---,0
105/10/06,55000,33550,0.61,0.61,0.61,0.61,-0.03,1
105/10/07,0,0,---,---,---,---,---,0
105/10/11,202000,127510,0.60,0.69,0.60,0.65,+0.08,5
