105/07/11,71000,75960,1.07,1.07,1.06,1.06,0.00,2
105/07/12,73000,75920,1.04,1.04,1.04,1.04,-0.02,3
105/07/13,140000,159600,1.14,1.14,1.14,1.14,+0.10,1
105/07/14,140000,149800,1.07,1.07,1.07,1.07,-0.07,1
105/07/15,115000,141630,1.23,1.29,1.23,1.29,+0.22,5
105/07/18,112000,150080,1.34,1.34,1.34,1.34,+0.05,1
105/07/19,0,0,---,---,---,---,---,0
105/07/20,0,0,---,---,---,---,---,0
105/07/21,0,0,---,---,---,---,---,0
105/07/22,0,0,---,---,---,---,---,0
105/07/25,80000,100100,1.26,1.26,1.25,1.25,-0.11,9
105/07/26,80000,97600,1.22,1.22,1.22,1.22,-0.03,2
105/07/27,189000,243720,1.27,1.30,1.27,1.29,+0.07,3
105/07/28,184000,235910,1.29,1.29,1.28,1.28,-0.01,4
105/07/29,0,0,---,---,---,---,---,0
105/08/01,15000,18150,1.21,1.21,1.21,1.21,-0.02,1
105/08/02,0,0,---,---,---,---,---,0
105/08/03,0,0,---,---,---,---,---,0
105/08/04,0,0,---,---,---,---,---,0
105/08/05,0,0,---,---,---,---,---,0
105/08/08,215000,256150,1.20,1.20,1.19,1.19,-0.04,2
105/08/09,155000,159150,1.02,1.03,1.01,1.01,-0.18,5
105/08/10,264000,271920,1.03,1.03,1.03,1.03,+0.02,3
105/08/11,194000,190120,0.98,0.98,0.98,0.98,-0.05,1
105/08/12,0,0,---,---,---,---,---,0
105/08/15,85000,79900,0.94,0.94,0.94,0.94,-0.03,1
105/08/16,682000,660130,0.96,0.98,0.92,0.92,-0.02,6
105/08/17,749000,682640,0.90,0.93,0.90,0.93,+0.01,14
105/08/18,152000,136800,0.90,0.90,0.90,0.90,-0.03,2
105/08/19,0,0,---,---,---,---,---,0
105/08/22,74000,48840,0.66,0.66,0.66,0.66,-0.11,1
105/08/23,919000,724280,0.74,0.93,0.74,0.93,+0.27,9
105/08/24,1515000,1522240,0.96,1.04,0.96,0.98,+0.05,48
105/08/25,785000,733060,0.93,0.97,0.91,0.94,-0.04,12
105/08/26,260000,252760,0.96,1.01,0.96,0.97,+0.03,10
105/08/29,862000,860590,0.98,1.03,0.98,1.01,+0.04,14
105/08/30,1001000,958410,0.97,0.98,0.93,0.96,-0.05,14
105/08/31,240000,222850,0.90,0.94,0.90,0.94,-0.02,10
105/09/01,29000,26130,0.90,0.92,0.89,0.89,-0.05,3
105/09/02,10000,7800,0.78,0.78,0.78,0.78,-0.11,1
105/09/05,0,0,---,---,---,---,---,0
105/09/06,9000,7830,0.87,0.87,0.87,0.87,+0.02,1
105/09/07,11000,9020,0.82,0.82,0.82,0.82,-0.05,1
105/09/08,15000,12150,0.81,0.81,0.81,0.81,-0.01,1
105/09/09,0,0,---,---,---,---,---,0
105/09/10,34000,23800,0.70,0.70,0.70,0.70,-0.06,1
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
105/12/20,0,0,---,---,---,---,---,0
105/12/21,0,0,---,---,---,---,---,0
105/12/22,0,0,---,---,---,---,---,0
105/12/23,0,0,---,---,---,---,---,0
105/12/26,0,0,---,---,---,---,---,0
105/12/27,0,0,---,---,---,---,---,0
105/12/28,0,0,---,---,---,---,---,0
105/12/29,0,0,---,---,---,---,---,0
105/12/30,0,0,---,---,---,---,---,0
