105/10/06,534000,600210,1.01,1.18,1.01,1.18,0.00,14
105/10/07,376000,442730,1.20,1.20,1.16,1.18,0.00,12
105/10/11,575000,544050,0.96,1.04,0.87,1.04,-0.14,8
105/10/12,429000,512790,1.16,1.26,1.14,1.17,+0.13,21
105/10/13,1038000,1238550,1.10,1.40,1.07,1.40,+0.23,41
105/10/14,1441000,2194670,1.40,1.58,1.40,1.56,+0.16,37
105/10/17,1450000,2263990,1.51,1.65,1.48,1.61,+0.05,27
105/10/18,541000,992240,1.81,1.88,1.68,1.77,+0.16,14
105/10/19,1000,1940,1.94,1.94,1.94,1.94,+0.17,1
105/10/20,27000,51400,1.99,1.99,1.88,1.92,-0.02,4
105/10/21,70000,144600,1.99,2.10,1.99,2.10,+0.18,4
105/10/24,101000,202830,2.05,2.06,1.98,1.98,-0.12,5
105/10/25,113000,203860,1.90,1.90,1.77,1.80,-0.18,3
105/10/26,300000,643900,1.99,2.31,1.95,2.31,+0.51,12
105/10/27,214000,472940,2.16,2.28,2.16,2.20,-0.11,6
105/10/28,60000,137300,2.24,2.35,2.24,2.35,+0.15,6
105/10/31,10000,18950,1.87,1.92,1.87,1.92,-0.43,2
105/11/01,10000,19300,1.93,1.93,1.93,1.93,+0.01,1
105/11/02,0,0,---,---,---,---,---,0
105/11/03,110000,166600,1.65,1.67,1.50,1.67,-0.13,3
105/11/04,25000,42850,1.81,1.81,1.69,1.69,+0.02,2
105/11/07,25000,43350,1.78,1.78,1.67,1.77,+0.08,3
105/11/08,10000,18700,1.87,1.87,1.87,1.87,+0.10,1
105/11/09,60000,96700,1.81,1.81,1.55,1.55,-0.32,3
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,111000,379510,3.30,3.62,3.30,3.51,+0.63,9
105/11/21,6000,22320,3.74,3.74,3.62,3.62,+0.11,2
105/11/22,5000,19400,3.88,3.88,3.88,3.88,+0.26,1
105/11/23,26000,118200,4.54,4.65,4.33,4.50,+0.62,7
105/11/24,19000,81140,4.12,4.38,4.12,4.25,-0.25,4
105/11/25,9000,42210,4.57,4.80,4.57,4.80,+0.55,3
105/11/28,0,0,---,---,---,---,---,0
105/11/29,5000,22260,4.26,4.51,4.26,4.51,-0.10,3
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,11000,48920,4.44,4.46,4.42,4.46,+0.01,3
105/12/05,11000,49880,4.53,4.58,4.53,4.58,+0.12,2
105/12/06,5000,28250,5.65,5.65,5.65,5.65,+1.07,1
105/12/07,1000,5200,5.20,5.20,5.20,5.20,-0.45,1
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,10000,44100,4.41,4.41,4.41,4.41,-0.32,1
105/12/19,0,0,---,---,---,---,---,0
105/12/20,0,0,---,---,---,---,---,0
