105/02/01,0,0,---,---,---,---,---,0
105/02/02,139000,202180,1.26,1.53,1.26,1.53,+0.37,16
105/02/03,122000,175470,1.50,1.50,1.31,1.31,-0.22,8
105/02/15,70000,91200,1.34,1.34,1.30,1.30,-0.01,3
105/02/16,255000,427900,1.53,1.76,1.53,1.76,+0.46,12
105/02/17,363000,607780,1.78,1.78,1.55,1.55,-0.21,21
105/02/18,611000,982270,1.58,1.69,1.54,1.54,-0.01,22
105/02/19,601000,995420,1.61,1.81,1.59,1.63,+0.09,24
105/02/22,644000,1107700,1.69,1.82,1.66,1.69,+0.06,22
105/02/23,573000,979330,1.76,1.76,1.65,1.68,-0.01,34
105/02/24,628000,1111270,1.77,1.94,1.70,1.72,+0.04,28
105/02/25,269000,479320,1.80,1.82,1.70,1.72,0.00,15
105/02/26,279000,447470,1.63,1.65,1.57,1.64,-0.08,20
105/03/01,421000,723290,1.71,1.76,1.62,1.71,+0.07,22
105/03/02,528000,915070,1.76,1.79,1.68,1.69,-0.02,21
105/03/03,328000,540460,1.67,1.72,1.60,1.65,-0.04,17
105/03/04,402000,616640,1.61,1.61,1.45,1.49,-0.16,19
105/03/07,305000,447500,1.44,1.53,1.42,1.47,-0.02,11
105/03/08,436000,630050,1.55,1.55,1.39,1.51,+0.04,22
105/03/09,1996000,3507640,1.60,2.05,1.57,2.03,+0.52,60
105/03/10,1738000,3212120,1.88,1.96,1.78,1.87,-0.16,61
105/03/11,785000,1467890,1.85,1.95,1.79,1.90,+0.03,32
105/03/14,2862000,6169340,1.93,2.33,1.89,2.20,+0.30,83
105/03/15,1410000,2906100,2.15,2.15,1.90,1.95,-0.25,59
105/03/16,470000,925570,1.99,2.04,1.91,1.91,-0.04,12
105/03/17,764000,1313090,1.94,1.96,1.62,1.63,-0.28,32
105/03/18,406000,680170,1.64,1.72,1.62,1.72,+0.09,11
105/03/21,660000,1208790,1.74,1.96,1.64,1.88,+0.16,31
105/03/22,477000,888900,1.89,1.89,1.79,1.79,-0.09,23
105/03/23,55000,91380,1.80,1.80,1.61,1.61,-0.18,8
105/03/24,86000,134800,1.49,1.65,1.49,1.55,-0.06,7
105/03/25,9000,14530,1.61,1.62,1.61,1.62,+0.07,2
105/03/28,96000,145080,1.52,1.56,1.45,1.51,-0.11,10
105/03/29,99000,151620,1.55,1.60,1.43,1.43,-0.08,10
105/03/30,696000,1087190,1.49,1.64,1.49,1.63,+0.20,24
105/03/31,654000,1060920,1.64,1.70,1.57,1.64,+0.01,44
105/04/01,107000,171920,1.60,1.63,1.57,1.63,-0.01,6
105/04/06,570000,997380,1.58,1.82,1.57,1.75,+0.12,25
105/04/07,1464000,2739200,1.81,1.93,1.73,1.86,+0.11,60
105/04/08,1361000,2769880,1.92,2.13,1.89,1.98,+0.12,61
105/04/11,882000,1744760,2.05,2.05,1.86,1.90,-0.08,37
105/04/12,179000,313920,1.86,1.89,1.56,1.57,-0.33,20
105/04/13,141000,234290,1.65,1.72,1.63,1.64,+0.07,18
105/04/14,1562000,2844800,1.73,1.90,1.69,1.87,+0.23,47
105/04/15,2022000,4054250,1.87,2.13,1.87,2.04,+0.17,90
105/04/18,1663000,3467890,2.03,2.26,1.95,2.13,+0.09,74
105/04/19,1946000,4259250,2.15,2.36,2.08,2.20,+0.07,53
105/04/20,1485000,3294920,2.26,2.33,2.02,2.10,-0.10,40
105/04/21,503000,1042160,2.10,2.12,2.00,2.05,-0.05,18
105/04/22,225000,453360,2.05,2.09,1.86,1.86,-0.19,11
105/04/25,241000,420520,1.80,1.83,1.69,1.72,-0.14,12
105/04/26,637000,1130070,1.76,1.88,1.74,1.75,+0.03,28
105/04/27,768000,1132700,1.66,1.66,1.30,1.34,-0.41,46
105/04/28,396000,489840,1.30,1.30,1.19,1.22,-0.12,27
105/04/29,622000,764420,1.26,1.31,1.13,1.14,-0.08,38
105/05/03,599000,772520,1.15,1.38,1.15,1.34,+0.20,32
105/05/04,385000,546630,1.34,1.50,1.28,1.49,+0.15,19
105/05/05,292000,420980,1.49,1.50,1.33,1.42,-0.07,18
105/05/06,132000,174240,1.35,1.39,1.28,1.32,-0.10,13
105/05/09,90000,119600,1.39,1.39,1.17,1.17,-0.15,8
105/05/10,184000,250160,1.15,1.39,1.15,1.39,+0.22,10
105/05/11,992000,1306020,1.40,1.40,1.19,1.19,-0.20,21
105/05/12,958000,1105850,1.15,1.22,1.11,1.15,-0.04,26
105/05/13,269000,268530,1.13,1.13,0.88,1.02,-0.13,19
105/05/16,286000,297850,0.97,1.13,0.92,1.08,+0.06,15
105/05/17,151000,169320,1.11,1.15,1.07,1.11,+0.03,13
105/05/18,84000,93360,1.07,1.16,1.07,1.10,-0.01,9
105/05/19,106000,114980,1.12,1.12,1.04,1.04,-0.06,11
105/05/20,109000,112110,0.98,1.09,0.96,1.04,0.00,11
105/05/23,1096000,1406340,1.08,1.38,1.05,1.36,+0.32,31
105/05/24,1171000,1514180,1.31,1.33,1.22,1.22,-0.14,32
105/05/25,247000,317340,1.30,1.34,1.20,1.20,-0.02,13
105/05/26,242000,300650,1.21,1.25,1.21,1.25,+0.05,14
105/05/27,272000,337030,1.27,1.27,1.17,1.17,-0.08,15
105/05/30,80000,93750,1.16,1.19,1.15,1.15,-0.02,8
