104/03/03,0,0,--,--,--,--,,0
104/03/04,0,0,--,--,--,--,,0
104/03/05,34000,33140,0.96,1.01,0.96,1.01,X,2
104/03/06,54000,55710,0.95,1.06,0.95,1.06,0.05,4
104/03/09,76000,71520,0.97,0.97,0.92,0.96,-0.10,9
104/03/10,491000,494450,0.96,1.10,0.92,0.97,0.01,30
104/03/11,451000,382330,0.82,0.88,0.82,0.88,-0.09,17
104/03/12,38000,36210,0.93,0.98,0.92,0.94,0.06,14
104/03/13,14000,13280,0.95,0.96,0.94,0.96,0.02,4
104/03/16,51000,44310,0.86,0.89,0.84,0.89,-0.07,7
104/03/17,51000,43350,0.85,0.85,0.85,0.85,-0.04,6
104/03/18,1000,850,0.85,0.85,0.85,0.85,,1
104/03/19,486000,456390,0.89,0.97,0.89,0.97,0.12,19
104/03/20,492000,458080,0.93,0.96,0.89,0.95,-0.02,37
104/03/23,210000,196810,0.93,0.96,0.92,0.93,-0.02,13
104/03/24,887000,895800,0.96,1.09,0.95,1.01,0.08,17
104/03/25,704000,671080,0.92,0.99,0.87,0.87,-0.14,16
104/03/26,100000,86000,0.83,0.87,0.83,0.87,,4
104/03/27,140000,117100,0.83,0.85,0.83,0.85,-0.02,5
104/03/30,250000,170800,0.76,0.76,0.66,0.68,-0.17,8
104/03/31,760000,534600,0.69,0.74,0.65,0.72,0.04,14
104/04/01,790000,532200,0.70,0.70,0.64,0.67,-0.05,17
104/04/02,171000,115790,0.66,0.69,0.66,0.69,0.02,9
104/04/07,0,0,--,--,--,--,,0
104/04/08,1000,590,0.59,0.59,0.59,0.59,X,1
104/04/09,100000,55000,0.55,0.55,0.55,0.55,-0.04,2
104/04/10,118000,59820,0.51,0.52,0.49,0.49,-0.06,4
104/04/13,150000,71500,0.47,0.49,0.47,0.49,,2
104/04/14,260000,132250,0.50,0.53,0.50,0.53,0.04,7
104/04/15,150000,72000,0.48,0.49,0.47,0.47,-0.06,3
104/04/16,140000,67200,0.49,0.49,0.47,0.47,,2
104/04/17,0,0,--,--,--,--,,0
104/04/20,356000,155350,0.45,0.45,0.41,0.41,X,6
104/04/21,279000,89980,0.33,0.33,0.31,0.32,-0.09,4
104/04/22,5000,1700,0.34,0.34,0.34,0.34,0.02,1
104/04/23,10000,3300,0.33,0.33,0.33,0.33,-0.01,1
104/04/24,99000,32670,0.33,0.33,0.33,0.33,,1
104/04/27,0,0,--,--,--,--,,0
104/04/28,130000,41600,0.32,0.32,0.32,0.32,X,2
104/04/29,5000,1750,0.35,0.35,0.35,0.35,0.03,1
104/04/30,101000,31340,0.31,0.34,0.31,0.34,-0.01,2
104/05/04,0,0,--,--,--,--,,0
104/05/05,0,0,--,--,--,--,,0
104/05/06,0,0,--,--,--,--,,0
104/05/07,0,0,--,--,--,--,,0
104/05/08,0,0,--,--,--,--,,0
104/05/11,0,0,--,--,--,--,,0
104/05/12,0,0,--,--,--,--,,0
104/05/13,0,0,--,--,--,--,,0
104/05/14,0,0,--,--,--,--,,0
104/05/15,0,0,--,--,--,--,,0
104/05/18,0,0,--,--,--,--,,0
104/05/19,0,0,--,--,--,--,,0
104/05/20,0,0,--,--,--,--,,0
104/05/21,0,0,--,--,--,--,,0
104/05/22,0,0,--,--,--,--,,0
104/05/25,0,0,--,--,--,--,,0
104/05/26,0,0,--,--,--,--,,0
104/05/27,60000,7200,0.12,0.12,0.12,0.12,X,2
104/05/28,0,0,--,--,--,--,,0
104/05/29,0,0,--,--,--,--,,0
104/06/01,0,0,--,--,--,--,,0
104/06/02,0,0,--,--,--,--,,0
104/06/03,0,0,--,--,--,--,,0
104/06/04,0,0,--,--,--,--,,0
104/06/05,0,0,--,--,--,--,,0
104/06/08,0,0,--,--,--,--,,0
104/06/09,0,0,--,--,--,--,,0
104/06/10,0,0,--,--,--,--,,0
104/06/11,0,0,--,--,--,--,,0
104/06/12,0,0,--,--,--,--,,0
104/06/15,0,0,--,--,--,--,,0
104/06/16,0,0,--,--,--,--,,0
104/06/17,0,0,--,--,--,--,,0
104/06/18,0,0,--,--,--,--,,0
104/06/22,0,0,--,--,--,--,,0
104/06/23,0,0,--,--,--,--,,0
104/06/24,0,0,--,--,--,--,,0
104/06/25,91000,2730,0.03,0.03,0.03,0.03,X,1
104/06/26,0,0,--,--,--,--,,0
104/06/29,0,0,--,--,--,--,,0
104/06/30,0,0,--,--,--,--,,0
104/07/01,0,0,--,--,--,--,,0
104/07/02,0,0,--,--,--,--,,0
104/07/03,0,0,--,--,--,--,,0
104/07/06,0,0,--,--,--,--,,0
104/07/07,0,0,--,--,--,--,,0
104/07/08,0,0,--,--,--,--,,0
104/07/09,0,0,--,--,--,--,,0
104/07/13,0,0,--,--,--,--,,0
104/07/14,0,0,--,--,--,--,,0
104/07/15,0,0,--,--,--,--,,0
104/07/16,0,0,--,--,--,--,,0
104/07/17,0,0,--,--,--,--,,0
104/07/20,0,0,--,--,--,--,,0
104/07/21,0,0,--,--,--,--,,0
104/07/22,0,0,--,--,--,--,,0
104/07/23,0,0,--,--,--,--,,0
104/07/24,0,0,--,--,--,--,,0
104/07/27,0,0,--,--,--,--,,0
104/07/28,0,0,--,--,--,--,,0
104/07/29,0,0,--,--,--,--,,0
104/07/30,0,0,--,--,--,--,,0
104/07/31,0,0,--,--,--,--,,0
104/08/03,0,0,--,--,--,--,,0
104/08/04,0,0,--,--,--,--,,0
104/08/05,0,0,--,--,--,--,,0
104/08/06,0,0,--,--,--,--,,0
104/08/07,0,0,--,--,--,--,,0
104/08/10,0,0,--,--,--,--,,0
104/08/11,0,0,--,--,--,--,,0
104/08/12,0,0,--,--,--,--,,0
104/08/13,0,0,--,--,--,--,,0
104/08/14,0,0,--,--,--,--,,0
104/08/17,0,0,--,--,--,--,,0
104/08/18,0,0,--,--,--,--,,0
104/08/19,0,0,--,--,--,--,,0
104/08/20,0,0,--,--,--,--,,0
104/08/21,0,0,--,--,--,--,,0
104/08/24,0,0,--,--,--,--,,0
104/08/25,0,0,--,--,--,--,,0
104/08/26,0,0,--,--,--,--,,0
104/08/27,0,0,--,--,--,--,,0
104/08/28,0,0,--,--,--,--,,0
104/08/31,0,0,--,--,--,--,,0
