105/05/09,49000,47490,0.89,0.98,0.89,0.98,+0.09,8
105/05/10,20000,19800,1.00,1.00,0.98,0.98,0.00,2
105/05/11,392000,405670,1.00,1.06,1.00,1.06,+0.08,6
105/05/12,656000,716090,1.08,1.17,1.06,1.17,+0.11,17
105/05/13,194000,223410,1.17,1.17,1.14,1.14,-0.03,7
105/05/16,118000,136270,1.14,1.16,1.10,1.10,-0.04,8
105/05/17,118000,124200,1.05,1.06,1.05,1.05,-0.05,6
105/05/18,0,0,---,---,---,---,---,0
105/05/19,13000,13780,1.06,1.06,1.06,1.06,+0.01,1
105/05/20,9000,9720,1.08,1.08,1.08,1.08,+0.02,2
105/05/23,17000,17300,1.03,1.03,1.00,1.00,-0.08,3
105/05/24,1000,1000,1.00,1.00,1.00,1.00,0.00,1
105/05/25,243000,247230,1.01,1.02,0.99,0.99,-0.01,3
105/05/26,0,0,---,---,---,---,---,0
105/05/27,0,0,---,---,---,---,---,0
105/05/30,0,0,---,---,---,---,---,0
105/05/31,200000,163500,0.82,0.82,0.81,0.81,-0.10,3
105/06/01,166000,136280,0.82,0.83,0.82,0.83,+0.02,2
105/06/02,94000,80580,0.85,0.87,0.84,0.86,+0.03,10
105/06/03,5000,4350,0.87,0.87,0.87,0.87,+0.01,1
105/06/04,0,0,---,---,---,---,---,0
105/06/06,0,0,---,---,---,---,---,0
105/06/07,10000,7900,0.79,0.79,0.79,0.79,-0.01,1
105/06/08,331000,271440,0.82,0.84,0.81,0.84,+0.05,5
105/06/13,1000,840,0.84,0.84,0.84,0.84,0.00,1
105/06/14,1000,800,0.80,0.80,0.80,0.80,-0.04,1
105/06/15,150000,110700,0.74,0.74,0.73,0.73,-0.07,5
105/06/16,11000,8820,1.22,1.22,0.76,0.76,+0.03,2
105/06/17,21000,15340,0.74,0.74,0.73,0.73,-0.03,2
105/06/20,100000,74000,0.74,0.74,0.74,0.74,+0.01,1
105/06/21,100000,70000,0.70,0.70,0.70,0.70,-0.04,1
105/06/22,0,0,---,---,---,---,---,0
105/06/23,3877000,2934160,0.72,0.81,0.72,0.80,+0.10,66
105/06/24,1449000,1205010,0.82,0.88,0.79,0.84,+0.04,29
105/06/27,319000,273360,0.84,0.86,0.83,0.85,+0.01,7
105/06/28,317000,270390,0.86,0.88,0.82,0.87,+0.02,11
105/06/29,185000,152550,0.82,0.83,0.82,0.82,-0.05,7
105/06/30,294000,240140,0.82,0.82,0.81,0.81,-0.01,6
105/07/01,85000,71110,0.81,0.84,0.81,0.84,+0.03,9
105/07/04,0,0,---,---,---,---,---,0
105/07/05,480000,396900,0.83,0.84,0.82,0.82,+0.01,14
105/07/06,1553000,1385380,0.95,0.95,0.84,0.86,+0.04,30
105/07/07,360000,307700,0.87,0.87,0.85,0.85,-0.01,4
105/07/11,283000,240650,0.85,0.86,0.84,0.84,-0.01,6
105/07/12,0,0,---,---,---,---,---,0
105/07/13,109000,89380,0.82,0.82,0.82,0.82,+0.01,2
105/07/14,259000,211290,0.81,0.83,0.81,0.83,+0.01,6
105/07/15,123000,99600,0.81,0.81,0.80,0.81,-0.02,3
105/07/18,1506000,1122420,0.79,0.79,0.72,0.74,-0.07,26
105/07/19,0,0,---,---,---,---,---,0
105/07/20,0,0,---,---,---,---,---,0
105/07/21,70000,46300,0.67,0.67,0.62,0.62,-0.11,4
105/07/22,16000,9600,0.60,0.60,0.60,0.60,-0.02,1
105/07/25,26000,15660,0.59,0.61,0.59,0.61,+0.01,2
105/07/26,32000,17920,0.56,0.56,0.56,0.56,-0.05,1
105/07/27,0,0,---,---,---,---,---,0
105/07/28,20000,10200,0.51,0.51,0.51,0.51,-0.03,1
105/07/29,30000,16200,0.55,0.55,0.52,0.52,+0.01,2
105/08/01,100000,49200,0.50,0.50,0.49,0.49,-0.03,3
105/08/02,30000,13300,0.43,0.45,0.43,0.45,-0.04,2
105/08/03,0,0,---,---,---,---,---,0
105/08/04,100000,45500,0.45,0.46,0.45,0.46,-0.02,2
