105/02/24,23000,20080,0.90,0.90,0.87,0.87,-0.03,4
105/02/25,2000,1710,0.86,0.86,0.85,0.85,-0.02,2
105/02/26,27000,24180,0.89,0.90,0.89,0.90,+0.05,2
105/03/01,197000,172300,0.87,0.89,0.84,0.85,-0.05,7
105/03/02,1028000,922000,0.92,0.92,0.88,0.90,+0.05,16
105/03/03,1364000,1366170,0.98,1.06,0.90,0.90,0.00,42
105/03/04,471000,432200,0.93,0.95,0.86,0.86,-0.04,29
105/03/07,1834000,1755060,0.90,1.03,0.90,0.94,+0.08,66
105/03/08,2765000,2842740,1.04,1.10,0.95,1.00,+0.06,117
105/03/09,2238000,2249000,1.00,1.05,0.97,0.98,-0.02,74
105/03/10,1953000,1893210,0.97,1.01,0.93,0.98,0.00,59
105/03/11,1284000,1197820,0.96,0.96,0.92,0.93,-0.05,58
105/03/14,994000,886650,0.92,0.92,0.88,0.89,-0.04,36
105/03/15,837000,700000,0.87,0.87,0.76,0.76,-0.13,37
105/03/16,418000,321980,0.76,0.78,0.76,0.78,+0.02,9
105/03/17,323000,257290,0.81,0.82,0.74,0.74,-0.04,13
105/03/18,61000,46970,0.77,0.77,0.77,0.77,+0.03,1
105/03/21,50000,38500,0.76,0.78,0.76,0.78,+0.01,4
105/03/22,68000,51030,0.78,0.78,0.75,0.75,-0.03,3
105/03/23,218000,163980,0.76,0.76,0.73,0.73,-0.02,8
105/03/24,261000,186180,0.73,0.73,0.69,0.72,-0.01,14
105/03/25,34000,24260,0.70,0.73,0.70,0.70,-0.02,5
105/03/28,50000,33640,0.69,0.69,0.67,0.67,-0.03,6
105/03/29,250000,153100,0.64,0.64,0.60,0.60,-0.07,7
105/03/30,107000,65800,0.61,0.62,0.61,0.62,+0.02,5
105/03/31,119000,77460,0.64,0.67,0.64,0.67,+0.05,4
105/04/01,174000,113000,0.65,0.66,0.63,0.66,-0.01,4
105/04/06,127000,78470,0.61,0.62,0.61,0.61,-0.05,3
105/04/07,159000,100670,0.64,0.64,0.63,0.63,+0.02,6
105/04/08,222000,137670,0.60,0.65,0.60,0.64,+0.01,9
105/04/11,75000,44850,0.60,0.60,0.59,0.60,-0.04,3
105/04/12,78000,45340,0.60,0.60,0.58,0.58,-0.02,3
105/04/13,485000,303060,0.61,0.64,0.61,0.64,+0.06,7
105/04/14,2102000,1559000,0.68,0.78,0.68,0.77,+0.13,47
105/04/15,1941000,1427320,0.75,0.75,0.71,0.72,-0.05,54
105/04/18,787000,554970,0.69,0.74,0.68,0.70,-0.02,22
105/04/19,459000,317060,0.72,0.73,0.64,0.64,-0.06,16
105/04/20,428000,262220,0.63,0.63,0.59,0.59,-0.05,8
105/04/21,119000,71430,0.60,0.62,0.60,0.62,+0.03,4
105/04/22,201000,127210,0.62,0.64,0.59,0.59,-0.03,5
105/04/25,467000,272870,0.58,0.60,0.57,0.58,-0.01,9
105/04/26,565000,341260,0.60,0.62,0.59,0.59,+0.01,11
105/04/27,325000,190600,0.59,0.59,0.58,0.59,0.00,7
105/04/28,31000,17980,0.58,0.58,0.58,0.58,-0.01,2
105/04/29,60000,32220,0.55,0.55,0.53,0.53,-0.05,4
105/05/03,338000,168750,0.49,0.50,0.48,0.48,-0.05,6
105/05/04,24000,10000,0.42,0.42,0.41,0.41,-0.07,3
105/05/05,20000,7500,0.38,0.38,0.37,0.37,-0.04,2
