106/09/12,60000,15000,0.25,0.25,0.25,0.25,-0.02,1
106/09/13,60000,16200,0.27,0.27,0.27,0.27,+0.02,1
106/09/15,250000,78000,0.32,0.40,0.30,0.30,+0.01,7
106/09/18,30000,7900,0.26,0.27,0.26,0.27,-0.03,2
106/09/20,40000,9000,0.23,0.23,0.22,0.22,-0.03,3
106/09/21,80000,22600,0.27,0.29,0.27,0.29,+0.07,5
106/09/22,405000,121700,0.32,0.32,0.29,0.30,+0.01,21
106/09/25,100000,24200,0.24,0.25,0.24,0.24,-0.06,7
106/09/26,60000,14500,0.25,0.25,0.24,0.24,0.00,6
106/09/27,190000,45900,0.24,0.25,0.24,0.24,0.00,5
106/09/28,0,0,---,---,---,---,---,0
106/09/29,0,0,---,---,---,---,---,0
106/09/30,115000,31050,0.27,0.27,0.27,0.27,+0.06,3
106/10/03,370000,129600,0.36,0.36,0.34,0.35,+0.01,14
106/10/06,20000,6000,0.30,0.30,0.30,0.30,0.00,1
106/10/11,0,0,---,---,---,---,---,0
106/10/12,50000,15600,0.33,0.33,0.30,0.30,0.00,2
106/10/13,0,0,---,---,---,---,---,0
106/10/16,43000,12930,0.31,0.31,0.30,0.30,+0.01,4
106/10/17,13000,3380,0.26,0.26,0.26,0.26,-0.04,2
106/10/18,40000,9000,0.24,0.24,0.22,0.22,-0.04,4
106/10/19,0,0,---,---,---,---,---,0
106/10/20,0,0,---,---,---,---,---,0
106/10/23,10000,2300,0.23,0.23,0.23,0.23,+0.02,1
106/10/24,32000,10980,0.29,0.40,0.29,0.40,+0.17,3
106/10/27,19000,5510,0.29,0.29,0.29,0.29,-0.04,2
106/10/30,27000,6720,0.27,0.27,0.23,0.24,-0.05,3
106/11/01,18000,4140,0.23,0.23,0.23,0.23,-0.01,2
106/11/02,10000,2300,0.23,0.23,0.23,0.23,0.00,1
106/11/03,0,0,---,---,---,---,---,0
106/11/08,8000,1520,0.19,0.19,0.19,0.19,0.00,1
106/11/09,26000,4100,0.17,0.17,0.15,0.15,-0.04,2
106/11/13,30000,3300,0.11,0.11,0.11,0.11,-0.01,1
106/11/14,0,0,---,---,---,---,---,0
106/11/20,15000,1650,0.11,0.11,0.11,0.11,+0.02,2
106/11/21,0,0,---,---,---,---,---,0
106/11/22,0,0,---,---,---,---,---,0
106/11/24,0,0,---,---,---,---,---,0
106/11/27,0,0,---,---,---,---,---,0
106/11/28,0,0,---,---,---,---,---,0
106/11/29,0,0,---,---,---,---,---,0
106/11/30,0,0,---,---,---,---,---,0
106/12/01,0,0,---,---,---,---,---,0
106/12/04,0,0,---,---,---,---,---,0
106/12/06,0,0,---,---,---,---,---,0
106/12/07,0,0,---,---,---,---,---,0
106/12/08,0,0,---,---,---,---,---,0
106/12/11,0,0,---,---,---,---,---,0
106/12/12,0,0,---,---,---,---,---,0
106/12/13,0,0,---,---,---,---,---,0
106/12/14,0,0,---,---,---,---,---,0
106/12/15,0,0,---,---,---,---,---,0
106/12/19,0,0,---,---,---,---,---,0
106/12/20,0,0,---,---,---,---,---,0
106/12/21,0,0,---,---,---,---,---,0
106/12/22,0,0,---,---,---,---,---,0
106/12/25,0,0,---,---,---,---,---,0
