105/09/05,50000,84500,1.66,1.75,1.66,1.73,+0.22,3
105/09/06,45000,67200,1.52,1.52,1.48,1.48,-0.25,2
105/09/07,45000,62250,1.39,1.39,1.37,1.38,-0.10,3
105/09/08,30000,40400,1.38,1.38,1.33,1.33,-0.05,2
105/09/09,0,0,---,---,---,---,---,0
105/09/10,60000,82200,1.37,1.37,1.37,1.37,+0.05,2
105/09/12,103000,145150,1.40,1.45,1.40,1.45,+0.08,4
105/09/13,0,0,---,---,---,---,---,0
105/09/14,3000,4410,1.47,1.47,1.47,1.47,0.00,1
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,717000,936490,1.31,1.31,1.30,1.30,+0.03,6
105/10/20,725000,878130,1.21,1.26,1.21,1.25,-0.05,6
105/10/21,0,0,---,---,---,---,---,0
105/10/24,8000,8800,1.10,1.10,1.10,1.10,-0.09,1
105/10/25,0,0,---,---,---,---,---,0
105/10/26,393000,454950,1.15,1.18,1.15,1.18,+0.04,3
105/10/27,223000,246300,1.11,1.11,1.10,1.10,-0.08,3
105/10/28,513000,590380,1.15,1.16,1.15,1.16,+0.06,3
105/10/31,100000,109000,1.09,1.09,1.09,1.09,-0.07,1
105/11/01,243000,262440,1.08,1.08,1.08,1.08,-0.01,2
105/11/02,673000,774620,1.13,1.20,1.13,1.20,+0.12,5
105/11/03,1706000,2271040,1.26,1.56,1.26,1.56,+0.36,20
105/11/04,1309000,2010690,1.55,1.58,1.50,1.51,-0.05,25
105/11/07,809000,1229110,1.45,1.80,1.45,1.70,+0.19,24
105/11/08,1135000,2052150,1.71,1.98,1.70,1.97,+0.27,32
105/11/09,449000,892170,1.99,2.18,1.93,2.18,+0.21,19
105/11/10,304000,613700,2.01,2.11,1.94,1.95,-0.23,12
105/11/11,39000,80660,2.11,2.11,2.04,2.04,+0.09,4
105/11/14,69000,140750,1.98,2.05,1.98,2.05,+0.01,3
105/11/15,89000,191500,2.02,2.24,2.02,2.19,+0.14,7
105/11/16,104000,230140,2.16,2.46,2.16,2.46,+0.27,6
105/11/17,10000,24400,2.44,2.44,2.44,2.44,-0.02,1
105/11/18,7000,16100,2.30,2.30,2.30,2.30,-0.14,1
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,9000,18900,2.10,2.10,2.10,2.10,0.00,1
105/11/29,277000,614440,2.18,2.36,2.18,2.36,+0.26,10
105/11/30,336000,837910,2.49,2.56,2.46,2.56,+0.20,22
105/12/01,68000,168120,2.46,2.50,2.46,2.50,-0.06,2
105/12/02,4000,10840,2.71,2.71,2.71,2.71,+0.21,1
105/12/05,125000,347590,2.75,2.79,2.75,2.79,+0.08,3
105/12/06,122000,275750,2.26,2.29,2.26,2.29,-0.50,3
105/12/07,32000,67300,2.09,2.17,2.09,2.17,-0.12,4
105/12/08,33000,68410,2.07,2.22,2.06,2.22,+0.05,7
105/12/09,4000,8840,2.21,2.21,2.21,2.21,-0.01,1
105/12/12,4000,8440,2.11,2.11,2.11,2.11,-0.10,1
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
105/12/20,22000,52140,2.37,2.37,2.37,2.37,+0.20,1
105/12/21,11000,24750,2.24,2.35,2.24,2.35,-0.02,2
105/12/22,14000,30520,2.19,2.19,2.12,2.12,-0.23,3
105/12/23,1000,2190,2.19,2.19,2.19,2.19,+0.07,1
105/12/26,0,0,---,---,---,---,---,0
105/12/27,0,0,---,---,---,---,---,0
105/12/28,0,0,---,---,---,---,---,0
105/12/29,0,0,---,---,---,---,---,0
105/12/30,0,0,---,---,---,---,---,0
106/01/03,0,0,---,---,---,---,---,0
106/01/04,18000,33300,1.85,1.85,1.85,1.85,-0.02,1
106/01/05,18000,32760,1.82,1.82,1.82,1.82,-0.03,1
106/01/06,0,0,---,---,---,---,---,0
106/01/09,0,0,---,---,---,---,---,0
106/01/10,0,0,---,---,---,---,---,0
106/01/11,0,0,---,---,---,---,---,0
106/01/12,0,0,---,---,---,---,---,0
106/01/13,0,0,---,---,---,---,---,0
106/01/16,0,0,---,---,---,---,---,0
106/01/17,0,0,---,---,---,---,---,0
106/01/18,0,0,---,---,---,---,---,0
106/01/19,2000,3360,1.68,1.68,1.68,1.68,-0.03,1
106/01/20,0,0,---,---,---,---,---,0
106/01/23,0,0,---,---,---,---,---,0
106/01/24,0,0,---,---,---,---,---,0
106/02/02,0,0,---,---,---,---,---,0
106/02/03,0,0,---,---,---,---,---,0
106/02/06,0,0,---,---,---,---,---,0
106/02/07,0,0,---,---,---,---,---,0
106/02/08,0,0,---,---,---,---,---,0
106/02/09,0,0,---,---,---,---,---,0
106/02/10,0,0,---,---,---,---,---,0
106/02/13,0,0,---,---,---,---,---,0
106/02/14,200000,143000,0.70,0.73,0.70,0.73,-0.10,2
106/02/15,202000,147460,0.73,0.73,0.73,0.73,0.00,2
106/02/16,0,0,---,---,---,---,---,0
106/02/17,0,0,---,---,---,---,---,0
106/02/18,0,0,---,---,---,---,---,0
106/02/20,0,0,---,---,---,---,---,0
106/02/21,0,0,---,---,---,---,---,0
106/02/22,0,0,---,---,---,---,---,0
106/02/23,0,0,---,---,---,---,---,0
106/02/24,0,0,---,---,---,---,---,0
106/03/01,0,0,---,---,---,---,---,0
106/03/02,0,0,---,---,---,---,---,0
