105/08/17,150000,129000,0.86,0.86,0.86,0.86,-0.53,1
105/08/18,40000,35200,0.88,0.88,0.88,0.88,+0.02,1
105/08/19,0,0,---,---,---,---,---,0
105/08/22,0,0,---,---,---,---,---,0
105/08/23,0,0,---,---,---,---,---,0
105/08/24,0,0,---,---,---,---,---,0
105/08/25,33000,26070,0.79,0.79,0.79,0.79,-0.02,1
105/08/26,0,0,---,---,---,---,---,0
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,31000,25110,0.81,0.81,0.81,0.81,+0.03,1
105/09/01,229000,203810,0.89,0.89,0.89,0.89,+0.08,1
105/09/02,229000,221550,0.98,0.98,0.95,0.95,+0.06,3
105/09/05,0,0,---,---,---,---,---,0
105/09/06,360000,316800,0.86,0.90,0.86,0.90,+0.04,2
105/09/07,386000,337960,0.88,0.88,0.86,0.86,-0.04,6
105/09/08,13000,11310,0.87,0.87,0.87,0.87,+0.01,1
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,7000,4900,0.70,0.70,0.70,0.70,-0.04,1
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,10000,6100,0.61,0.61,0.61,0.61,-0.01,1
105/10/03,10000,6100,0.61,0.61,0.61,0.61,0.00,1
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,242000,79860,0.33,0.33,0.33,0.33,0.00,1
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
105/12/20,0,0,---,---,---,---,---,0
105/12/21,0,0,---,---,---,---,---,0
105/12/22,0,0,---,---,---,---,---,0
105/12/23,0,0,---,---,---,---,---,0
105/12/26,0,0,---,---,---,---,---,0
