103/11/12,43000,59240,1.32,1.40,1.32,1.40,+0.10,3
103/11/13,43000,59270,1.35,1.41,1.35,1.40,0.00,3
103/11/14,0,0,---,---,---,---,---,0
103/11/17,10000,13700,1.37,1.37,1.37,1.37,-0.01,1
103/11/18,10000,13400,1.34,1.34,1.34,1.34,-0.03,1
103/11/19,0,0,---,---,---,---,---,0
103/11/20,113000,124300,1.10,1.10,1.10,1.10,-0.19,1
103/11/21,113000,131080,1.16,1.16,1.16,1.16,+0.06,1
103/11/24,500000,595000,1.17,1.21,1.17,1.21,+0.05,3
103/11/25,1048000,1240760,1.20,1.21,1.16,1.19,-0.02,9
103/11/26,1995000,2358750,1.16,1.23,1.13,1.20,+0.01,17
103/11/27,1908000,2221800,1.15,1.29,1.12,1.29,+0.09,22
103/11/28,451000,589310,1.32,1.34,1.28,1.34,+0.05,19
103/12/01,429000,557210,1.34,1.34,1.29,1.29,-0.05,15
103/12/02,601000,775310,1.21,1.34,1.19,1.30,+0.01,17
103/12/03,1105000,1325600,1.26,1.26,1.10,1.11,-0.19,28
103/12/04,1223000,1283530,1.06,1.09,1.04,1.08,-0.03,23
103/12/05,927000,1000350,1.07,1.10,1.05,1.09,+0.01,24
103/12/08,391000,421910,1.02,1.11,1.02,1.10,+0.01,17
103/12/09,228000,248650,1.09,1.14,1.07,1.10,0.00,15
103/12/10,373000,401230,1.06,1.09,1.06,1.06,-0.04,11
103/12/11,897000,931740,1.06,1.07,1.01,1.03,-0.03,22
103/12/12,1019000,1003980,1.00,1.04,0.95,1.04,+0.01,29
103/12/15,652000,666620,1.03,1.07,1.01,1.07,+0.03,17
103/12/16,1128000,1289360,1.04,1.19,1.04,1.19,+0.12,21
103/12/17,1405000,1552700,1.13,1.17,1.08,1.15,-0.04,28
103/12/18,846000,944400,1.10,1.17,1.10,1.17,+0.02,36
103/12/19,626000,725840,1.11,1.23,1.11,1.23,+0.06,12
103/12/22,533000,604350,1.15,1.15,1.13,1.13,-0.10,6
103/12/23,942000,1048400,1.10,1.15,1.08,1.15,+0.02,11
103/12/24,1442000,1611590,1.15,1.15,1.11,1.12,-0.03,14
103/12/25,1850000,2044300,1.09,1.13,1.09,1.11,-0.01,14
103/12/26,2700000,2900560,1.10,1.10,1.05,1.07,-0.04,22
103/12/27,225000,238150,1.06,1.06,1.04,1.05,-0.02,4
103/12/29,1391000,1366160,1.00,1.00,0.95,0.96,-0.09,13
103/12/30,114000,106460,0.93,0.97,0.93,0.97,+0.01,3
103/12/31,68000,60900,0.90,0.90,0.88,0.88,-0.09,3
104/01/05,15000,12900,0.86,0.86,0.86,0.86,-0.02,1
104/01/06,20000,19800,0.96,1.03,0.96,1.01,+0.15,3
104/01/07,580000,607900,1.03,1.08,1.03,1.08,+0.07,8
104/01/08,800000,775000,0.96,0.99,0.95,0.99,-0.09,7
104/01/09,275000,277900,1.00,1.05,1.00,1.05,+0.06,5
104/01/12,40000,43800,1.07,1.12,1.07,1.12,+0.07,4
104/01/13,125000,144800,1.10,1.17,1.10,1.16,+0.04,3
104/01/14,325000,372400,1.12,1.18,1.12,1.12,-0.04,8
104/01/15,240000,237200,1.08,1.08,0.97,0.97,-0.15,6
104/01/16,133000,122750,0.88,0.95,0.88,0.95,-0.02,5
104/01/19,800000,733500,0.91,0.92,0.91,0.92,-0.03,6
104/01/20,803000,710480,0.88,0.89,0.86,0.89,-0.03,7
104/01/21,0,0,---,---,---,---,---,0
104/01/22,0,0,---,---,---,---,---,0
104/01/23,0,0,---,---,---,---,---,0
104/01/26,0,0,---,---,---,---,---,0
104/01/27,0,0,---,---,---,---,---,0
104/01/28,40000,32700,0.84,0.84,0.81,0.81,-0.03,2
104/01/29,20000,16600,0.83,0.83,0.83,0.83,+0.02,1
104/01/30,60000,46800,0.78,0.78,0.78,0.78,-0.05,2
104/02/02,0,0,---,---,---,---,---,0
104/02/03,0,0,---,---,---,---,---,0
104/02/04,20000,15400,0.77,0.77,0.77,0.77,+0.02,1
104/02/05,0,0,---,---,---,---,---,0
