106/09/12,241000,46100,0.22,0.22,0.17,0.20,0.00,10
106/09/13,398000,73710,0.19,0.21,0.17,0.19,-0.01,10
106/09/15,285000,71000,0.26,0.26,0.23,0.23,+0.02,5
106/09/18,403000,85360,0.20,0.23,0.20,0.22,-0.01,10
106/09/20,129000,35400,0.26,0.30,0.24,0.24,+0.02,8
106/09/21,280000,53340,0.19,0.20,0.18,0.19,-0.05,5
106/09/22,39000,7430,0.21,0.21,0.17,0.17,-0.02,3
106/09/25,209000,26920,0.12,0.14,0.12,0.13,-0.04,4
106/09/26,123000,17720,0.16,0.18,0.14,0.14,+0.01,3
106/09/27,76000,12160,0.16,0.16,0.16,0.16,+0.02,1
106/09/28,40000,6700,0.17,0.17,0.16,0.16,0.00,4
106/09/29,408000,53310,0.14,0.15,0.11,0.15,-0.01,7
106/09/30,0,0,---,---,---,---,---,0
106/10/03,150000,25500,0.17,0.17,0.17,0.17,-0.01,4
106/10/06,6000,1020,0.17,0.17,0.17,0.17,0.00,1
106/10/11,78000,11700,0.15,0.15,0.15,0.15,-0.02,3
106/10/12,0,0,---,---,---,---,---,0
106/10/13,229000,48090,0.21,0.21,0.21,0.21,+0.06,5
106/10/16,0,0,---,---,---,---,---,0
106/10/17,0,0,---,---,---,---,---,0
106/10/18,0,0,---,---,---,---,---,0
106/10/19,75000,9000,0.12,0.12,0.12,0.12,-0.02,1
106/10/20,15000,1650,0.11,0.11,0.11,0.11,-0.01,1
106/10/23,0,0,---,---,---,---,---,0
106/10/24,219000,19710,0.09,0.09,0.09,0.09,-0.02,1
106/10/27,0,0,---,---,---,---,---,0
106/10/30,0,0,---,---,---,---,---,0
106/11/01,70000,7700,0.11,0.11,0.11,0.11,+0.01,1
106/11/02,0,0,---,---,---,---,---,0
106/11/03,40000,4300,0.11,0.11,0.10,0.10,-0.02,2
106/11/08,0,0,---,---,---,---,---,0
106/11/09,0,0,---,---,---,---,---,0
106/11/13,0,0,---,---,---,---,---,0
106/11/14,10000,300,0.03,0.03,0.03,0.03,-0.07,1
106/11/20,0,0,---,---,---,---,---,0
106/11/21,0,0,---,---,---,---,---,0
106/11/22,0,0,---,---,---,---,---,0
106/11/24,100000,3000,0.03,0.03,0.03,0.03,0.00,1
106/11/27,0,0,---,---,---,---,---,0
106/11/28,0,0,---,---,---,---,---,0
106/11/29,0,0,---,---,---,---,---,0
106/11/30,0,0,---,---,---,---,---,0
106/12/01,0,0,---,---,---,---,---,0
106/12/04,0,0,---,---,---,---,---,0
106/12/06,0,0,---,---,---,---,---,0
106/12/07,0,0,---,---,---,---,---,0
106/12/08,0,0,---,---,---,---,---,0
106/12/11,0,0,---,---,---,---,---,0
106/12/12,0,0,---,---,---,---,---,0
106/12/13,0,0,---,---,---,---,---,0
106/12/14,0,0,---,---,---,---,---,0
106/12/15,0,0,---,---,---,---,---,0
106/12/19,0,0,---,---,---,---,---,0
106/12/20,59000,590,0.01,0.01,0.01,0.01,-0.01,3
106/12/21,16000,160,0.01,0.01,0.01,0.01,0.00,1
106/12/22,0,0,---,---,---,---,---,0
106/12/25,0,0,---,---,---,---,---,0
106/12/26,0,0,---,---,---,---,---,0
106/12/28,0,0,---,---,---,---,---,0
106/12/29,0,0,---,---,---,---,---,0
107/01/02,0,0,---,---,---,---,---,0
107/01/03,0,0,---,---,---,---,---,0
107/01/04,0,0,---,---,---,---,---,0
107/01/05,0,0,---,---,---,---,---,0
107/01/08,0,0,---,---,---,---,---,0
107/01/09,0,0,---,---,---,---,---,0
