107/09/07,209000,205190,0.99,1.02,0.77,0.82,-0.18,16
107/09/12,12000,7770,0.64,0.66,0.64,0.66,-0.06,3
107/09/13,26000,17940,0.69,0.69,0.69,0.69,+0.03,3
107/09/19,10000,8100,0.81,0.81,0.81,0.81,+0.05,1
107/09/20,81000,61910,0.75,0.77,0.75,0.77,-0.04,2
107/09/25,37000,33310,0.89,0.91,0.89,0.89,+0.02,3
107/10/01,201000,164330,0.82,0.85,0.80,0.85,-0.02,11
107/10/02,431000,355740,0.82,0.86,0.81,0.86,+0.01,10
107/10/03,122000,96500,0.80,0.80,0.63,0.63,-0.23,7
107/10/04,10000,6700,0.67,0.67,0.67,0.67,+0.04,1
107/10/05,10000,5300,0.53,0.53,0.53,0.53,-0.14,1
107/10/08,30000,13100,0.49,0.49,0.41,0.41,-0.12,3
107/10/09,0,0,---,---,---,---,---,0
107/10/12,50000,16500,0.33,0.33,0.33,0.33,+0.10,1
107/10/15,0,0,---,---,---,---,---,0
107/10/17,20000,7400,0.37,0.37,0.37,0.37,+0.03,2
107/10/19,51000,14890,0.30,0.30,0.29,0.29,-0.08,2
107/10/25,0,0,---,---,---,---,---,0
107/10/26,0,0,---,---,---,---,---,0
107/10/31,0,0,---,---,---,---,---,0
107/11/01,0,0,---,---,---,---,---,0
107/11/02,0,0,---,---,---,---,---,0
107/11/05,0,0,---,---,---,---,---,0
107/11/06,0,0,---,---,---,---,---,0
107/11/08,40000,17800,0.47,0.47,0.41,0.44,+0.08,7
107/11/09,45000,18220,0.40,0.42,0.40,0.42,-0.02,15
107/11/12,15000,6300,0.42,0.43,0.41,0.41,-0.01,3
107/11/13,0,0,---,---,---,---,---,0
107/11/14,5000,2400,0.48,0.48,0.48,0.48,+0.03,1
107/11/16,0,0,---,---,---,---,---,0
107/11/19,0,0,---,---,---,---,---,0
107/11/20,0,0,---,---,---,---,---,0
107/11/21,35000,16850,0.43,0.49,0.43,0.49,+0.08,3
107/11/26,0,0,---,---,---,---,---,0
107/11/27,0,0,---,---,---,---,---,0
107/11/29,96000,55680,0.58,0.58,0.58,0.58,+0.10,2
107/11/30,531000,316790,0.59,0.63,0.58,0.60,+0.02,8
107/12/03,717000,520040,0.72,0.75,0.68,0.68,+0.08,11
107/12/04,265000,164360,0.62,0.64,0.60,0.62,-0.06,5
107/12/06,43000,20760,0.57,0.57,0.43,0.43,-0.13,5
107/12/07,110000,56100,0.51,0.51,0.51,0.51,+0.08,2
107/12/10,0,0,---,---,---,---,---,0
107/12/11,0,0,---,---,---,---,---,0
107/12/12,232000,122230,0.51,0.54,0.50,0.54,+0.05,10
107/12/13,398000,210590,0.53,0.54,0.50,0.54,0.00,9
107/12/14,0,0,---,---,---,---,---,0
107/12/17,406000,184820,0.47,0.47,0.45,0.45,-0.02,2
107/12/19,40000,9900,0.25,0.25,0.24,0.24,-0.17,3
107/12/20,0,0,---,---,---,---,---,0
107/12/21,0,0,---,---,---,---,---,0
107/12/22,0,0,---,---,---,---,---,0
107/12/24,0,0,---,---,---,---,---,0
107/12/25,0,0,---,---,---,---,---,0
107/12/26,0,0,---,---,---,---,---,0
107/12/27,0,0,---,---,---,---,---,0
107/12/28,0,0,---,---,---,---,---,0
108/01/02,0,0,---,---,---,---,---,0
108/01/03,0,0,---,---,---,---,---,0
108/01/04,0,0,---,---,---,---,---,0
108/01/07,0,0,---,---,---,---,---,0
108/01/08,0,0,---,---,---,---,---,0
108/01/09,0,0,---,---,---,---,---,0
108/01/11,0,0,---,---,---,---,---,0
108/01/14,0,0,---,---,---,---,---,0
108/01/15,0,0,---,---,---,---,---,0
108/01/18,0,0,---,---,---,---,---,0
108/01/23,0,0,---,---,---,---,---,0
108/01/25,0,0,---,---,---,---,---,0
108/01/28,0,0,---,---,---,---,---,0
108/01/29,0,0,---,---,---,---,---,0
108/01/30,0,0,---,---,---,---,---,0
108/02/11,0,0,---,---,---,---,---,0
108/02/12,0,0,---,---,---,---,---,0
108/02/13,0,0,---,---,---,---,---,0
108/02/14,0,0,---,---,---,---,---,0
108/02/15,0,0,---,---,---,---,---,0
108/02/18,0,0,---,---,---,---,---,0
108/02/20,0,0,---,---,---,---,---,0
